Deal Type,Announce Date,Target Ticker,Target Name,Acquirer Ticker,Announced Total Value (mil.),Payment Type,Deal Status,Completion/Termination Date,Cash Terms,Target Industry Sector
M&A,8/15/2013,1456071D HK,Magic Holdings International Ltd,OR FP,695.5,Cash,Completed,4/10/2014,6.3000/sh.,"Consumer, Non-cyclical"
M&A,6/13/2017,QIWI US,QIWI plc,OFCB RM,694.24,Cash,Pending, ,28.0000/sh.,"Consumer, Non-cyclical"
M&A,7/11/2016,SGNT US,Sagent Pharmaceuticals Inc,4541 JP,693.43,Cash,Completed,8/30/2016,21.7500/sh.,"Consumer, Non-cyclical"
M&A,11/28/2012,SHS US,Danfoss Power Solutions Inc,DNFS DC,691.68,Cash,Completed,4/15/2013,58.5000/sh.,Industrial
M&A,2/13/2013,5812 JP,Hitachi Cable Ltd,5486 JP,691.21,Stock,Completed,6/26/2013,N/A,Industrial
M&A,10/24/2013,CGX US,Consolidated Graphics Inc,RRD US,690.81,Cash and Stock,Completed,2/3/2014,34.4400/sh.,"Consumer, Non-cyclical"
M&A,1/28/2014,TYY US,Tortoise Energy Capital Corp,TYG US,689.9,Stock,Completed,6/23/2014,N/A,Financial
M&A,7/22/2013,NAFC US,Nash Finch Co,SPTN US,688.08,Stock,Completed,11/20/2013,N/A,"Consumer, Non-cyclical"
M&A,12/22/2011,8981 JP,Japan Hotel & Resort Inc,8985 JP,686.57,Stock,Completed,3/28/2012,N/A,Financial
M&A,11/28/2012,0838256D US,Knight Capital Group LLC,0329010Z US,685.88,Cash or Stock,Completed,7/2/2013,3.7500/sh.,Financial
M&A,10/4/2015,XCH LN,Xchanging Ltd,APO US,685.07,Cash,Terminated,11/4/2015,1.7000/sh.,Technology
M&A,2/24/2011,UNX CN,HRT Canada Inc,PRIO3 BZ,683.05,Stock,Completed,4/29/2011,N/A,Energy
M&A,10/13/2015,1558151D US,Wausau Paper Corp,SCAB SS,682.82,Cash,Completed,1/21/2016,10.2500/sh.,"Consumer, Non-cyclical"
M&A,4/19/2010,CRN US,GEO Reentry Inc,GEO US,681.45,Cash or Stock,Completed,8/13/2010,28.0540/sh.,"Consumer, Non-cyclical"
M&A,2/14/2016,NPX NZ,Nuplex Industries Ltd,0745980D LX,679.16,Cash,Completed,9/14/2016,5.4300/sh.,Basic Materials
M&A,5/16/2012,IDL AU,Industrea Ltd,GE US,679.07,Cash,Completed,12/4/2012,1.2700/sh.,Industrial
M&A,9/14/2016,CUS CN,Chemtrade Electrochem Inc,CHE-U CN,678.47,Cash,Completed,3/10/2017,1.6500/sh.,Basic Materials
M&A,4/8/2015,ZEP US,Zep Inc,161147Z US,677.6,Cash,Completed,6/26/2015,20.0500/sh.,Basic Materials
M&A,1/17/2013,325 HK,Trauson Holdings Co Ltd,SYK US,677.6,Cash,Completed,7/15/2013,7.5000/sh.,"Consumer, Non-cyclical"
M&A,3/28/2011,RURL US,Rural/Metro Corp/DE,20326Z US,676.54,Cash,Completed,7/1/2011,17.2500/sh.,"Consumer, Non-cyclical"
M&A,7/10/2014,IND IM,Whirlpool EMEA SpA,WHR US,676.25,Cash,Completed,12/3/2014,11.0000/sh.,"Consumer, Cyclical"
M&A,10/1/2012,CRDN US,Ceradyne Inc,MMM US,675.13,Cash,Completed,11/29/2012,35.0000/sh.,Industrial
M&A,3/11/2011,NDN US,99 Cents Only Stores LLC,,674.93,Cash,Terminated,10/12/2011,19.0900/sh.,"Consumer, Cyclical"
M&A,6/5/2015,JASO US,JA Solar Holdings Co Ltd,,674.28,Cash,Pending, ,6.8000/sh.,Energy
M&A,10/5/2012,EUROB GA,Eurobank Ergasias SA,ETE GA,673.15,Stock,Completed,3/11/2013,N/A,Financial
M&A,10/26/2017,SNS PW,Synthos SA,1202408D LX,672.68,Cash,Pending,12/18/2017,4.9300/sh.,Basic Materials
M&A,8/23/2012,TLH CN,Talison Lithium Ltd,ROC US,672.47,Cash,Terminated,12/12/2012,6.5000/sh.,Basic Materials
M&A,12/6/2012,EPHC US,Epoch Holding Corp,TD CN,669.71,Cash,Completed,3/28/2013,28.0000/sh.,Financial
M&A,6/10/2010,SEO CN,Storm Exploration Inc,ARX CN,668.47,Cash and Stock,Completed,8/24/2010,1.0000/sh.,Energy
M&A,1/10/2011,PATNI IN,iGATE Computer Systems Ltd,IGTE US,667.26,Cash,Completed,5/12/2011,503.5000/sh.,Technology
M&A,4/13/2017,FOR US,Forestar Group Inc,17274Z US,667.11,Cash,Terminated,6/29/2017,16.0000/sh.,Financial
M&A,3/6/2014,CMA FP,Ciments Francais SAS,IT IM,664.2,Cash,Completed,7/15/2014,79.5000/sh.,Industrial
M&A,3/12/2015,ISSI US,Integrated Silicon Solution Inc,,663.96,Cash,Completed,12/8/2015,23.0000/sh.,Technology
M&A,8/30/2010,1440013D US,Cogent Inc,MMM US,662.43,Cash,Completed,12/2/2010,10.5000/sh.,Industrial
M&A,11/19/2012,TLH CN,Talison Lithium Ltd,0622122D CH,659.65,Cash,Completed,3/14/2013,7.5000/sh.,Basic Materials
M&A,7/30/2014,JRN US,Journal Communications Inc,SSP US,658.59,Stock,Completed,4/1/2015,N/A,Communications
M&A,4/27/2017,PSTB US,Park Sterling Corp,SSB US,657.29,Stock,Completed,12/1/2017,N/A,Financial
M&A,1/24/2017,PFV GR,Pfeiffer Vacuum Technology AG,7525524Z GR,656.83,Cash,Terminated,3/15/2017,96.2000/sh.,Industrial
M&A,6/23/2011,CV US,Central Vermont Public Service Corp,,656.79,Cash,Completed,6/28/2012,35.2500/sh.,Utilities
M&A,9/22/2017,1030 HK,Future Land Development Holdings Ltd,1547348D KY,656.08,Cash,Terminated,10/17/2017,3.3000/sh.,Financial
M&A,5/16/2014,HES NA,HES Beheer NV,9893005Z NA,655.69,Cash,Completed,11/3/2014,43.6400/sh.,Industrial
M&A,2/16/2012,AEA US,Advance America Cash Advance Centers Inc,ELEKTRA* MM,655.58,Cash,Completed,4/24/2012,10.5000/sh.,"Consumer, Non-cyclical"
M&A,5/30/2011,CV US,Central Vermont Public Service Corp,FTS CN,654.73,Cash,Terminated,7/12/2011,35.1000/sh.,Utilities
M&A,9/26/2012,SVN US,7 Days Group Holdings Ltd,,654.47,Cash,Completed,7/8/2013,13.8000/sh.,"Consumer, Cyclical"
M&A,7/15/2010,1002173D CN,Terrane Metals Corp,TCM CN,653.91,Cash and Stock,Completed,10/21/2010,.9000/sh.,Basic Materials
M&A,3/3/2010,8275783Q LN,Care UK Ltd,3416Z LN,653.85,Cash,Completed,4/26/2010,4.5000/sh.,"Consumer, Non-cyclical"
M&A,9/27/2012,KH US,China Kanghui Holdings Inc,MDT US,653.49,Cash,Completed,11/1/2012,30.7500/sh.,"Consumer, Non-cyclical"
M&A,9/11/2017,RIC CN,Richmont Mines Inc,AGI CN,652.67,Stock,Completed,11/27/2017,N/A,Basic Materials
M&A,10/6/2014,DRTX US,Durata Therapeutics Inc,AGN US,652.03,Cash,Completed,11/18/2014,23.0000/sh.,"Consumer, Non-cyclical"
M&A,9/6/2016,ALU FP,Alcatel-Lucent SA,NOKIA FH,651.68,Cash,Completed,11/2/2016,3.5000/sh.,Communications
M&A,3/4/2013,1311483D CN,Hecla Quebec Inc,HL US,650.16,Cash or Stock,Completed,6/6/2013,4.7500/sh.,Basic Materials
M&A,11/8/2016,ARA SP,ARA Asset Management Ltd,,649.88,Cash,Completed,4/19/2017,1.7800/sh.,Financial
M&A,1/10/2017,PCBK US,Pacific Continental Corp,COLB US,649.08,Stock,Completed,11/2/2017,N/A,Financial
M&A,4/16/2010,PFWD US,Phase Forward Inc,ORCL US,648.78,Cash,Completed,8/12/2010,17.0000/sh.,Technology
M&A,10/4/2015,XCH LN,Xchanging Ltd,CPI LN,647.4,Cash,Terminated,12/16/2015,1.6000/sh.,Technology
M&A,8/1/2016,PNTP US,Patriot National Inc,EBIX US,646.49,Cash,Terminated,11/6/2016,475.0000 Mln,"Consumer, Non-cyclical"
M&A,1/30/2014,ACCL US,Biovia Corp,DSY FP,646.16,Cash,Completed,4/30/2014,12.5000/sh.,Technology
M&A,4/17/2011,FWM CN,Far West Mining Ltd,CS CN,644.15,Cash and Stock,Completed,6/23/2011,1.0000/sh.,Basic Materials
M&A,9/9/2013,MNTG US,MTR Gaming Group Inc,ERI US,642.93,Cash or Stock,Completed,9/19/2014,6.0500/sh.,"Consumer, Cyclical"
M&A,5/7/2013,PSE US,Pioneer Southwest Energy Partners LP,PXD US,642.04,Stock,Completed,12/18/2013,N/A,Energy
M&A,8/17/2016,SEMI US,SunEdison Semiconductor Ltd,6488 TT,641.73,Cash,Completed,12/5/2016,12.0000/sh.,Technology
M&A,5/23/2016,MESG US,Xura Inc,8210273Z US,641.72,Cash,Completed,8/19/2016,25.0000/sh.,Technology
M&A,10/25/2016,PTXP US,PennTex Midstream Partners LP,9876456D US,640,Cash and Stock,Completed,11/2/2016,320.0000 Mln,Energy
M&A,5/9/2016,MHGC US,Morgans Hotel Group Co,917810Z US,638.67,Cash,Completed,12/2/2016,2.2500/sh.,"Consumer, Cyclical"
M&A,12/21/2012,PIX CN,Peer 1 Network Enterprises Inc,CCA CN,638.08,Cash,Completed,4/1/2013,3.8500/sh.,Communications
M&A,6/19/2017,NDQ CN,Novadaq Technologies Inc,SYK US,636.95,Cash,Completed,9/6/2017,11.7500/sh.,"Consumer, Non-cyclical"
M&A,7/10/2017,HCOM US,Hawaiian Telcom Holdco Inc,CBB US,636.86,Cash or Stock,Pending,12/31/2018,30.7500/sh.,Communications
M&A,3/8/2010,IUSA US,infoGroup Inc,794708Z US,636.3,Cash,Completed,7/2/2010,8.0000/sh.,Technology
M&A,12/21/2012,VARD SP,Vard Holdings Ltd,186950Z IM,636.3,Cash,Completed,1/23/2013,1.2200/sh.,Industrial
M&A,12/27/2011,1294243D US,Cogdell Spencer Inc,VTR US,635.49,Cash,Completed,4/3/2012,4.2500/sh.,Financial
M&A,5/10/2013,TRLG US,True Religion Apparel Inc,558804Z US,635.13,Cash,Completed,7/31/2013,32.0000/sh.,"Consumer, Cyclical"
M&A,3/16/2016,SKP LN,Skyepharma Ltd,VEC LN,631.26,Cash or Stock,Completed,6/10/2016,4.1000/sh.,"Consumer, Non-cyclical"
M&A,11/27/2015,BHFKB BB,BHF Group SPRL,211522Z FP,630.7,Cash,Completed,3/14/2016,5.7500/sh.,Financial
M&A,8/1/2011,JAWS US,Great White Energy Services Inc,ARCHER NO,630,Cash,Completed,8/24/2011,630.0000 Mln,Energy
M&A,3/28/2011,RNO CN,Vector Aerospace Corp,AIR FP,629.89,Cash,Completed,7/7/2011,13.0000/sh.,Industrial
M&A,12/7/2017,ENTL US,Entellus Medical Inc,SYK US,629.89,Cash,Pending, ,24.0000/sh.,"Consumer, Non-cyclical"
M&A,5/9/2012,CPWM US,Cost Plus Inc,BBBY US,629.58,Cash,Completed,7/2/2012,22.0000/sh.,"Consumer, Cyclical"
M&A,12/30/2012,DUF US,Duff & Phelps Corp,,628.82,Cash,Completed,4/23/2013,15.5500/sh.,Financial
M&A,11/7/2011,SECOB SS,Seco Tools AB,SAND SS,627.09,Stock,Completed,3/5/2012,N/A,Industrial
M&A,5/16/2011,FANH US,Fanhua Inc,,626.96,Cash,Terminated,5/16/2011,19.0000/sh.,Financial
M&A,7/9/2012,FXAI US,FX Alliance Inc,TRI CN,626.45,Cash,Completed,9/14/2012,22.0000/sh.,Financial
M&A,11/14/2012,TEA US,Teavana Holdings Inc,SBUX US,626.37,Cash,Completed,1/2/2013,15.5000/sh.,"Consumer, Cyclical"
M&A,1/16/2013,0955035D CN,Iberian Minerals Corp plc,0261116D NA,626.36,Cash,Completed,2/7/2013,1.1000/sh.,Basic Materials
M&A,4/10/2012,XRIT US,X-Rite Inc,DHR US,625.84,Cash,Completed,5/16/2012,5.5500/sh.,Industrial
M&A,9/27/2013,RDA US,RDA Microelectronics Inc,PDCTOZ CH,625.06,Cash,Terminated,7/21/2014,15.5000/sh.,Technology
M&A,7/13/2016,PLND LN,Poundland Group Ltd,SNH GR,624.95,Cash,Completed,9/19/2016,2.2500/sh.,"Consumer, Cyclical"
M&A,8/2/2012,WAVE US,Nextwave Wireless Inc,T US,624.94,Cash,Completed,1/25/2013,1.0000/sh.,Communications
M&A,4/13/2017,MM CN,Mood Media Corp/CA,,624.1,Cash,Completed,7/4/2017,.1700/sh.,"Consumer, Cyclical"
M&A,2/14/2016,DIL NZ,Diligent Corp/Old,776341Z US,624,Cash,Completed,4/15/2016,624.0000 Mln,Communications
M&A,3/27/2013,ATL CN,Atlatsa Resources Corp,AAL LN,622.74,Cash,Completed,1/31/2014,6.0000/sh.,Basic Materials
M&A,7/17/2012,1192 HK,Titan Petrochemicals Group Ltd,IJAIMZ CH,621.97,Cash,Terminated,8/31/2012,.0250/sh.,Energy
M&A,5/30/2016,CU1 GR,CHORUS Clean Energy AG,CAP GR,621.85,Stock,Completed,10/20/2016,N/A,Energy
M&A,6/18/2015,RLC CN,Regal Lifestyle Communities Inc,,621.73,Cash,Completed,10/28/2015,12.0000/sh.,"Consumer, Non-cyclical"
M&A,4/28/2010,3404 JP,Mitsubishi Rayon Co Ltd,4188 JP,621.48,Stock,Completed,9/28/2010,N/A,"Consumer, Cyclical"
M&A,7/15/2013,TAYC US,Taylor Capital Group Inc,MBFI US,621.22,Cash and Stock,Completed,8/19/2014,4.0800/sh.,Financial
M&A,1/30/2011,PPD US,Pre-Paid Legal Services Inc,235627Z US,620.52,Cash,Completed,7/1/2011,66.5000/sh.,"Consumer, Non-cyclical"
M&A,12/11/2017,TOX AU,Tox Free Solutions Ltd,CWY AU,620.28,Cash,Pending,6/30/2018,3.4250/sh.,Industrial
M&A,3/16/2014,TGL CN,TransGlobe Energy Corp,CRCL LN,619.76,Stock,Terminated,4/14/2014,N/A,Energy
M&A,11/17/2010,NFDS LN,Northern Foods Ltd,GNC LN,617.79,Stock,Terminated,3/10/2011,N/A,"Consumer, Non-cyclical"
M&A,7/5/2011,1449779D US,Ameron International Corp,NOV US,617.4,Cash,Completed,10/6/2011,85.0000/sh.,Industrial
M&A,6/11/2014,FCBN US,First Citizens Bancorporation Inc,FCNCA US,616.6,Cash and Stock,Completed,10/1/2014,50.0000/sh.,Financial
M&A,3/31/2017,TRR US,TRC Cos Inc,161147Z US,615.79,Cash,Completed,6/22/2017,17.5500/sh.,Industrial
M&A,4/29/2016,1437361D US,TiVo Solutions Inc,ROVI US,612.2,Cash and Stock,Completed,9/8/2016,2.7500/sh.,"Consumer, Cyclical"
M&A,6/19/2012,AERL ID,Aer Lingus Group PLC,RYA ID,611.89,Cash,Terminated,2/27/2013,1.3000/sh.,"Consumer, Cyclical"
M&A,11/24/2010,SGW MK,Sunway Holdings Sdn Bhd,SWB MK,611.72,Cash and Stock,Completed,8/23/2011,2.6000/sh.,Diversified
M&A,11/28/2012,RTLX IT,Retalix Ltd,NCR US,611.54,Cash,Completed,2/10/2013,30.0000/sh.,Technology
M&A,7/27/2017,TOO US,Teekay Offshore Partners LP,BBU-U CN,610,Cash,Completed,9/25/2017,610.0000 Mln,Industrial
M&A,5/11/2015,TSRE US,Trade Street Residential Inc,IRT US,609.15,Cash and Stock,Completed,9/18/2015,3.8000/sh.,Financial
M&A,12/6/2010,VRGY US,Verigy Ltd,6857 JP,606.7,Cash,Completed,7/6/2011,15.0000/sh.,Technology
M&A,3/12/2015,SRCTQ US,Standard Register Co/The,1040944Z US,606.53,Cash,Completed,8/3/2015,306.7000 Mln,"Consumer, Non-cyclical"
M&A,5/28/2015,ISSI US,Integrated Silicon Solution Inc,CY US,605.83,Cash,Terminated,6/30/2015,22.6000/sh.,Technology
M&A,5/21/2015,EROC US,Eagle Rock Energy Partners LP,VNRSQ US,605.45,Stock,Completed,10/9/2015,N/A,Energy
M&A,2/25/2010,0174196D CN,Crew Gold Corp,CHMF RM,604.6,Cash,Terminated,4/1/2010,1.1000/sh.,Basic Materials
M&A,10/4/2010,POLGA US,AVINTIV Specialty Materials Inc,BX US,603.87,Cash,Completed,1/31/2011,15.3200/sh.,Industrial
M&A,8/18/2015,HILL US,Seagate Cloud Systems Inc,STX US,603.26,Cash,Completed,10/7/2015,9.7500/sh.,Technology
M&A,4/28/2016,TXTR US,Textura Corp,ORCL US,602.61,Cash,Completed,6/13/2016,26.0000/sh.,Communications
M&A,12/15/2014,ELT NO,Eltek ASA,2308 TT,601.35,Cash,Completed,4/23/2015,11.7500/sh.,Communications
M&A,12/10/2012,IN US,Intermec Inc,HON US,601.33,Cash,Completed,9/17/2013,10.0000/sh.,Industrial
M&A,3/10/2011,RCRC US,TOMY Holdings Inc,7867 JP,599.04,Cash,Completed,4/29/2011,27.9000/sh.,"Consumer, Cyclical"
M&A,9/15/2017,826 HK,Tiangong International Co Ltd,1542639D HK,597.85,Cash,Pending, ,.9000/sh.,Basic Materials
M&A,11/14/2017,MELK SS,Melker Schorling AB,1555848D DC,596.88,Cash,Pending,12/14/2017,569.0000/sh.,Financial
M&A,11/30/2015,IFSB SS,Industrial & Financial Systems,1071Z SS,596.7,Cash,Completed,11/30/2015,362.5000/sh.,Technology
M&A,8/16/2017,NEFF US,Neff Corp,URI US,596.11,Cash,Completed,10/2/2017,25.0000/sh.,"Consumer, Non-cyclical"
M&A,1/25/2012,WSX CN,Wild Stream Exploration Inc,CPG CN,595.9,Stock,Completed,3/16/2012,N/A,Energy
M&A,4/27/2017,CAM CN,Canam Group Inc,,595.62,Cash,Completed,7/6/2017,12.3000/sh.,Basic Materials
M&A,9/23/2013,GWAY US,Greenway Medical Technologies Inc,389272Z US,595.46,Cash,Completed,11/5/2013,20.3500/sh.,Technology
M&A,1/8/2015,KMR LN,Kenmare Resources PLC,ILU AU,594.72,Stock,Terminated,12/7/2015,N/A,Basic Materials
M&A,8/30/2012,FSR US,Flagstone Reinsurance Holdings SA,VR US,593.99,Cash and Stock,Completed,11/30/2012,2.0000/sh.,Financial
M&A,12/24/2010,PGW NZ,PGG Wrightson Ltd,GRO US,592.45,Cash,Completed,5/4/2011,.6000/sh.,"Consumer, Non-cyclical"
M&A,2/24/2014,SL SP,Singapore Land Ltd,UIC SP,589.91,Cash,Completed,8/25/2014,9.2000/sh.,Financial
M&A,5/29/2017,CCN US,CardConnect Corp,FDC US,588.58,Cash,Completed,7/7/2017,15.0000/sh.,"Consumer, Non-cyclical"
M&A,7/18/2011,ESG AU,Santos NSW Pty Ltd,STO AU,587.78,Stock,Completed,11/22/2011,N/A,Energy
M&A,3/17/2014,SGK US,Schawk Inc,MATW US,586.75,Cash and Stock,Completed,7/30/2014,11.8000/sh.,Technology
M&A,12/1/2010,EURX US,Eurand NV,4629351Z CN,586.51,Cash,Completed,3/2/2011,12.0000/sh.,"Consumer, Non-cyclical"
M&A,6/26/2014,ULTH US,Ulthera Inc,3135240Z GR,585.53,Cash,Completed,7/29/2014,600.0000 Mln,"Consumer, Non-cyclical"
M&A,4/29/2014,HZN AU,Horizon Oil Ltd,ROC AU,585.41,Stock,Terminated,8/5/2014,N/A,Energy
M&A,7/24/2014,CSS CN,Contrans Group Inc,TFII CN,585.37,Cash,Completed,12/11/2014,14.6000/sh.,Industrial
M&A,10/30/2017,AXY CN,Alterra Power Corp,INE CN,585.35,Cash or Stock,Pending,3/31/2018,8.2500/sh.,Energy
M&A,8/10/2015,NTLS US,NTELOS Holdings Corp,SHEN US,584.22,Cash,Completed,5/9/2016,9.2500/sh.,Communications
M&A,5/5/2014,AQA AU,Aquila Resources Ltd,,583.15,Cash,Completed,7/30/2014,3.4000/sh.,Basic Materials
M&A,9/30/2015,EZCH IT,EZchip Semiconductor Ltd,MLNX US,582.01,Cash,Completed,2/25/2016,25.5000/sh.,Communications
M&A,5/26/2014,BULL FP,Bull SA/France,ATO FP,581.49,Cash,Completed,12/16/2014,4.9000/sh.,Technology
M&A,3/10/2014,MONT US,Montage Technology Group Ltd,,578.16,Cash,Completed,11/20/2014,22.6000/sh.,Technology
M&A,10/2/2013,ACIN SW,Acino International AG,,577.95,Cash,Completed,9/17/2014,115.0000/sh.,"Consumer, Non-cyclical"
M&A,4/1/2010,0169996D CN,Comaplex Minerals Corp,AEM CN,577.59,Stock,Completed,7/13/2010,N/A,Basic Materials
M&A,11/4/2015,BIG SP,Biosensors International Group Ltd,1053125D CH,576.59,Cash or Stock,Completed,4/20/2016,.8400/sh.,"Consumer, Non-cyclical"
M&A,10/19/2011,1313814D CN,Rio Tinto Canada Uranium Corp,RIO LN,575.92,Cash,Completed,1/13/2012,4.7000/sh.,Basic Materials
M&A,7/6/2017,582 HK,Landing International Development Ltd,0837424D CH,575.65,Cash,Pending,7/27/2017,.0750/sh.,Industrial
M&A,11/21/2013,845 HK,Glorious Property Holdings Ltd,0334596D HK,575.55,Cash,Terminated,1/17/2014,1.8000/sh.,Financial
M&A,9/26/2013,ZOLT US,Zoltek Cos Inc,3402 JP,575.46,Cash,Completed,3/3/2014,16.7500/sh.,Basic Materials
M&A,6/20/2011,1281485D US,LSM Holdings LLC,CRS US,575.04,Stock,Completed,2/29/2012,N/A,Industrial
M&A,10/23/2014,DRIV US,Digital River Inc,8210273Z US,574.55,Cash,Completed,2/13/2015,26.0000/sh.,Technology
M&A,1/14/2013,1311483D CN,Hecla Quebec Inc,1294096D CN,574.28,Cash or Stock,Terminated,3/19/2013,4.6500/sh.,Basic Materials
M&A,10/18/2011,TARO US,Taro Pharmaceutical Industries Ltd,SUNP IN,573.13,Cash,Terminated,2/8/2013,39.5000/sh.,"Consumer, Non-cyclical"
M&A,8/29/2017,ARCX US,Arc Logistics Partners LP,,573.01,Cash,Completed,12/22/2017,16.5000/sh.,Energy
M&A,11/17/2010,GENP FP,Stallergenes SA,3094932Z SW,572.71,Cash,Completed,3/31/2011,59.0000/sh.,"Consumer, Non-cyclical"
M&A,11/27/2015,2233 HK,West China Cement Ltd,914 HK,572.45,Cash,Terminated,6/30/2016,1.6900/sh.,Industrial
M&A,7/24/2013,MFB US,Maidenform Brands LLC,HBI US,571.94,Cash,Completed,10/7/2013,23.5000/sh.,"Consumer, Cyclical"
M&A,11/21/2016,AMCC US,Applied Micro Circuits Corp,MTSI US,570.41,Cash and Stock,Completed,1/27/2017,3.2500/sh.,Technology
M&A,1/28/2011,8258 JP,Cedyna Financial Corp,8316 JP,569.8,Stock,Completed,4/26/2011,N/A,Financial
M&A,2/6/2012,SURW US,SureWest Communications/Old,CNSL US,569.69,Cash or Stock,Completed,7/3/2012,23.0000/sh.,Communications
M&A,11/28/2014,GLN CN,GLENTEL Inc,BCE CN,569.41,Cash or Stock,Completed,5/22/2015,26.5000/sh.,Communications
M&A,1/7/2016,CO US,China Cord Blood Corp,600682 CH,569.16,Cash and Stock,Terminated,9/1/2016,3264.0000 Mln,"Consumer, Non-cyclical"
M&A,12/20/2016,RDI US,Reading International Inc,,569.11,Cash,Pending, ,18.5000/sh.,"Consumer, Cyclical"
M&A,5/13/2013,ASIA US,AsiaInfo-Linkage Inc,,567.03,Cash,Completed,1/16/2014,12.0000/sh.,Communications
M&A,6/3/2014,PIR AU,Papillon Resources Ltd,BTO CN,566.69,Stock,Completed,10/7/2014,N/A,Basic Materials
M&A,8/26/2011,1313814D CN,Rio Tinto Canada Uranium Corp,CCO CN,565.86,Cash,Terminated,11/29/2011,4.5000/sh.,Basic Materials
M&A,5/3/2010,1482874D CN,Iteration Energy Ltd,CKE CN,565.43,Cash or Stock,Completed,7/6/2010,1.8300/sh.,Energy
M&A,9/29/2014,BSTM US,Bluestem Brands Inc,BGRP US,565,Cash,Completed,11/7/2014,565.0000 Mln,Communications
M&A,6/10/2015,RENN US,Renren Inc,,563.22,Cash,Pending, ,4.2000/sh.,Communications
M&A,7/30/2013,TSRX US,Trius Therapeutics LLC,CBST US,562.63,Cash,Completed,9/12/2013,13.5000/sh.,"Consumer, Non-cyclical"
M&A,8/14/2013,PRML3 BZ,Prumo Logistica SA,9774005Z US,562.26,Cash,Completed,10/14/2013,1.2000/sh.,Industrial
M&A,8/25/2015,DLC IM,MELCO Hydronics & IT Cooling SpA,6503 JP,560.7,Cash,Completed,12/23/2015,508.0000 Mln,Industrial
M&A,6/1/2015,PLUS LN,Plus500 Ltd,PTEC LN,559.7,Cash,Terminated,11/23/2015,4.0000/sh.,Financial
M&A,7/31/2015,CHW LN,Chime Communications Ltd,,559.36,Cash,Completed,10/19/2015,3.6500/sh.,"Consumer, Non-cyclical"
M&A,9/8/2011,CALP US,Caliper Life Sciences Inc,PKI US,557.17,Cash,Completed,11/8/2011,10.5000/sh.,"Consumer, Non-cyclical"
M&A,11/11/2014,HRZL US,Matson Alaska Inc,MATX US,557.09,Cash,Completed,6/1/2015,.7200/sh.,Industrial
M&A,2/10/2011,8763 JP,Fuji Fire And Marine Insurance Co Ltd/The,AIG US,557.06,Cash,Completed,7/29/2011,146.0000/sh.,Financial
M&A,4/30/2010,2059 JP,Unicharm Petcare Corp,8113 JP,557.01,Cash,Completed,7/27/2010,3825.0000/sh.,"Consumer, Non-cyclical"
M&A,3/29/2010,BELM US,Bell Microproducts Inc,AVT US,555.56,Cash,Completed,7/7/2010,7.0000/sh.,Industrial
M&A,9/14/2015,LWB PW,Lubelski Wegiel Bogdanka SA,ENA PW,555.47,Cash,Completed,10/22/2015,67.3900/sh.,Energy
M&A,5/23/2016,AIXA GR,AIXTRON SE,1404910D CH,554.25,Cash,Terminated,12/8/2016,6.0000/sh.,Technology
M&A,4/27/2011,1556530D US,LoopNet Inc,CSGP US,552.93,Cash and Stock,Completed,5/1/2012,16.5000/sh.,Financial
M&A,2/11/2014,RPL CN,Renegade Petroleum Ltd,SPE CN,552.27,Stock,Completed,4/10/2014,N/A,Energy
M&A,2/8/2016,LSG CN,Lake Shore Gold Corp,THO CN,551.88,Stock,Completed,4/8/2016,N/A,Basic Materials
M&A,5/12/2011,0905737D HK,Little Sheep Group Ltd,YUM US,551.11,Cash,Completed,2/3/2012,6.5000/sh.,"Consumer, Cyclical"
M&A,11/1/2017,SXE US,Southcross Energy Partners LP,AMID US,550.21,Stock,Pending,6/30/2018,N/A,Energy
M&A,6/17/2015,AIE LN,Anite Ltd,KEYS US,549.19,Cash,Completed,8/14/2015,1.2600/sh.,Technology
M&A,10/1/2014,RLD US,RealD Inc,0290875D US,548.03,Cash,Terminated,11/3/2014,12.0000/sh.,Technology
M&A,12/21/2015,LRE CN,Long Run Exploration Ltd,600856 CH,547.65,Cash,Completed,7/6/2016,.5200/sh.,Energy
M&A,7/7/2014,WTF AU,Wotif.com Holdings Ltd,EXPE US,547.52,Cash,Completed,11/18/2014,3.3000/sh.,Communications
M&A,10/16/2013,600027 CH,Huadian Power International Corp Ltd,HUADIZ CH,545.99,Cash,Completed,7/18/2014,2.8950 Mln,Utilities
M&A,8/26/2010,1556464D US,Wesco Financial Corp,BRK/A US,545.48,Cash or Stock,Completed,6/27/2011,385.0000/sh.,Financial
M&A,6/29/2012,1245147D LN,Allied Gold Mining Ltd,SBM AU,545.17,Cash and Stock,Completed,9/10/2012,1.0250/sh.,Basic Materials
M&A,11/24/2014,RNA US,Prosensa Holding NV,BMRN US,545.01,Cash,Completed,2/12/2015,17.7500/sh.,"Consumer, Non-cyclical"
M&A,4/30/2010,CLE LN,Climate Exchange PLC,ICE US,543.41,Cash,Completed,7/8/2010,7.5000/sh.,Financial
M&A,9/8/2011,DCH FP,Delachaux SA,,542.74,Cash,Completed,11/18/2011,82.0000/sh.,Industrial
M&A,9/27/2013,AR/ LN,Archipelago Resources Ltd,64735Z IJ,542.05,Cash,Completed,11/13/2013,.5800/sh.,Basic Materials
M&A,1/8/2010,2332 HK,Hutchison Telecommunications International Ltd,13 HK,541.46,Cash,Completed,5/25/2010,2.2000/sh.,Communications
