Deal Type,Announce Date,Target Ticker,Target Name,Acquirer Ticker,Announced Total Value (mil.),Payment Type,Deal Status,Completion/Termination Date,Cash Terms,Target Industry Sector
M&A,11/23/2015,PFE US,Pfizer Inc,AGN US,183831.5,Stock,Terminated,4/6/2016,N/A,"Consumer, Non-cyclical"
M&A,10/13/2015,ABI BB,Anheuser-Busch InBev SA/NV,ABIT BB,122966.08,Cash,Completed,10/10/2016,.4500/sh.,"Consumer, Non-cyclical"
M&A,10/22/2016,TWX US,Time Warner Inc,T US,107130.77,Cash and Stock,Pending,4/22/2018,53.7500/sh.,Communications
M&A,4/8/2015,BG/ LN,BG Group Ltd,RDSA LN,79308.49,Cash and Stock,Completed,2/15/2016,3.8300/sh.,Energy
M&A,5/26/2015,TWC US,Time Warner Cable Inc,9876540D US,79249.7,Cash and Stock,Completed,5/18/2016,100.0000/sh.,Communications
M&A,12/3/2017,AET US,Aetna Inc,CVS US,68660.48,Cash and Stock,Pending,12/31/2018,145.0000/sh.,"Consumer, Non-cyclical"
M&A,2/13/2014,TWC US,Time Warner Cable Inc,CMCSA US,68404.8,Stock,Terminated,4/24/2015,N/A,Communications
M&A,5/18/2014,1448062D US,DIRECTV,T US,66668.8,Cash and Stock,Completed,7/27/2015,28.5000/sh.,Communications
M&A,5/18/2016,MON US,Monsanto Co,BAYN GR,65695.72,Cash,Pending,1/31/2018,128.0000/sh.,Basic Materials
M&A,12/11/2015,DD US,EI du Pont de Nemours & Co,DWDP US,65603.12,Stock,Completed,9/1/2017,N/A,Basic Materials
M&A,11/17/2014,1284849D US,Allergan Inc/United States,AGN US,65024.28,Cash and Stock,Completed,3/17/2015,129.2200/sh.,"Consumer, Non-cyclical"
M&A,10/12/2015,EMC US,EMC Corp,1437308D US,63693.23,Cash,Completed,9/7/2016,24.0500/sh.,Technology
M&A,10/21/2016,RAI US,Reynolds American Inc,BATS LN,58735.52,Cash and Stock,Completed,7/25/2017,29.4400/sh.,"Consumer, Non-cyclical"
M&A,9/28/2015,WMB US,Williams Cos Inc/The,ETE US,58093.29,Cash or Stock,Terminated,6/29/2016,43.5000/sh.,Energy
M&A,3/25/2015,KRFT US,Kraft Foods Group Inc,HNZ US,55422.87,Cash and Stock,Completed,7/6/2015,16.5000/sh.,"Consumer, Non-cyclical"
M&A,7/8/2014,SHP LN,Shire PLC,ABBV US,54858.95,Cash and Stock,Terminated,10/20/2014,24.4400/sh.,"Consumer, Non-cyclical"
M&A,4/22/2014,1284849D US,Allergan Inc/United States,VRX CN,54214.43,Cash and Stock,Terminated,11/19/2014,72.0000/sh.,"Consumer, Non-cyclical"
M&A,11/21/2016,9876456D US,Energy Transfer LP,ETP US,50745.62,Stock,Completed,4/28/2017,N/A,Energy
M&A,7/24/2015,CI US,Cigna Corp,ANTM US,50382.29,Cash and Stock,Terminated,2/14/2017,103.4000/sh.,"Consumer, Non-cyclical"
M&A,8/10/2014,KMP US,Kinder Morgan Energy Partners LP,KMI US,48881.88,Cash and Stock,Completed,11/28/2014,10.7700/sh.,Energy
M&A,2/3/2016,SYNN SW,Syngenta AG,CHNCCZ CH,46311.73,Cash,Completed,1/8/2018,465.0000/sh.,Basic Materials
M&A,6/15/2014,COV US,Covidien Ltd,MDT US,46235.92,Cash and Stock,Completed,1/27/2015,35.1900/sh.,"Consumer, Non-cyclical"
M&A,10/27/2016,NXPI US,NXP Semiconductors NV,QCOM US,46046.23,Cash,Pending,1/12/2018,110.0000/sh.,Technology
M&A,2/7/2012,XTA LN,Xstrata Ltd,GLEN LN,43424.21,Stock,Completed,5/3/2013,N/A,Basic Materials
M&A,8/17/2010,POT CN,Potash Corp of Saskatchewan Inc,BHP AU,42967.84,Cash,Terminated,11/3/2010,130.0000/sh.,Basic Materials
M&A,9/6/2016,1539941D US,Spectra Energy Corp,ENB CN,42223.61,Stock,Completed,2/27/2017,N/A,Energy
M&A,1/9/2015,13 HK,Hutchison Whampoa Ltd,1 HK,41705.25,Stock,Completed,6/3/2015,N/A,Diversified
M&A,10/18/2017,ABE SM,Abertis Infraestructuras SA,HOT GR,41518.22,Cash or Stock,Pending, ,18.7600/sh.,"Consumer, Non-cyclical"
M&A,12/20/2016,LIN GR,Linde AG,PX US,41396.62,Stock,Pending,11/24/2017,N/A,Basic Materials
M&A,10/15/2012,0848680D US,Sprint Communications Inc,9984 JP,39739.41,Cash,Completed,7/11/2013,7.6500/sh.,Communications
M&A,11/17/2015,NSC US,Norfolk Southern Corp,CP CN,37959.02,Cash and Stock,Terminated,4/11/2016,32.8600/sh.,Industrial
M&A,4/15/2013,0848680D US,Sprint Communications Inc,DISH US,37723.42,Cash and Stock,Terminated,6/18/2013,4.7600/sh.,Communications
M&A,10/16/2011,EP US,El Paso LLC,KMI US,37572.46,Cash and Stock,Completed,5/25/2012,14.6500/sh.,Energy
M&A,11/17/2014,BHGE US,Baker Hughes a GE Co,HAL US,37525.65,Cash and Stock,Terminated,4/30/2016,19.0000/sh.,Energy
M&A,8/10/2015,PCP US,Precision Castparts Corp,BRK/A US,35657.61,Cash,Completed,2/1/2016,235.0000/sh.,Industrial
M&A,1/11/2016,BXLT US,Baxalta Inc,SHP LN,35563.4,Cash and Stock,Completed,6/3/2016,18.0000/sh.,"Consumer, Non-cyclical"
M&A,4/7/2014,LG FP,Lafarge SA,LHN SW,34833.75,Stock,Completed,7/7/2015,N/A,Industrial
M&A,5/15/2017,ABE SM,Abertis Infraestructuras SA,ATL IM,34388.44,Cash,Pending, ,16.5000/sh.,"Consumer, Non-cyclical"
M&A,7/21/2011,MHS US,Medco Health Solutions Inc,ESRX US,34321.55,Cash and Stock,Completed,4/2/2012,28.8000/sh.,"Consumer, Non-cyclical"
M&A,10/26/2014,9123456D US,Williams Partners LP/Old,WPZ US,33875.89,Stock,Completed,2/3/2015,N/A,Energy
M&A,10/31/2016,LVLT US,Level 3 Communications Inc,CTL US,33500.2,Cash and Stock,Completed,11/1/2017,26.5000/sh.,Communications
M&A,4/8/2015,PRGO US,Perrigo Co PLC,MYL US,32441.1,Cash and Stock,Terminated,11/13/2015,75.0000/sh.,"Consumer, Non-cyclical"
M&A,8/22/2017,762 HK,China Unicom Hong Kong Ltd,600050 CH,32059.15,Cash,Completed,11/28/2017,13.2400/sh.,Communications
M&A,3/8/2010,GGP US,GGP Inc,,30713.63,Cash,Completed,8/19/2010,10.0000/sh.,Financial
M&A,9/5/2017,COL US,Rockwell Collins Inc,UTX US,30174.06,Cash and Stock,Pending,9/30/2018,93.3300/sh.,Industrial
M&A,7/18/2016,ARM LN,ARM Holdings PLC,9984 JP,30124.56,Cash,Completed,9/6/2016,17.0000/sh.,Technology
M&A,4/28/2016,STJ US,St Jude Medical Inc,ABT US,30108.18,Cash and Stock,Completed,1/4/2017,46.7500/sh.,"Consumer, Non-cyclical"
M&A,5/28/2015,BRCM US,Broadcom Corp,1373183D US,29805.9,Cash or Stock,Completed,2/2/2016,54.5000/sh.,Technology
M&A,1/26/2017,ATLN SW,Actelion Ltd,JNJ US,29762.2,Cash,Completed,11/7/2017,280.0000/sh.,"Consumer, Non-cyclical"
M&A,7/3/2015,HUM US,Humana Inc,AET US,29423.56,Cash and Stock,Terminated,2/14/2017,125.0000/sh.,"Consumer, Non-cyclical"
M&A,7/1/2015,9876566D US,Chubb Corp/The,CB US,28985.65,Cash and Stock,Completed,1/15/2016,62.9300/sh.,Financial
M&A,1/25/2016,1436513D US,Johnson Controls Inc,JCI US,28667.27,Cash or Stock,Completed,9/6/2016,34.8800/sh.,"Consumer, Cyclical"
M&A,2/14/2013,HNZ US,Kraft Heinz Foods Co,,27403.3,Cash,Completed,6/10/2013,72.5000/sh.,"Consumer, Non-cyclical"
M&A,7/15/2014,LO US,Lorillard LLC,RAI US,26477.06,Cash and Stock,Completed,6/12/2015,50.5000/sh.,"Consumer, Non-cyclical"
M&A,1/13/2010,TELECOA1 MM,Carso Global Telecom SAB de CV,AMXL MM,25642.69,Stock,Completed,1/27/2011,N/A,Communications
M&A,1/10/2011,0961514D US,Progress Energy Inc,DUK US,25531.04,Stock,Completed,7/3/2012,N/A,Utilities
M&A,6/13/2016,LNKD US,LinkedIn Corp,MSFT US,24379.9,Cash,Completed,12/8/2016,196.0000/sh.,Communications
M&A,4/23/2017,BCR US,CR Bard Inc,BDX US,24119.17,Cash and Stock,Completed,12/29/2017,222.9300/sh.,"Consumer, Non-cyclical"
M&A,9/22/2011,5405 JP,Sumitomo Metal Industries Ltd,5401 JP,23791.69,Stock,Completed,9/26/2012,N/A,Basic Materials
M&A,8/9/2013,KPN NA,Koninklijke KPN NV,AMXL MM,22695.36,Cash,Terminated,10/16/2013,2.4000/sh.,Communications
M&A,12/9/2016,SKY LN,Sky PLC,FOXA US,22601.6,Cash,Pending,6/30/2018,10.7500/sh.,Communications
M&A,4/22/2010,0772031D US,Qwest Communications International Inc,CTL US,22161.55,Stock,Completed,4/1/2011,N/A,Communications
M&A,12/12/2017,WFD AU,Westfield Corp,UL NA,21863.74,Cash and Stock,Pending,6/30/2018,2.6700/sh.,Financial
M&A,2/5/2013,VMED US,Virgin Media Inc/Old,LBTYA US,21627.16,Cash and Stock,Completed,6/10/2013,17.5000/sh.,Communications
M&A,2/18/2014,FRX US,Forest Laboratories Inc,AGN US,20781.04,Cash and Stock,Completed,7/1/2014,26.0400/sh.,"Consumer, Non-cyclical"
M&A,3/9/2015,MAC US,Macerich Co/The,SPG US,20768.04,Cash and Stock,Terminated,3/31/2015,47.7500/sh.,Financial
M&A,11/28/2016,991 HK,Datang International Power Generation Co Ltd,CHDACZ CH,19797.29,Cash,Pending, ,3.5600/sh.,Utilities
M&A,3/4/2015,PCYC US,Pharmacyclics Inc,ABBV US,19776.89,Cash and Stock,Completed,5/27/2015,152.2500/sh.,"Consumer, Non-cyclical"
M&A,8/29/2010,GENZ US,Genzyme Corp,SAN FP,19641.43,Cash,Completed,4/11/2011,74.0000/sh.,"Consumer, Non-cyclical"
M&A,7/28/2013,OMC US,Omnicom Group Inc,PUB FP,19420.43,Stock,Terminated,5/8/2014,N/A,Communications
M&A,9/21/2011,GR US,Goodrich Corp,UTX US,17975.13,Cash,Completed,7/27/2012,127.5000/sh.,Industrial
M&A,12/14/2015,JAH US,Jarden Corp,NWL US,17933.78,Cash and Stock,Completed,4/18/2016,21.0000/sh.,"Consumer, Non-cyclical"
M&A,9/17/2015,CVC US,Cablevision Systems Corp,,17835.29,Cash,Completed,6/21/2016,34.9000/sh.,Communications
M&A,2/10/2017,MJN US,Mead Johnson Nutrition Co,RB/ LN,17809.81,Cash,Completed,6/15/2017,90.0000/sh.,"Consumer, Non-cyclical"
M&A,9/12/2016,AGU CN,Agrium Inc,NTR CN,17767.75,Stock,Completed,1/2/2018,N/A,Basic Materials
M&A,7/23/2012,NXY CN,Nexen Energy ULC,883 HK,17431.65,Cash,Completed,3/1/2013,27.5000/sh.,Energy
M&A,1/26/2015,RGP US,Regency Energy Partners LP,9876456D US,17429.94,Stock,Completed,4/30/2015,N/A,Energy
M&A,2/1/2017,OKS US,ONEOK Partners LP,OKE US,17377.65,Stock,Completed,7/3/2017,N/A,Energy
M&A,5/24/2011,TNLP4 BZ,Tele Norte Leste Participacoes SA,OIBR4 BZ,17237.61,Stock,Completed,4/9/2012,N/A,Communications
M&A,6/29/2012,GMODELOC MM,Grupo Modelo SAB de CV,ABI BB,17231.3,Cash,Completed,6/4/2013,9.1500/sh.,"Consumer, Non-cyclical"
M&A,8/18/2017,CPN US,Calpine Corp,,17132.7,Cash,Pending,3/31/2018,15.2500/sh.,Utilities
M&A,2/5/2015,HSP US,Hospira Inc,PFE US,16807.25,Cash,Completed,9/3/2015,90.0000/sh.,"Consumer, Non-cyclical"
M&A,10/29/2017,BHARTI IN,Bharti Airtel Ltd,1493Z IN,16661.22,Cash,Completed,11/3/2017,544.2000/sh.,Communications
M&A,1/16/2017,LUX IM,Luxottica Group SpA,EI FP,16608.75,Stock,Pending,12/31/2017,N/A,"Consumer, Cyclical"
M&A,1/31/2011,8394653Q US,Prologis,PLD US,16475.28,Stock,Completed,6/3/2011,N/A,Financial
M&A,2/5/2013,DELL US,Dell Inc,,16435.6,Cash,Completed,10/30/2013,13.7500/sh.,Technology
M&A,9/22/2014,SIAL US,Sigma-Aldrich Corp,MRK GR,16394.56,Cash,Completed,11/19/2015,140.0000/sh.,Basic Materials
M&A,7/14/2017,GLP SP,Global Logistic Properties Ltd,,16019.1,Cash,Pending,1/10/2018,3.3800/sh.,Financial
M&A,3/2/2015,FSL US,Freescale Semiconductor Ltd,NXPI US,15768.7,Cash and Stock,Completed,12/8/2015,6.2500/sh.,Technology
M&A,1/13/2014,BEAM US,Beam Suntory Inc,SUNTZ JP,15580.56,Cash,Completed,5/1/2014,83.5000/sh.,"Consumer, Non-cyclical"
M&A,4/15/2013,1255459D US,Life Technologies Corp,TMO US,15402.34,Cash,Completed,2/4/2014,76.1312/sh.,"Consumer, Non-cyclical"
M&A,3/14/2016,HOT US,Starwood Hotels & Resorts Worldwide LLC,,15290.99,Cash,Terminated,3/31/2016,82.7500/sh.,"Consumer, Cyclical"
M&A,10/14/2015,DWNI GR,Deutsche Wohnen SE,VNA GR,15232.62,Cash and Stock,Terminated,2/10/2016,7.5582/sh.,Financial
M&A,11/16/2015,HOT US,Starwood Hotels & Resorts Worldwide LLC,MAR US,15158.57,Cash and Stock,Completed,9/23/2016,21.0000/sh.,"Consumer, Cyclical"
M&A,8/26/2015,CAM US,Cameron International Corp,SLB US,15154.2,Cash and Stock,Completed,4/4/2016,14.4400/sh.,Energy
M&A,7/15/2011,0167866D US,Petrohawk Energy Corp,BHP AU,14887.12,Cash,Completed,8/26/2011,38.7500/sh.,Energy
M&A,7/31/2017,SNI US,Scripps Networks Interactive Inc,DISCA US,14686,Cash and Stock,Pending,3/31/2018,63.0000/sh.,Communications
M&A,10/27/2015,RAD US,Rite Aid Corp,WBA US,14615.65,Cash,Terminated,6/29/2017,7.0000/sh.,"Consumer, Cyclical"
M&A,6/1/2015,1541931D US,Altera Corp,INTC US,14354.62,Cash,Completed,12/29/2015,54.0000/sh.,Technology
M&A,10/21/2015,SNDK US,SanDisk Corp,WDC US,14291.65,Cash and Stock,Completed,5/13/2016,67.5000/sh.,Technology
M&A,6/28/2011,PCAR4 BZ,Cia Brasileira de Distribuicao,9283106Z BZ,14275.48,Stock,Terminated,7/12/2011,N/A,"Consumer, Non-cyclical"
M&A,3/13/2017,MBBYF US,Mobileye NV,INTC US,14131.97,Cash,Pending,9/1/2017,63.5400/sh.,"Consumer, Cyclical"
M&A,5/13/2015,WPZ US,Williams Partners LP,WMB US,14129.35,Stock,Terminated,9/28/2015,N/A,Energy
M&A,12/7/2015,GMCR US,Keurig Green Mountain Inc,,14065.46,Cash,Completed,3/4/2016,92.0000/sh.,"Consumer, Non-cyclical"
M&A,2/23/2016,LSE LN,London Stock Exchange Group PLC,DB1 GR,13809.84,Stock,Terminated,3/29/2017,N/A,Financial
M&A,5/13/2015,PLL US,Pall Corp,DHR US,13779.46,Cash,Completed,8/31/2015,127.2000/sh.,Industrial
M&A,8/22/2016,MDVN US,Medivation Inc,PFE US,13694.62,Cash,Completed,9/29/2016,81.5000/sh.,"Consumer, Non-cyclical"
M&A,7/13/2015,MWE US,MarkWest Energy Partners LP,MPLX US,13687.32,Cash and Stock,Completed,12/4/2015,6.2000/sh.,Energy
M&A,6/16/2017,WFM US,Whole Foods Market Inc,AMZN US,13605.36,Cash,Completed,8/29/2017,42.0000/sh.,"Consumer, Non-cyclical"
M&A,2/22/2015,SLXP US,Salix Pharmaceuticals Ltd,VRX CN,13413.26,Cash,Completed,4/2/2015,173.0000/sh.,"Consumer, Non-cyclical"
M&A,11/17/2015,ARG US,Airgas Inc,AI FP,13246.56,Cash,Completed,5/23/2016,143.0000/sh.,Basic Materials
M&A,3/30/2015,CCT CN,Catamaran Corp,UNH US,13226.57,Cash,Completed,7/28/2015,61.5000/sh.,"Consumer, Non-cyclical"
M&A,6/15/2010,SKY LN,Sky PLC,FOXA US,13150.48,Cash,Terminated,7/13/2011,7.0000/sh.,Communications
M&A,7/15/2013,1284913D CN,Shoppers Drug Mart Corp,L CN,13013.65,Cash or Stock,Completed,4/1/2014,61.5400/sh.,"Consumer, Cyclical"
M&A,12/16/2014,TLM CN,Repsol Oil & Gas Canada Inc,REP SM,12949.33,Cash,Completed,5/11/2015,8.0000/sh.,Energy
M&A,7/10/2014,TRW US,ZF TRW Automotive Holdings Corp,1003Z GR,12857.3,Cash,Completed,5/15/2015,105.6000/sh.,"Consumer, Cyclical"
M&A,4/2/2012,AVP US,Avon Products Inc,COTY US,12854.35,Cash,Terminated,5/14/2012,24.7500/sh.,"Consumer, Non-cyclical"
M&A,4/16/2013,ETE GA,National Bank of Greece SA,HFSF GA,12852.55,Cash,Completed,6/27/2013,9756.0000 Mln,Financial
M&A,5/21/2012,CBE US,Cooper Industries PLC,ETN US,12846.14,Cash and Stock,Completed,12/3/2012,39.1500/sh.,Industrial
M&A,7/26/2016,LLTC US,Linear Technology Corp,ADI US,12813.78,Cash and Stock,Completed,3/13/2017,46.0000/sh.,Technology
M&A,11/15/2012,FNN SP,Fraser and Neave Ltd,,12684.98,Cash,Terminated,1/21/2013,9.0800/sh.,"Consumer, Non-cyclical"
M&A,5/3/2016,IMS US,IMS Health Holdings Inc,IQV US,12559.44,Stock,Completed,10/3/2016,N/A,Technology
M&A,3/11/2015,SLXP US,Salix Pharmaceuticals Ltd,ENDP US,12411.46,Cash and Stock,Terminated,3/16/2015,45.0000/sh.,"Consumer, Non-cyclical"
M&A,7/7/2016,WWAV US,WhiteWave Foods Co/The,BN FP,12349.07,Cash,Completed,4/12/2017,56.2500/sh.,"Consumer, Non-cyclical"
M&A,2/21/2010,SII US,Smith International Inc,SLB US,12342.48,Stock,Completed,8/30/2010,N/A,Energy
M&A,2/16/2016,1566019D US,ADT Corp/The,APO US,12303.8,Cash,Completed,5/2/2016,42.0000/sh.,"Consumer, Non-cyclical"
M&A,10/9/2014,CIMB MK,CIMB Group Holdings Bhd,RHBBANK MK,12276.84,Stock,Terminated,1/14/2015,N/A,Financial
M&A,4/30/2014,POM US,Pepco Holdings LLC,EXC US,12184.67,Cash,Completed,3/24/2016,27.2500/sh.,Utilities
M&A,12/15/2010,ACL US,Alcon Inc,NOVN SW,12179.27,Cash and Stock,Completed,4/11/2011,8.2000/sh.,"Consumer, Non-cyclical"
M&A,10/5/2014,CFN US,CareFusion Corp,BDX US,12153.92,Cash and Stock,Completed,3/17/2015,49.0000/sh.,"Consumer, Non-cyclical"
M&A,8/26/2014,THI CN,Tim Hortons Inc,BKW US,12112.26,Cash and Stock,Completed,12/15/2014,65.5000/sh.,"Consumer, Cyclical"
M&A,3/17/2016,CPGX US,Columbia Pipeline Group Inc,TRP CN,12026.25,Cash,Completed,7/1/2016,25.5000/sh.,Energy
M&A,7/15/2011,CLX US,Clorox Co/The,IEP US,11979.11,Cash,Terminated,9/23/2011,80.0000/sh.,"Consumer, Non-cyclical"
M&A,8/24/2015,GAS US,Southern Co Gas,SO US,11936.79,Cash,Completed,7/1/2016,66.0000/sh.,Utilities
M&A,9/26/2017,UN01 GR,Uniper SE,FORTUM FH,11531.18,Cash,Pending, ,22.0000/sh.,Utilities
M&A,6/24/2015,DELB BB,Delhaize Group SCA,AD NA,11473.42,Stock,Completed,7/25/2016,N/A,"Consumer, Non-cyclical"
M&A,11/8/2015,PCL US,Plum Creek Timber Co Inc,WY US,11406,Stock,Completed,2/22/2016,N/A,Financial
M&A,11/3/2015,NGLS US,Targa Resources Partners LP,TRGP US,11378.48,Stock,Completed,2/17/2016,N/A,Energy
M&A,8/9/2017,WPG LN,Worldpay Group PLC,VNTV US,11298.12,Cash and Stock,Pending,1/16/2018,.5500/sh.,Financial
M&A,4/15/2015,ALU FP,Alcatel-Lucent SA,NOKIA FH,11297.11,Stock,Completed,6/17/2016,N/A,Communications
M&A,5/21/2015,OCR US,Omnicare Inc,CVS US,11294.46,Cash,Completed,8/18/2015,98.0000/sh.,"Consumer, Non-cyclical"
M&A,4/1/2011,NYX US,NYSE Euronext,,11273.88,Cash and Stock,Terminated,5/16/2011,14.2400/sh.,Financial
M&A,3/20/2016,VAL US,Valspar Corp/The,SHW US,11205.54,Cash,Completed,6/1/2017,113.0000/sh.,Basic Materials
M&A,6/24/2013,KD8 GR,Kabel Deutschland Holding AG,VOD LN,11185.66,Cash,Completed,10/14/2013,84.5000/sh.,Communications
M&A,12/15/2010,INTU LN,Intu Properties PLC,SPG US,11150.24,Cash,Terminated,1/11/2011,4.2500/sh.,Financial
M&A,1/27/2014,ZIGGO NA,Ziggo Holding BV,LBTYA US,11080.59,Cash and Stock,Completed,12/22/2014,11.0000/sh.,Communications
M&A,2/9/2016,ITC US,ITC Holdings Corp,FTS CN,11057.07,Cash and Stock,Completed,10/14/2016,22.5700/sh.,Utilities
M&A,6/30/2010,PLZL RM,Polyus PJSC,PGIL LN,11040.44,Stock,Terminated,10/27/2010,N/A,Basic Materials
M&A,4/23/2013,TPEIR GA,Piraeus Bank SA,HFSF GA,10966.97,Cash,Completed,6/25/2013,8429.0000 Mln,Financial
M&A,10/21/2015,KLAC US,KLA-Tencor Corp,LRCX US,10957.42,Cash and Stock,Terminated,10/5/2016,32.0000/sh.,Technology
M&A,9/8/2015,OSH AU,Oil Search Ltd,WPL AU,10957.08,Stock,Terminated,12/7/2015,N/A,Energy
M&A,5/26/2015,000830 KS,Samsung C&T Corp/Old,028260 KS,10938.23,Stock,Completed,9/15/2015,N/A,"Consumer, Cyclical"
M&A,12/6/2017,INTU LN,Intu Properties PLC,HMSO LN,10892.62,Stock,Pending,12/31/2018,N/A,Financial
M&A,8/10/2014,KMR US,Kinder Morgan Management LLC,KMI US,10680.7,Stock,Completed,11/28/2014,N/A,Energy
M&A,11/21/2011,VRUS US,Gilead Pharmasset LLC,GILD US,10605.88,Cash,Completed,1/18/2012,137.0000/sh.,"Consumer, Non-cyclical"
M&A,1/4/2010,ACL US,Alcon Inc,NOVN SW,10567.14,Stock,Terminated,4/20/2010,N/A,"Consumer, Non-cyclical"
M&A,10/30/2017,DYN US,Dynegy Inc,VST US,10515.44,Stock,Pending,6/30/2018,N/A,Utilities
M&A,3/25/2013,DELL US,Dell Inc,IEP US,10379.77,Cash,Terminated,9/9/2013,15.0000/sh.,Technology
M&A,5/29/2013,NVE US,NV Energy Inc,BRK/A US,10365.59,Cash,Completed,12/20/2013,23.7500/sh.,Utilities
M&A,9/4/2015,1500785D US,TECO Energy Inc,EMA CN,10361.49,Cash,Completed,7/1/2016,27.5500/sh.,Utilities
M&A,12/20/2012,NYX US,NYSE Euronext,ICE US,10310.43,Cash or Stock,Completed,11/13/2013,33.1200/sh.,Financial
M&A,8/18/2011,AU/ LN,Autonomy Corp Ltd,HPQ US,10296.09,Cash,Completed,11/14/2011,25.5000/sh.,Technology
M&A,8/10/2014,EPB US,El Paso Pipeline Partners LP,KMI US,10275.56,Cash and Stock,Completed,11/28/2014,4.6500/sh.,Energy
M&A,3/24/2015,688 HK,China Overseas Land & Investment Ltd,601668 CH,10254.53,Cash,Completed,5/18/2015,25.3800/sh.,Financial
M&A,12/1/2014,GFJ GR,GAGFAH SA,VNA GR,10215.59,Cash and Stock,Completed,3/11/2015,8.7514/sh.,Financial
M&A,1/18/2013,OCIC EY,Orascom Construction Industries Co SAE,OCI NA,10205.1,Cash or Stock,Completed,7/28/2013,255.0000/sh.,Industrial
M&A,12/5/2012,PXP US,Plains Exploration & Production Co,FCX US,10172.9,Cash and Stock,Completed,5/31/2013,25.0000/sh.,Energy
M&A,3/29/2012,IPR LN,International Power Ltd,ENGI FP,10170.95,Cash,Completed,7/2/2012,4.1800/sh.,Utilities
M&A,4/28/2011,CEG US,Constellation Energy Group Inc,EXC US,10165.27,Stock,Completed,3/13/2012,N/A,Utilities
M&A,10/14/2015,MDC SJ,Mediclinic International Ltd,MDC LN,10161.62,Stock,Completed,2/15/2016,N/A,"Consumer, Non-cyclical"
M&A,8/28/2017,KITE US,Kite Pharma Inc,GILD US,10104.62,Cash,Completed,10/4/2017,180.0000/sh.,"Consumer, Non-cyclical"
M&A,4/12/2013,DE NA,DE Master Blenders 1753 NV,1074556D LX,10075.46,Cash,Completed,10/29/2013,12.5000/sh.,"Consumer, Non-cyclical"
M&A,6/3/2016,NRF US,NorthStar Realty Finance Corp,CLNS US,10054.93,Stock,Completed,1/11/2017,N/A,Financial
M&A,5/22/2017,HUN US,Huntsman Corp,CLN SW,9984.68,Stock,Terminated,10/27/2017,N/A,Basic Materials
M&A,2/10/2016,MEDAA SS,Meda AB,MYL US,9974.78,Cash or Stock,Completed,8/24/2016,165.0000/sh.,"Consumer, Non-cyclical"
M&A,6/17/2015,QIHU US,Qihoo 360 Technology Co Ltd,,9958.2,Cash,Completed,7/18/2016,77.0000/sh.,Communications
M&A,7/29/2014,CORA NA,Corio NV,LI FP,9874.71,Stock,Completed,4/1/2015,N/A,Financial
M&A,10/23/2013,COLE US,Cole Real Estate Investment Inc,VER US,9846.45,Cash or Stock,Completed,2/7/2014,13.8200/sh.,Financial
M&A,3/20/2013,COLE US,Cole Real Estate Investment Inc,VER US,9822.24,Cash or Stock,Terminated,4/11/2013,12.5000/sh.,Financial
M&A,12/5/2016,DUE AU,DUET Group,,9781.7,Cash,Completed,5/17/2017,3.0000/sh.,Utilities
M&A,3/21/2016,IHS US,IHS Inc,INFO US,9773.81,Stock,Completed,7/13/2016,N/A,Technology
M&A,8/18/2014,FDO US,Family Dollar Stores Inc,DG US,9721.49,Cash,Terminated,1/30/2015,80.0000/sh.,"Consumer, Cyclical"
M&A,1/26/2015,MWV US,WestRock MWV LLC,RKT US,9712.62,Stock,Completed,7/2/2015,N/A,Industrial
M&A,4/28/2016,MDVN US,Medivation Inc,SAN FP,9707.77,Cash,Terminated,9/28/2016,58.0000/sh.,"Consumer, Non-cyclical"
M&A,7/25/2014,,"Sky Deutschland AG,Sky Italia-Srl",SKY LN,9701.49,Cash,Completed,11/12/2014,4970.0000 Mln,Communications
M&A,10/3/2016,CAB US,Cabela's Inc,1270428Z US,9601.7,Cash,Completed,9/26/2017,61.5000/sh.,"Consumer, Cyclical"
M&A,2/15/2011,NYX US,NYSE Euronext,DB1 GR,9532.29,Stock,Terminated,2/1/2012,N/A,Financial
M&A,1/16/2017,LUX IM,Luxottica Group SpA,EI FP,9507.64,Stock,Pending,12/31/2017,N/A,"Consumer, Cyclical"
M&A,1/8/2013,CLWR US,Clearwire Corp,DISH US,9506.62,Cash,Terminated,6/26/2013,4.4000/sh.,Communications
M&A,3/15/2016,AIO AU,Asciano Ltd,,9405.78,Cash,Completed,8/26/2016,9.1500/sh.,Industrial
M&A,6/16/2011,SUG US,Southern Union Co,ETE US,9330.59,Cash or Stock,Completed,3/27/2012,44.2500/sh.,Utilities
M&A,10/30/2017,CAA US,CalAtlantic Group Inc,LEN US,9248.3,Cash or Stock,Pending,3/31/2018,48.2600/sh.,"Consumer, Cyclical"
M&A,6/23/2011,SUG US,Southern Union Co,WMB US,9246.11,Cash,Terminated,7/19/2011,44.0000/sh.,Utilities
M&A,3/14/2011,LZ US,Lubrizol Corp/The,BRK/A US,9217.58,Cash,Completed,9/19/2011,135.0000/sh.,Basic Materials
M&A,2/11/2010,AYE US,Allegheny Energy Inc,FE US,9216.11,Stock,Completed,2/28/2011,N/A,Utilities
M&A,8/24/2010,8403 JP,Sumitomo Mitsui Trust Bank Ltd,8309 JP,9200.26,Stock,Completed,3/29/2011,N/A,Financial
M&A,9/18/2017,OA US,Orbital ATK Inc,NOC US,9168.25,Cash,Pending,6/30/2018,134.5000/sh.,Industrial
