Quarter,Date,Time,Unknown,EPS,Est EPS,Date F,Est EPS diff,Est EPS diff percentage,Price,Price Return lag4,t+1 - t,t - t-1,t+1 - t-1,Action ID,Target Ticker,Payment Type,Target Industry Sector,Cash Terms,Return Used,Spread,t+1 - t Price,t+1 - t Spread,t - t-1 Price,t - t-1 Spread,Delta Spread,Delta Spread percentage
2011:Q2,8/3/2011,16:15,0.1073,0.11,0.102,2011-08-03,0.008,0.078431372549,8.435,-0.709219858156,-0.533491404861,-0.177514792899,-0.710059171598,55997892,APAC US,Cash,Communications,8.55,-0.533491404861,0.0136336692353,8.39,0.0190703218117,8.45,0.0118343195266,0.00543665257635,0.398766647665
2013:Q3,11/21/2013,7:30,0.2214,0.18,0.364,2013-11-21,-0.184,-0.505494505495,59.2,0.0,0.0844594594595,-0.252737994945,-0.16849199663,83199924,AOIL SS,Cash,Energy,60.0,-0.252737994945,0.0135135135135,59.25,0.0126582278481,59.35,0.010951979781,0.00256153373255,0.233887733888
2017:Q2,8/9/2017,14:35,-0.1841,-0.2245,0.283,2017-08-09,-0.5075,-1.79328621908,21.76,0.276497695853,-0.0459558823529,0.184162062615,0.138121546961,144302863,AMRI US,Cash,"Consumer, Non-cyclical",21.75,0.184162062615,-0.000459558823529,21.75,0.0,21.72,0.00138121546961,-0.00184077429314,-1.33272058824
2014:Q3,11/4/2014,8:30,0.04,0.04,0.065,2014-11-04,-0.025,-0.384615384615,26.41,7.38636363636,0.0757288905717,-0.0756715853197,0.0,98203284,AMRE US,Cash,Financial,26.55,-0.0756715853197,0.00530102234002,26.43,0.00454029511918,26.43,0.00454029511918,0.00076072722084,0.16755017039
2011:Q1,5/3/2011,16:05,0.27,0.33,0.304,2011-05-03,0.026,0.0855263157895,29.47,0.745762711864,0.916185951815,-0.304465493911,0.608930987821,53567776,AMMD US,Cash,"Consumer, Non-cyclical",30.0,0.916185951815,0.017984390906,29.74,0.00874243443174,29.56,0.0148849797023,-0.00924195647426,-0.513887655277
2012:Q2,8/3/2012,,-0.46,-0.46,-0.459,2012-08-03,-0.001,-0.00217864923747,30.95,0.129198966408,-0.032310177706,-0.0322997416021,-0.0645994832041,65969258,AMLN US,Cash,"Consumer, Non-cyclical",31.0,-0.0645994832041,0.0016155088853,30.94,0.00193923723335,30.96,0.00129198966408,0.000323728348056,0.200387847447
2012:A,3/28/2013,9:52,-0.4483,-0.443,0.885,2013-03-28,-1.328,-1.50056497175,31.62,0.0950570342205,0.0316255534472,0.0316355583676,0.0632711167352,69598780,AMIL3 BZ,Cash,"Consumer, Non-cyclical",31.8,0.0316355583676,0.00569259962049,31.63,0.00537464432501,31.61,0.00601075608984,-0.000318156469352,-0.0529311894537
2012:Q3,11/14/2012,Aft-mkt,-0.6325,-0.632,0.14,2012-11-14,-0.772,-5.51428571429,30.55,0.295566502463,-0.229132569558,0.0,-0.229132569558,69598780,AMIL3 BZ,Cash,"Consumer, Non-cyclical",31.8,-0.229132569558,0.0409165302782,30.48,0.0433070866142,30.55,0.0409165302782,0.00239055633594,0.0584251968504
2014:S1,7/21/2014,10:50,0.1721,0.14,0.139,2014-07-21,0.001,0.00719424460432,4.49,0.890868596882,0.22271714922,-0.222222222222,0.0,92067971,ALZ AU,Cash,Financial,4.48,-0.222222222222,-0.0022271714922,4.5,-0.00444444444444,4.5,-0.00444444444444,0.00221727295224,-0.498886414254
2017:Q2,8/3/2017,6:41,-0.6065,0.09,0.39,2017-08-03,-0.3,-0.769230769231,49.71,-1.92842942346,-0.623616978475,-1.48632580262,-2.10067380103,119831439,ALR US,Cash,"Consumer, Non-cyclical",51.0,-1.48632580262,0.0259505129753,49.4,0.0323886639676,50.46,0.0107015457788,0.0152489671964,1.42493126802
2017:Q1,6/14/2017,16:09,-0.3746,0.4,0.483,2017-06-14,-0.083,-0.171842650104,49.95,0.440176070428,0.46046046046,0.0200240288346,0.48057669203,119831439,ALR US,Cash,"Consumer, Non-cyclical",51.0,0.46046046046,0.021021021021,50.18,0.0163411717816,49.94,0.0212254705647,-0.00467984923943,-0.222627113819
2016:Q4,5/22/2017,9:16,-1.0507,-1.0323,0.516,2017-05-22,-1.5483,-3.00058139535,48.62,3.01815111862,0.473056355409,2.40101095198,2.88542544229,119831439,ALR US,Cash,"Consumer, Non-cyclical",51.0,2.40101095198,0.048951048951,48.85,0.0440122824974,47.48,0.0741364785173,-0.0251854295662,-0.339717101081
2016:Q3,11/4/2016,9:54,0.2717,0.46,0.515,2016-11-04,-0.055,-0.106796116505,36.1,-19.5016987542,-0.997229916898,-14.5157470992,-15.3682216434,119831439,ALR US,Cash,"Consumer, Non-cyclical",51.0,-14.5157470992,0.412742382271,35.74,0.426972579743,42.23,0.207672270897,0.205070111374,0.987469874951
2016:Q2,9/6/2016,6:04,-0.44,0.43,0.602,2016-09-06,-0.172,-0.285714285714,40.07,10.0156087409,5.69004242575,2.40224891388,8.228980322,119831439,ALR US,Cash,"Consumer, Non-cyclical",51.0,2.40224891388,0.272772647866,42.35,0.204250295159,39.13,0.303347814976,-0.0305751671095,-0.100792442207
2016:Q1,8/17/2016,6:15,0.0287,0.5054,0.57,2016-08-17,-0.0646,-0.113333333333,40.56,1.27627627628,-0.86291913215,0.371195248701,-0.494926998268,119831439,ALR US,Cash,"Consumer, Non-cyclical",51.0,0.371195248701,0.257396449704,40.21,0.268341208655,40.41,0.262063845583,-0.00466739587863,-0.0178101480128
2015:Q4,8/8/2016,6:22,-0.2175,0.6948,0.59,2016-08-08,0.1048,0.177627118644,38.5,6.54584798485,2.0,2.77629471436,4.83182060865,119831439,ALR US,Cash,"Consumer, Non-cyclical",51.0,2.77629471436,0.324675324675,39.27,0.298701298701,37.46,0.361452215697,-0.0367768910214,-0.101747587715
2013:A,2/5/2014,,-5.06,-7.667,0.467,2014-02-05,-8.134,-17.4175588865,359.9,0.138888888889,0.0277854959711,0.0277932184547,0.0555864369094,84194804,ALGETA NO,Cash,"Consumer, Non-cyclical",362.0,0.0555864369094,0.00583495415393,360.0,0.00555555555556,359.8,0.00611450806003,-0.000279398598376,-0.0478835978836
2012:Q4,3/14/2013,16:11,-0.11,-0.11,-0.02,2013-03-14,-0.09,-4.5,11.89,-0.168208578638,0.0,0.0,0.0,74415155,ALC US,Cash,"Consumer, Non-cyclical",12.0,0.0,0.00925147182506,11.89,0.00925147182506,11.89,0.00925147182506,0.0,0.0
2017:Q3,11/1/2017,,0.0165,0.0466,0.218,2017-11-01,-0.1714,-0.78623853211,32.54,2.18865598027,2.18192993239,-0.0921093030396,2.0878108689,143560206,AKRX US,Cash,"Consumer, Non-cyclical",34.0,2.0878108689,0.0448678549478,33.25,0.0225563909774,32.57,0.0439054344489,-0.0223114639703,-0.497270573695
2017:Q2,7/31/2017,17:13,0.0373,0.0917,0.397,2017-07-31,-0.3053,-0.769017632242,33.62,-0.357142857143,-0.505651397977,-0.0297353553375,-0.535236396075,143560206,AKRX US,Cash,"Consumer, Non-cyclical",34.0,-0.505651397977,0.0113027959548,33.45,0.01644245142,33.63,0.0110020814749,0.00513965546524,0.454724254583
2017:Q1,5/4/2017,7:33,0.3319,0.49,0.417,2017-05-04,0.073,0.175059952038,33.1,-1.19420809076,-0.0604229607251,-0.12070006035,-0.181050090525,143560206,AKRX US,Cash,"Consumer, Non-cyclical",34.0,-0.12070006035,0.0271903323263,33.08,0.0278113663845,33.14,0.0259505129753,0.00123981935103,0.0477762945268
2016:Q3,11/8/2016,7:30,-0.0332,-0.04,-0.011,2016-11-08,-0.029,-2.63636363636,4.709,1.44050104384,-0.403482692716,-2.50517598344,-2.89855072464,123307754,AIXA GR,Cash,Technology,6.0,-2.50517598344,0.274155871735,4.69,0.279317697228,4.83,0.242236024845,0.0319198468903,0.131771675624
2016:Q2,8/11/2016,7:57,-0.0984,-0.09,-0.074,2016-08-11,-0.016,-0.216216216216,5.586,-1.83830091023,-1.03831006087,-0.604982206406,-1.63701067616,123307754,AIXA GR,Cash,Technology,6.0,-0.604982206406,0.0741138560687,5.528,0.0853835021708,5.62,0.067615658363,0.00649819770575,0.096104923964
2015:A,7/1/2015,7:00,0.0418,0.062,0.056,2015-07-01,0.006,0.107142857143,127.0,-0.986193293886,0.0,0.0,0.0,108360486,AIE LN,Cash,Technology,1.26,0.0,-0.990078740157,127.0,-0.990078740157,127.0,-0.990078740157,0.0,-0.0
2017:Q3,11/1/2017,18:15,-0.0809,-0.056,-0.02,2017-11-01,-0.036,-1.8,9.69,-7.1283095723,2.99277605779,-0.308641975309,2.67489711934,126871050,AHP US,Cash,Financial,23.65,2.99277605779,1.44066047472,9.98,1.36973947896,9.72,1.43312757202,-0.0709209957583,-0.0492281123852
2017:Q2,8/2/2017,16:15,0.0285,-0.09,0.16,2017-08-02,-0.25,-1.5625,10.29,-2.99227799228,-5.05344995141,-2.37191650854,-7.3055028463,126871050,AHP US,Cash,Financial,23.65,-5.05344995141,1.29834791059,9.77,1.42067553736,10.54,1.24383301708,0.122327626766,0.0942179101367
2017:Q1,5/3/2017,16:15,0.0803,0.0359,0.01,2017-05-03,0.0259,2.59,10.88,-3.25581395349,-4.31985294118,1.02135561746,-3.3426183844,126871050,AHP US,Cash,Financial,23.65,-4.31985294118,1.17371323529,10.41,1.27185398655,10.77,1.19591457753,0.0981407512573,0.0836156126609
2016:Q4,2/22/2017,16:15,0.0729,0.0798,-0.035,2017-02-22,0.1148,3.28,13.46,-1.94174757282,0.074294205052,0.223380491437,0.297840655249,126871050,AHP US,Cash,Financial,23.65,0.074294205052,0.75705794948,13.47,0.755753526355,13.43,0.760982874162,-0.00130442312508,-0.00172301621821
2016:Q3,11/2/2016,16:15,-0.1357,-0.1024,0.065,2016-11-02,-0.1674,-2.57538461538,12.35,-3.00925925926,0.323886639676,-1.51515151515,-1.1961722488,126871050,AHP US,Cash,Financial,23.65,0.323886639676,0.914979757085,12.39,0.908797417272,12.54,0.885964912281,-0.00618233981303,-0.00675680501689
2016:Q2,8/3/2016,16:50,-0.0648,-0.0558,0.3,2016-08-03,-0.3558,-1.186,14.9,6.88042752171,6.44295302013,1.29163834126,7.81781101292,126871050,AHP US,Cash,Financial,23.65,6.44295302013,0.587248322148,15.86,0.491172761665,14.71,0.607749830048,-0.0960755604831,-0.163602954423
2012:S1,8/23/2012,7:00,0.0282,0.048,0.044,2012-08-23,0.004,0.0909090909091,237.3,0.0842815002107,0.0842815002107,0.0421585160203,0.126475548061,66338816,AGS LN,Cash,Communications,2.4,0.0421585160203,-0.989886219975,237.5,-0.989894736842,237.2,-0.989881956155,-4.26381957219e-06,4.30740205504e-06
2012:Q3,11/8/2012,,0.62,0.62,1.386,2012-11-08,-0.766,-0.55266955267,91.37,-0.0983606557377,-0.0109445113276,-0.0765529308836,-0.087489063867,66206612,AGP US,Cash,"Consumer, Non-cyclical",92.0,-0.087489063867,0.00689504213637,91.36,0.00700525394046,91.44,0.00612423447069,0.000110211804087,0.01598421038
2012:Q2,8/1/2012,6:00,0.63,0.63,0.696,2012-08-01,-0.066,-0.0948275862069,89.99,0.0110987791343,-0.0444493832648,0.122385402759,0.0778816199377,66206612,AGP US,Cash,"Consumer, Non-cyclical",92.0,0.122385402759,0.0223358150906,89.95,0.0227904391329,89.88,0.0235870048954,-0.00125118980485,-0.0530457262547
2015:Q2,7/31/2015,,0.51,0.51,0.075,2015-07-31,0.435,5.8,28.75,0.104529616725,-0.0695652173913,0.104456824513,0.0348189415042,105833658,AEC US,Cash,Financial,28.75,0.0348189415042,0.0,28.73,0.000696136442743,28.72,0.00104456824513,0.000696136442743,
2015:Q1,5/1/2015,9:15,0.0024,0.01,0.032,2015-05-01,-0.022,-0.6875,28.51,0.0701016473887,0.0350754121361,0.0350877192983,0.0701754385965,105833658,AEC US,Cash,Financial,28.75,0.0350877192983,0.00841809891266,28.52,0.00806451612903,28.5,0.00877192982456,-0.000353830911899,-0.0403367239565
2011:Q4,2/22/2012,16:37,0.5022,0.43,0.28,2012-02-22,0.15,0.535714285714,10.42,0.770712909441,-0.0959692898273,0.288739172281,0.192492781521,61731374,AEA US,Cash,"Consumer, Non-cyclical",10.5,-0.0959692898273,0.00767754318618,10.41,0.00864553314121,10.39,0.0105871029836,0.00096798995503,0.126080691643
2015:Q1,5/7/2015,16:15,0.2208,0.34,0.366,2015-05-07,-0.026,-0.0710382513661,43.55,0.298919291791,0.137772675086,0.091932888991,0.229832222478,101908005,ADVS US,Cash,Technology,44.25,0.137772675086,0.01607347876,43.61,0.0146755331346,43.51,0.0170075844633,-0.00139794562544,-0.0869721885544
2010:Q4,11/23/2010,16:04,0.0812,0.51,0.21,2010-11-23,0.3,1.42857142857,12.72,0.0,-0.0786163522013,0.118063754427,0.0393545848091,46718350,ADCT US,Cash,Communications,12.75,-0.0786163522013,0.00235849056604,12.71,0.00314712824548,12.705,0.00354191263282,0.000788637679438,0.334382376082
2010:Q3,8/4/2010,16:02,0.3593,0.21,0.196,2010-08-04,0.014,0.0714285714286,12.74,-0.0786163522013,-0.549450549451,0.314960629921,-0.236220472441,46718350,ADCT US,Cash,Communications,12.75,-0.549450549451,0.000784929356358,12.67,0.00631412786109,12.7,0.00393700787402,0.00552919850473,7.04419889503
2016:Q3,11/1/2016,8:30,-0.1257,-0.1384,-0.035,2016-11-01,-0.1034,-2.95428571429,2.45,-2.02429149798,0.0,0.0,0.0,131444110,ACW US,Cash,"Consumer, Cyclical",2.58,0.0,0.0530612244898,2.45,0.0530612244898,2.45,0.0530612244898,0.0,0.0
2013:Q3,10/30/2013,16:05,-0.0523,0.05,0.01,2013-10-30,0.04,4.0,14.42,0.555555555556,0.138696255201,-0.207612456747,-0.0692041522491,81983061,ACTV US,Cash,Communications,14.5,0.138696255201,0.00554785020804,14.44,0.00415512465374,14.45,0.00346020761246,-0.0013927255543,-0.251038781163
2012:Q3,10/24/2012,16:05,0.54,0.54,0.488,2012-10-24,0.052,0.106557377049,31.5,0.699745547074,0.444444444444,-0.0158704967465,0.428503412157,70011103,ACOM US,Cash,Communications,32.0,0.444444444444,0.015873015873,31.64,0.0113780025284,31.505,0.0157117917791,-0.00449501334457,-0.283185840708
2013:Q2,4/11/2013,7:55,0.7431,0.73,0.707,2013-04-11,0.023,0.032531824611,48.87,-0.36832412523,-0.061387354205,-0.0204582651391,-0.0818330605565,62577874,ACM/A CN,Cash,Communications,50.0,-0.0204582651391,0.0231225700839,48.84,0.023751023751,48.88,0.0229132569558,0.000209313128086,0.00913502294718
2013:Q1,1/10/2013,7:55,1.072,1.05,1.033,2013-01-10,0.017,0.0164569215876,47.25,-0.490928495197,-1.0582010582,0.746268656716,-0.319829424307,62577874,ACM/A CN,Cash,Communications,50.0,0.746268656716,0.0582010582011,46.75,0.0695187165775,46.9,0.0660980810235,-0.0078970228224,-0.119474313023
2012:Q4,10/31/2012,10:34,0.9467,0.96,0.835,2012-10-31,0.125,0.149700598802,40.88,1.67405219104,1.51663405088,-2.27109729859,-0.788907482668,62577874,ACM/A CN,Cash,Communications,50.0,-2.27109729859,0.223091976517,41.5,0.204819277108,41.83,0.195314367679,0.0277776088379,0.142219997269
2012:Q3,7/12/2012,7:55,1.0249,1.0,1.006,2012-07-12,-0.006,-0.00596421471173,49.14,0.142595233245,-0.0407000407,0.142653352354,0.101895251681,62577874,ACM/A CN,Cash,Communications,50.0,0.142653352354,0.017501017501,49.12,0.0179153094463,49.07,0.0189525168127,-0.0014514993117,-0.0765860980915
2012:Q2,4/11/2012,7:55,0.7074,0.69,0.658,2012-04-11,0.032,0.048632218845,48.5,0.268096514745,0.185567010309,0.0618939550237,0.247575820095,62577874,ACM/A CN,Cash,Communications,50.0,0.0618939550237,0.0309278350515,48.59,0.029018316526,48.47,0.0315659170621,-0.000638082010554,-0.0202142712755
2010:Q3,10/28/2010,8:00,0.204,0.39,0.372,2010-10-28,0.018,0.0483870967742,33.1,0.0600600600601,0.151057401813,-0.331225534478,-0.180668473351,48993811,ACLI US,Cash,Industrial,33.0,-0.331225534478,-0.00302114803625,33.15,-0.00452488687783,33.21,-0.0063233965673,0.00330224853105,-0.522227017695
2013:A,5/9/2014,7:00,-0.0568,2.33,4.13,2014-05-09,-1.8,-0.43583535109,115.0,-0.4329004329,0.0,0.0,0.0,82130739,ACIN SW,Cash,"Consumer, Non-cyclical",115.0,0.0,0.0,115.0,0.0,115.0,0.0,0.0,
2013:Q4,2/25/2014,16:05,0.0438,0.09,0.068,2014-02-25,0.022,0.323529411765,12.49,0.0,0.0,0.0,0.0,86779351,ACCL US,Cash,Technology,12.5,0.0,0.00080064051241,12.49,0.00080064051241,12.49,0.00080064051241,0.0,0.0
2010:Q2,7/29/2010,16:05,0.98,0.98,0.83,2010-07-29,0.15,0.180722891566,41.11,0.267444687576,-0.3891997081,0.341713448865,-0.0488162069807,46611226,ACAP US,Cash,Financial,41.5,-0.3891997081,0.00948674288494,40.95,0.013431013431,40.97,0.0129362948499,0.00394427054607,0.415766569613
2012:Q1,5/9/2012,7:30,0.6896,0.68,0.688,2012-05-09,-0.008,-0.0116279069767,83.17,0.144282794277,0.0841649633281,0.036083714217,0.12027904739,62602480,ABVT US,Cash,Communications,84.0,0.036083714217,0.00997955993748,83.24,0.00913022585296,83.14,0.0103439980755,-0.000364438138058,-0.0352318451141
2016:S1,7/29/2016,7:00,1.0906,1.57,1.66,2016-07-29,-0.09,-0.0542168674699,115.3,-1.76834659593,-1.82133564614,4.58049886621,2.67573696145,132864185,ABI BB,Cash,"Consumer, Non-cyclical",0.45,4.58049886621,-0.996097137901,113.2,-0.996024734982,110.25,-0.995918367347,-0.000178770554189,0.000179503220394
2016:Q1,5/4/2016,7:00,0.3693,0.51,0.875,2016-05-04,-0.365,-0.417142857143,106.45,0.137488542621,2.44246124941,-1.57189089228,0.832177531207,132864185,ABI BB,Cash,"Consumer, Non-cyclical",0.45,-1.57189089228,-0.995772663222,109.05,-0.995873452545,108.15,-0.995839112344,6.64491217968e-05,-6.67267643669e-05
2015:A,2/25/2016,7:06,5.1729,5.2,5.006,2016-02-25,0.194,0.038753495805,102.0,-2.2180273714,0.0980392156863,-1.68674698795,-1.59036144578,132864185,ABI BB,Cash,"Consumer, Non-cyclical",0.45,-1.68674698795,-0.995588235294,102.1,-0.995592556317,103.75,-0.995662650602,7.4415308292e-05,-7.47394795285e-05
2015:Q3,10/30/2015,,0.944,1.02,1.289,2015-10-30,-0.269,-0.208688906129,108.7,0.882899628253,-0.0459981600736,1.16333178222,1.11679851094,132864185,ABI BB,Cash,"Consumer, Non-cyclical",0.45,1.11679851094,-0.995860165593,108.65,-0.995858260469,107.45,-0.995812005584,1.90512397913e-06,-1.91304366311e-06
2017:Q3,10/23/2017,8:30,0.3225,0.3231,0.3,2017-10-23,0.0231,0.077,18.97,0.346112886049,-0.21085925145,-0.472193074502,-0.682056663169,143951251,ABE SM,Cash,"Consumer, Non-cyclical",16.5,-0.472193074502,-0.13020558777,18.93,-0.128367670365,19.06,-0.134312696747,0.00410710897695,-0.030578709805
2017:Q3,11/8/2017,16:15,0.1736,0.27,0.476,2017-11-08,-0.206,-0.432773109244,53.45,0.470366886171,-1.12254443405,0.0,-1.12254443405,139803462,ABCO US,Cash,"Consumer, Non-cyclical",53.81,-1.12254443405,0.0067352666043,52.85,0.0181646168401,53.45,0.0067352666043,0.0114293502358,1.69694102807
2017:Q3,11/17/2017,7:38,-0.26,-0.26,-0.127,2017-11-17,-0.133,-1.04724409449,81.2,0.23459686381,-0.0492610837438,-0.0492368291482,-0.0984736582964,154660256,AAAP US,Cash,"Consumer, Non-cyclical",82.0,-0.0492368291482,0.00985221674877,81.16,0.010349926072,81.24,0.00935499753816,0.00049721921061,0.053150116671
2017:Q3,10/30/2017,,0.0625,0.062,0.07,2017-10-30,-0.008,-0.114285714286,2.63,-0.754716981132,0.0,0.766283524904,0.766283524904,136482660,991 HK,Cash,Utilities,3.56,0.766283524904,0.3536121673,2.63,0.3536121673,2.61,0.36398467433,0.0,0.0
2017:Q2,8/15/2017,18:43,0.0341,0.034,0.045,2017-08-15,-0.011,-0.244444444444,2.51,9.58333333333,2.39043824701,0.4,2.8,136482660,991 HK,Cash,Utilities,3.56,2.39043824701,0.418326693227,2.57,0.385214007782,2.5,0.424,-0.033112685445,-0.079155086159
2017:Q1,4/26/2017,,0.0337,0.047,0.05,2017-04-26,-0.003,-0.06,2.31,2.65486725664,-0.4329004329,1.76211453744,1.32158590308,136482660,991 HK,Cash,Utilities,3.56,1.32158590308,0.541125541126,2.3,0.547826086957,2.27,0.568281938326,0.00670054583098,0.0123826086957
2016:A,3/15/2017,,0.3657,0.246,0.287,2017-03-15,-0.041,-0.142857142857,2.27,-1.74672489083,-0.881057268722,0.888888888889,0.0,136482660,991 HK,Cash,Utilities,3.56,0.0,0.568281938326,2.25,0.582222222222,2.25,0.582222222222,0.0139402838962,0.0245305770887
2011:A,5/17/2011,16:00,4.6595,3.0,12.45,2011-05-17,-9.45,-0.759036144578,144.0,0.0,0.694444444444,0.0,0.694444444444,51967567,8763 JP,Cash,Financial,146.0,0.694444444444,0.0138888888889,145.0,0.00689655172414,144.0,0.0138888888889,-0.00699233716475,-0.503448275862
2010:Q3,10/19/2010,16:05,0.94,0.94,0.594,2010-10-19,0.346,0.582491582492,33.61,0.178518298126,0.208271347813,-0.029744199881,0.178465199286,45361070,8397627Q US,Cash,"Consumer, Non-cyclical",33.75,0.208271347813,0.00416542695626,33.68,0.0020783847981,33.62,0.00386674598453,-0.00208704215816,-0.501039192399
2010:Q2,8/4/2010,16:01,0.69,0.69,0.61,2010-08-04,0.08,0.131147540984,33.15,0.301659125189,0.452488687783,0.0905797101449,0.54347826087,45361070,8397627Q US,Cash,"Consumer, Non-cyclical",33.75,0.452488687783,0.0180995475113,33.3,0.0135135135135,33.12,0.0190217391304,-0.0045860339978,-0.253378378378
2010:A,5/14/2010,15:00,-153.0942,-139.86,-111.867,2010-05-14,-27.993,-0.250234653651,159.0,-5.03144654088,0.62893081761,-0.625,0.0,42230360,8258 JP,Cash,Financial,154.0,-0.625,-0.0314465408805,160.0,-0.0375,160.0,-0.0375,0.0060534591195,-0.16142557652
2017:Q3,2/10/2017,15:00,26.2294,26.0458,22.67,2017-02-10,3.3758,0.148910454345,1804.0,0.332594235033,0.0,0.0554631170272,0.0554631170272,135638903,7248 JP,Cash,"Consumer, Cyclical",1290.0,0.0554631170272,-0.284922394678,1804.0,-0.284922394678,1803.0,-0.284525790349,-0.000396604329075,0.00139391346067
2017:Q1,7/29/2016,15:00,-16.8788,-17.28,6.03,2016-07-29,-23.31,-3.86567164179,92.0,-5.20833333333,-2.17391304348,-2.12765957447,-4.25531914894,116506047,6753 JP,Cash,"Consumer, Cyclical",88.0,-2.12765957447,-0.0434782608696,90.0,-0.0222222222222,94.0,-0.063829787234,0.0203515263645,-0.31884057971
2016:A,5/12/2016,15:00,-139.1498,-154.64,-735.107,2016-05-12,580.467,0.789636066586,130.0,-0.751879699248,2.30769230769,-0.763358778626,1.52671755725,116506047,6753 JP,Cash,"Consumer, Cyclical",88.0,-0.763358778626,-0.323076923077,133.0,-0.338345864662,131.0,-0.328244274809,0.00516735173224,-0.0157423971377
2014:Q1,8/2/2013,15:00,3.4084,-9.57,-11.985,2013-08-02,2.415,0.201501877347,415.0,6.41025641026,-0.481927710843,5.86734693878,5.35714285714,71729219,6723 JP,Cash,Technology,120.0,5.86734693878,-0.710843373494,413.0,-0.709443099274,392.0,-0.69387755102,-0.0169658224736,0.0244507441531
2013:A,5/9/2013,15:00,-205.8269,-401.76,-363.481,2013-05-09,-38.279,-0.105312244657,298.0,20.9059233449,3.02013422819,-1.97368421053,0.986842105263,71729219,6723 JP,Cash,Technology,120.0,-1.97368421053,-0.597315436242,307.0,-0.609120521173,304.0,-0.605263157895,0.00794772165313,-0.0131310183834
2013:Q3,2/8/2013,15:00,-62.8644,-111.8162,9.65,2013-02-08,-121.4662,-12.5871709845,286.0,-9.67741935484,-8.39160839161,-3.05084745763,-11.186440678,71729219,6723 JP,Cash,Technology,120.0,-3.05084745763,-0.58041958042,262.0,-0.541984732824,295.0,-0.593220338983,0.0128007585635,-0.0215784215784
2016:A,4/28/2016,13:00,20.7363,-60.33,11.375,2016-04-28,-71.705,-6.30373626374,1494.0,4.67550593161,0.401606425703,3.96659707724,4.38413361169,119796615,5413 JP,Cash,Basic Materials,1620.0,3.96659707724,0.0843373493976,1500.0,0.08,1437.0,0.127348643006,-0.0430112936087,-0.337744420304
2012:A,1/29/2013,12:00,6052.36,6052.36,5646.576,2013-01-29,405.784,0.0718637276821,108700.0,0.274725274725,0.275988960442,-0.0919117647059,0.183823529412,70095514,4817 JP,Cash,Communications,123000.0,-0.0919117647059,0.13155473781,109000.0,0.128440366972,108800.0,0.130514705882,0.00104003192813,0.00796869533669
2011:A,5/11/2011,15:00,39.7008,27.49,40.32,2011-05-11,-12.83,-0.318204365079,595.0,0.0,0.0,0.0,0.0,51806941,4756 JP,Cash,"Consumer, Cyclical",600.0,0.0,0.00840336134454,595.0,0.00840336134454,595.0,0.00840336134454,0.0,0.0
2012:A,6/28/2012,,0.2213,0.218,0.205,2012-06-28,0.013,0.0634146341463,3.81,5.16304347826,1.31233595801,-1.5503875969,-0.258397932817,59918961,384 HK,Cash,Energy,3.5,-0.258397932817,-0.0813648293963,3.86,-0.0932642487047,3.87,-0.0956072351421,-0.0118994193083,0.146247701822
2010:S1,8/25/2010,,0.9298,0.93,0.87,2010-08-25,0.06,0.0689655172414,28.8,0.523560209424,0.0,0.523560209424,0.523560209424,47410770,349 HK,Cash,Financial,29.45,0.523560209424,0.0225694444444,28.8,0.0225694444444,28.65,0.0279232111693,0.0,0.0
2017:Q3,1/11/2017,15:00,113.8868,112.4565,118.553,2017-01-11,-6.0965,-0.0514242575051,8200.0,-1.57575757576,-1.21951219512,-0.243309002433,-1.4598540146,131930837,2651 JP,Cash,"Consumer, Cyclical",8650.0,-0.243309002433,0.0548780487805,8100.0,0.0679012345679,8220.0,0.0523114355231,0.00256661325737,0.0490640952921
2009:A,3/4/2010,,-0.7839,-0.571,0.375,2010-03-04,-0.946,-2.52266666667,2.14,0.0,0.467289719626,0.0,0.467289719626,42283438,2332 HK,Cash,Communications,2.2,0.467289719626,0.0280373831776,2.15,0.0232558139535,2.14,0.0280373831776,-0.00478156922408,-0.170542635659
2011:Q1,4/25/2011,,0.29,0.29,3.108,2011-04-25,-2.818,-0.906692406692,15.45,0.0,0.323624595469,-0.322580645161,0.0,53441732,2327 TT,Cash,Industrial,16.1,0.0,0.042071197411,15.5,0.0387096774194,15.5,0.0387096774194,-0.00336151999165,-0.0799007444169
2017:Q3,10/24/2017,13:39,0.76,0.72,0.863,2017-10-24,-0.143,-0.165701042874,48.2,0.2079002079,-0.207468879668,0.416666666667,0.208333333333,126022576,2325 TT,Cash,Technology,51.2,0.416666666667,0.0622406639004,48.1,0.0644490644491,48.0,0.0666666666667,-0.00442600276625,-0.0663900414938
2017:Q2,7/25/2017,14:06,0.4896,0.69,0.742,2017-07-25,-0.052,-0.0700808625337,49.9,0.2,0.400801603206,-0.597609561753,-0.199203187251,126022576,2325 TT,Cash,Technology,51.2,-0.597609561753,0.0260521042084,50.1,0.0219560878244,50.2,0.0199203187251,0.00613178548332,0.307815631263
2017:Q1,4/26/2017,16:47,0.3461,0.32,0.653,2017-04-26,-0.333,-0.509954058193,49.5,-0.710659898477,-1.0101010101,0.10111223458,-0.910010111223,126022576,2325 TT,Cash,Technology,51.2,-1.0101010101,0.0343434343434,49.0,0.0448979591837,49.45,0.0353892821031,0.0105545248402,0.307322929172
