Quarter,Date,Time,Unknown,EPS,Est EPS,Date F,Est EPS diff,Est EPS diff percentage,Price,Price Return lag4,t+1 - t,t - t-1,t+1 - t-1,Action ID,Target Ticker,Payment Type,Target Industry Sector,Cash Terms,Return Used,Spread,t+1 - t Price,t+1 - t Spread,t - t-1 Price,t - t-1 Spread,Delta Spread,Delta Spread percentage
2017:Q3,11/8/2017,,-0.14,-0.1351,-0.002,2017-11-08,-0.1331,-66.55,25.86,-3.00864986837,-0.193348801237,-1.48571428571,-1.67619047619,150115523,NXTM US,Cash,"Consumer, Non-cyclical",30.0,-1.67619047619,0.160092807425,25.81,0.162340178225,26.25,0.142857142857,0.0022473708009,0.0140379248578
2017:Q3,10/25/2017,20:00,0.4565,1.848,1.678,2017-10-25,0.17,0.101311084625,116.49,0.455326460481,0.111597562023,-0.256871307475,-0.145560407569,134117432,NXPI US,Cash,Technology,110.0,0.111597562023,-0.0557129367328,116.62,-0.0567655633682,116.79,-0.0581385392585,-0.00105262663544,0.0188937560496
2017:Q2,8/2/2017,20:00,0.2399,1.5073,1.511,2017-08-02,-0.0037,-0.00244870946393,110.88,1.89431704885,-0.198412698413,-0.19801980198,-0.39603960396,134117432,NXPI US,Cash,Technology,110.0,-0.198412698413,-0.00793650793651,110.66,-0.00596421471173,111.1,-0.00990099009901,0.00197229322478,-0.248508946322
2017:Q1,5/3/2017,20:01,0.9161,1.4,1.345,2017-05-03,0.055,0.0408921933086,105.79,0.585126462816,0.93581623972,0.0283661119516,0.964447806354,134117432,NXPI US,Cash,Technology,110.0,0.93581623972,0.0397958219113,106.78,0.0301554598239,105.76,0.0400907715582,-0.0096403620874,-0.242245583189
2016:Q4,2/1/2017,20:01,1.5568,1.76,1.653,2017-02-01,0.107,0.0647307924985,97.75,1.46908794124,1.28900255754,-0.102197240674,1.18548799182,134117432,NXPI US,Cash,Technology,110.0,1.28900255754,0.125319693095,99.01,0.110998889001,97.85,0.12416964742,-0.0143208040935,-0.11427417144
2013:Q3,11/1/2013,Bef-mkt,0.8115,0.81,0.887,2013-11-01,-0.077,-0.086809470124,23.77,-0.0421585160202,0.0,0.126368997473,0.126368997473,77512468,NVE US,Cash,Utilities,23.75,0.126368997473,-0.000841396718553,23.77,-0.000841396718553,23.74,0.000421229991575,-0.00126262671013,-2.99747580984
2013:Q2,7/26/2013,Bef-mkt,0.3059,0.31,0.256,2013-07-26,0.054,0.2109375,23.61,0.0846740050804,-0.0847098686997,0.0,-0.0847098686997,77512468,NVE US,Cash,Utilities,23.75,0.0,0.00592969080898,23.59,0.00678253497245,23.61,0.00592969080898,0.0,0.0
2014:A,2/5/2015,Bef-mkt,2.4358,2.393,2.417,2015-02-05,-0.024,-0.00992966487381,45.13,0.144140148575,-0.0553955240417,0.0776139261559,0.0221754074731,97665102,NUO NA,Cash,"Consumer, Non-cyclical",45.25,0.0776139261559,0.002658985154,45.105,0.00321472120607,45.095,0.00343718815833,-0.000778203004333,-0.226406867615
2010:Q3,7/28/2010,16:00,1.03,1.03,0.823,2010-07-28,0.207,0.251518833536,53.96,-0.535252860834,0.0,-0.332471370521,-0.332471370521,46765384,NTY US,Cash,"Consumer, Non-cyclical",55.0,0.0,0.0192735359526,53.96,0.0192735359526,54.14,0.0158847432582,0.0,0.0
2013:Q1,5/3/2013,,0.1616,0.16,0.188,2013-05-03,-0.028,-0.148936170213,15.97,0.0626959247649,0.0626174076393,-0.0625782227785,0.0,74175129,NTSP US,Cash,Financial,16.0,0.0,0.00187852222918,15.98,0.00125156445557,15.98,0.00125156445557,-0.00062695777361,-0.333750521485
2015:Q4,3/11/2016,19:38,-0.2418,-0.2418,-0.327,2016-03-11,0.0852,0.260550458716,9.21,-0.217391304348,-0.217155266015,0.0,-0.217155266015,110958490,NTLS US,Cash,Communications,9.25,-0.217155266015,0.0043431053203,9.19,0.00652883569097,9.21,0.0043431053203,0.00218573037066,0.503264417846
2015:Q3,10/28/2015,16:47,-0.1935,-0.1935,-0.16,2015-10-28,-0.0335,-0.209375,9.14,1.100110011,0.218818380744,0.660792951542,0.881057268722,110958490,NTLS US,Cash,Communications,9.25,0.218818380744,0.0120350109409,9.16,0.00982532751092,9.08,0.0187224669604,-0.00220968343,-0.183604605002
2016:Q2,8/8/2016,,1.2806,1.2775,1.02,2016-08-08,0.2575,0.252450980392,86.0,-0.578034682081,-0.0348837209302,-0.898824613966,-0.933394791427,128373194,NTK US,Cash,Industrial,86.0,-0.933394791427,0.0,85.97,0.000348958939165,86.78,-0.00898824613966,0.000348958939165,
2017:Q1,5/4/2017,16:15,0.8207,0.8176,1.205,2017-05-04,-0.3874,-0.321493775934,33.2,-0.3003003003,-0.150602409639,-0.15037593985,-0.300751879699,136897184,NSR US,Cash,Communications,33.5,-0.150602409639,0.00903614457831,33.15,0.0105580693816,33.25,0.00751879699248,0.00152192480329,0.168426344897
2016:Q4,2/2/2017,16:15,1.0097,1.38,1.385,2017-02-02,-0.005,-0.00361010830325,33.2,0.0,0.0,-0.15037593985,-0.15037593985,136897184,NSR US,Cash,Communications,33.5,0.0,0.00903614457831,33.2,0.00903614457831,33.25,0.00751879699248,0.0,0.0
2016:A,8/17/2016,,0.3904,0.4392,0.408,2016-08-17,0.0312,0.0764705882353,5.35,0.750469043152,0.18691588785,0.375234521576,0.562851782364,120632799,NPX NZ,Cash,Basic Materials,5.43,0.562851782364,0.014953271028,5.36,0.0130597014925,5.33,0.0187617260788,-0.0018935695355,-0.126632462687
2017:Q3,7/25/2017,6:00,0.1976,0.28,0.27,2017-07-25,0.01,0.037037037037,32.79,-1.54358353511,-0.274473924977,-0.455373406193,-0.728597449909,144285043,NORD US,Cash,"Consumer, Non-cyclical",32.5,-0.455373406193,-0.00884415980482,32.7,-0.00611620795107,32.94,-0.013357619915,0.00451346011018,-0.33789403643
2017:Q2,4/27/2017,6:00,0.2,0.27,0.267,2017-04-27,0.003,0.0112359550562,32.0,-2.25472273004,0.625,-0.898110870238,-0.278724063177,144285043,NORD US,Cash,"Consumer, Non-cyclical",32.5,-0.898110870238,0.015625,32.2,0.00931677018634,32.29,0.00650356147414,0.00912143852586,1.4025297619
2016:Q1,5/6/2016,,-0.0405,-0.04,-0.013,2016-05-06,-0.027,-2.07692307692,1.295,0.0,-0.3861003861,0.387596899225,0.0,116748437,NOL SP,Cash,Industrial,1.3,0.0,0.003861003861,1.29,0.0077519379845,1.29,0.0077519379845,0.00389093412349,1.00775193798
2015:A,2/23/2016,,-0.085,0.273,0.273,2016-02-23,0.0,0.0,1.25,0.0,0.0,0.401606425703,0.401606425703,116748437,NOL SP,Cash,Industrial,1.3,0.401606425703,0.04,1.25,0.04,1.245,0.0441767068273,0.0,0.0
2014:Q3,11/6/2014,6:45,0.1286,0.072,0.097,2014-11-06,-0.025,-0.257731958763,16.95,0.0,0.589970501475,-0.58651026393,0.0,94251205,NOBN SW,Cash,"Consumer, Non-cyclical",17.1,-0.58651026393,0.00884955752212,17.05,0.00293255131965,17.05,0.00293255131965,0.00591700620248,2.01769911504
2016:Q4,6/10/2016,,-0.5663,-0.5623,-0.23,2016-06-10,-0.3323,-1.4447826087,4.18,0.966183574879,0.239234449761,0.480769230769,0.721153846154,105836532,NKA US,Cash,Energy,4.225,0.721153846154,0.0107655502392,4.19,0.00835322195704,4.16,0.015625,-0.00241232828219,-0.224078493768
2016:Q3,2/4/2016,6:08,-0.5303,-0.5395,-0.375,2016-02-04,-0.1645,-0.438666666667,3.46,-0.606060606061,-4.33526011561,4.84848484848,0.30303030303,105836532,NKA US,Cash,Energy,4.225,4.84848484848,0.221098265896,3.31,0.276435045317,3.3,0.280303030303,-0.0592047644071,-0.211216997344
2016:Q2,11/5/2015,6:01,-0.4994,-0.5059,-0.447,2015-11-05,-0.0589,-0.131767337808,3.2,-0.923076923077,-0.625,1.5873015873,0.952380952381,105836532,NKA US,Cash,Energy,4.225,1.5873015873,0.3203125,3.18,0.328616352201,3.15,0.34126984127,-0.0209573412698,-0.0614098837209
2016:Q1,8/6/2015,7:00,-0.7932,-0.97,-0.158,2015-08-06,-0.812,-5.13924050633,3.33,2.68656716418,1.5015015015,-0.892857142857,0.595238095238,105836532,NKA US,Cash,Energy,4.225,-0.892857142857,0.268768768769,3.38,0.25,3.36,0.25744047619,0.0113282925783,0.0440035411134
2011:Q2,7/27/2011,8:30,0.1059,0.119,0.143,2011-07-27,-0.024,-0.167832167832,18.1,-0.552486187845,-0.552486187845,-0.549450549451,-1.0989010989,55709905,NISCB SS,Cash,"Consumer, Non-cyclical",18.0,-0.549450549451,-0.00552486187845,18.0,0.0,18.2,-0.010989010989,0.00546414911056,-0.497237569061
2017:Q3,11/1/2017,7:19,0.11,0.1124,0.14,2017-11-01,-0.0276,-0.197142857143,12.27,-1.14754098361,-0.081499592502,-0.0814332247557,-0.162866449511,153916418,NEWS US,Cash,Financial,11.44,-0.0814332247557,-0.0676446617767,12.26,-0.0668841761827,12.28,-0.0684039087948,0.000759247018097,-0.0110994683122
2017:Q3,11/9/2017,,2.0836,2.2013,2.383,2017-11-09,-0.1817,-0.0762484263533,163.3,-0.0611995104039,0.0,-0.24434941967,-0.24434941967,148177420,NETS DC,Cash,"Consumer, Non-cyclical",165.0,-0.24434941967,0.0104102878138,163.3,0.0104102878138,163.7,0.00794135613928,0.0,0.0
2011:Q3,10/26/2011,16:20,0.1026,0.47,0.39,2011-10-26,0.08,0.205128205128,49.15,0.101564086939,0.366225839268,0.10183299389,0.468431771894,57623611,NETL US,Cash,Technology,50.0,0.366225839268,0.0172939979654,49.33,0.0135819987837,49.1,0.0183299389002,-0.00371199918171,-0.21464089386
2010:Q3,10/27/2010,9:21,0.2094,0.209,0.247,2010-10-27,-0.038,-0.153846153846,22.9,-0.0873362445415,-0.0436681222707,0.0,-0.0436681222707,47288593,NETC4 BZ,Cash,Communications,23.0,0.0,0.00436681222707,22.89,0.00480559196156,22.9,0.00436681222707,0.0,0.0
2017:Q2,8/3/2017,16:05,-0.57,-0.57,-0.482,2017-08-03,-0.088,-0.182572614108,38.6,0.0,0.129533678756,-0.12936610608,0.0,147032230,NDRM US,Cash,"Consumer, Non-cyclical",39.0,0.129533678756,0.0103626943005,38.65,0.00905562742561,38.65,0.00905562742561,-0.0013070668749,-0.126131953428
2017:Q2,8/10/2017,20:39,-0.21,-0.21,-0.217,2017-08-10,0.007,0.0322580645161,14.85,-0.20297699594,-0.47138047138,0.270087778528,-0.202565833896,147373012,NDQ CN,Cash,"Consumer, Non-cyclical",11.75,-0.47138047138,-0.208754208754,14.78,-0.2050067659,14.81,-0.206617150574,0.00374744285434,-0.0179514601248
2014:Q2,6/2/2014,,0.1084,0.11,0.28,2014-06-02,-0.17,-0.607142857143,13.95,7.29646697389,-0.358422939068,8.05577072037,7.66847405112,89279354,NDN CN,Cash,"Consumer, Non-cyclical",13.0,7.66847405112,-0.0681003584229,13.9,-0.0647482014388,12.91,0.00697134004648,0.00335215698409,-0.0492237788716
2010:A,3/7/2011,17:45,1.9476,2.723,2.505,2011-03-07,0.218,0.0870259481038,48.22,19.6749782905,0.0,0.145379023884,0.145379023884,53496853,NAT BB,Cash,Diversified,49.01,0.0,0.0163832434674,48.22,0.0163832434674,48.15,0.0178608515057,0.0,0.0
2016:Q3,10/21/2016,9:00,-0.3242,0.2,0.119,2016-10-21,0.081,0.680672268908,102.92,0.20887209071,-1.38942868247,1.26931024304,-0.13775460002,129491390,N US,Cash,Technology,109.0,1.26931024304,0.0590750097163,101.49,0.0739974381712,101.63,0.0725179572961,-0.0134429475798,-0.185374051904
2017:Q2,7/19/2017,17:17,0.1711,0.1714,0.155,2017-07-19,0.0164,0.105806451613,16.95,-0.58651026393,0.0,-0.58651026393,-0.58651026393,148578754,MYCC US,Cash,"Consumer, Cyclical",17.12,0.0,0.0100294985251,16.95,0.0100294985251,17.05,0.00410557184751,0.0,0.0
2015:Q1,2/5/2015,7:00,1.57,1.57,1.524,2015-02-05,0.046,0.0301837270341,189.69,0.0685581689695,0.115978702093,0.0210914843132,0.137094648036,101302981,MWIV US,Cash,"Consumer, Cyclical",190.0,0.0210914843132,0.00163424534767,189.91,0.000473908693592,189.65,0.00184550487741,-0.000211259529733,-0.114472485182
2012:Q3,11/9/2012,,0.2023,0.48,0.512,2012-11-09,-0.032,-0.0625,42.03,-1.66089965398,1.09445634071,-3.04498269896,-1.98385236448,68317645,MRX US,Cash,"Consumer, Non-cyclical",44.0,-1.98385236448,0.0468712824173,42.49,0.0355377735938,43.35,0.0149942329873,-0.0113335088235,-0.241800698403
2011:S1,2/11/2011,,-0.2075,-0.208,-0.08,2011-02-11,-0.128,-1.6,7.85,0.127713920817,-0.254777070064,0.127551020408,-0.127551020408,50469188,MRU AU,Cash,Basic Materials,6.87,-0.127551020408,-0.124840764331,7.83,-0.122605363985,7.84,-0.123724489796,0.00223540034654,-0.0179060129799
2017:Q1,8/8/2016,,0.0104,0.01,0.015,2016-08-08,-0.005,-0.333333333333,1.63,0.0,0.306748466258,0.0,0.306748466258,128894764,MRT SP,Cash,Industrial,1.68,0.306748466258,0.0306748466258,1.635,0.0275229357798,1.63,0.0306748466258,-0.00315191084595,-0.102752293578
2015:Q3,11/13/2015,17:00,0.4506,0.4493,0.34,2015-11-13,0.1093,0.321470588235,26.64,0.112697220135,0.0375375375375,0.0375516334961,0.0751032669921,107846469,MR US,Cash,"Consumer, Non-cyclical",28.0,0.0375375375375,0.0510510510511,26.65,0.0506566604128,26.63,0.0514457378896,-0.000394390638293,-0.00772541662068
2015:Q2,8/10/2015,17:00,0.3654,0.42,0.43,2015-08-10,-0.01,-0.0232558139535,27.62,-0.552282768778,-1.59304851557,0.802919708029,-0.802919708029,107846469,MR US,Cash,"Consumer, Non-cyclical",28.0,-1.59304851557,0.0137581462708,27.18,0.0301692420898,27.4,0.021897810219,0.016411095819,1.19282754347
2017:Q3,5/11/2017,16:01,0.187,0.13,0.182,2017-05-11,-0.052,-0.285714285714,17.99,0.055617352614,0.0,0.0,0.0,139096565,MPSX US,Cash,Industrial,18.0,0.0,0.000555864369094,17.99,0.000555864369094,17.99,0.000555864369094,0.0,0.0
2017:Q2,2/13/2017,16:31,0.1718,0.15,0.191,2017-02-13,-0.041,-0.214659685864,17.88,-0.446927374302,-0.167785234899,-0.223214285714,-0.390625,139096565,MPSX US,Cash,Industrial,18.0,-0.167785234899,0.00671140939597,17.85,0.00840336134454,17.92,0.00446428571429,0.00169195194856,0.252100840336
2014:Q3,11/6/2014,,-0.22,-0.22,0.006,2014-11-06,-0.226,-37.6666666667,20.97,0.190930787589,-0.0476871721507,0.0477099236641,0.0,96779849,MOVE US,Cash,Communications,21.0,0.0,0.00143061516452,20.96,0.00190839694656,20.96,0.00190839694656,0.000477781782044,0.333969465649
2017:Q2,8/3/2017,16:33,-0.1076,-0.1069,-0.022,2017-08-03,-0.0849,-3.85909090909,12.0,0.335008375209,-0.0833333333333,0.418410041841,0.334728033473,148332017,MORE US,Cash,Financial,12.0,-0.0833333333333,0.0,11.99,0.000834028356964,11.95,0.00418410041841,0.000834028356964,
2014:Q3,11/13/2014,16:05,0.33,0.4,0.48,2014-11-13,-0.08,-0.166666666667,22.17,0.946372239748,1.48849797023,-0.314748201439,1.1690647482,88423960,MONT US,Cash,Technology,22.6,1.48849797023,0.0193955796121,22.5,0.00444444444444,22.24,0.0161870503597,-0.0149511351676,-0.770852713178
2014:Q2,8/7/2014,6:30,0.24,0.3,0.368,2014-08-07,-0.068,-0.184782608696,21.47,-1.15473441109,0.0465766185375,-0.509731232623,-0.463392029657,88423960,MONT US,Cash,Technology,22.6,-0.509731232623,0.0526315789474,21.48,0.0521415270019,21.58,0.047265987025,0.00536559192235,0.113519091847
2014:Q1,5/6/2014,6:30,0.27,0.32,0.315,2014-05-06,0.005,0.015873015873,20.3,2.32675771371,0.147783251232,0.594648166501,0.743310208127,88423960,MONT US,Cash,Technology,22.6,0.594648166501,0.113300492611,20.33,0.111657648795,20.18,0.119920713578,-0.00662022096696,-0.0552049831047
2017:Q4,10/4/2017,8:09,0.1866,0.2,-0.419,2017-10-04,0.619,1.47732696897,119.75,-0.49862877088,0.0918580375783,0.0501295012115,0.142033586766,125540168,MON US,Cash,Basic Materials,128.0,0.0501295012115,0.0688935281837,119.86,0.0679125646588,119.69,0.0694293591779,-0.00053583099416,-0.00771764280277
2017:Q3,6/28/2017,8:00,1.7759,1.93,1.767,2017-06-28,0.163,0.092246745897,118.75,0.475382003396,-0.631578947368,1.27931769723,0.639658848614,125540168,MON US,Cash,Basic Materials,128.0,1.27931769723,0.0778947368421,118.0,0.0847457627119,117.25,0.091684434968,-0.0137896981259,-0.150403916769
2017:Q2,4/5/2017,8:00,3.2074,3.19,2.792,2017-04-05,0.398,0.142550143266,115.31,1.95734222768,0.598386956899,0.488017429194,1.08932461874,125540168,MON US,Cash,Basic Materials,128.0,0.488017429194,0.110051166421,116.0,0.103448275862,114.75,0.115468409586,-0.0054172431651,-0.0469153700525
2017:Q1,1/5/2017,8:00,0.2149,0.21,0.003,2017-01-05,0.207,69.0,105.21,3.45646187447,2.7754015778,0.15230842456,2.93193717277,125540168,MON US,Cash,Basic Materials,128.0,0.15230842456,0.216614390267,108.13,0.183760288542,105.05,0.218467396478,-0.00185300621078,-0.00848184324369
2016:Q4,10/5/2016,8:00,0.0063,0.07,-0.022,2016-10-05,0.092,4.18181818182,103.18,0.868546891773,0.31013762357,1.00832109643,1.32158590308,125540168,MON US,Cash,Basic Materials,128.0,1.00832109643,0.240550494282,103.5,0.236714975845,102.15,0.253059226628,-0.0125087323457,-0.0494300583795
2016:Q3,6/29/2016,8:00,2.1694,2.17,2.417,2016-06-29,-0.247,-0.102192800993,103.52,1.34026805361,-0.106259659969,2.40379859531,2.29498466713,125540168,MON US,Cash,Basic Materials,128.0,2.40379859531,0.236476043277,103.41,0.23779131612,101.09,0.266198437036,-0.0297223937596,-0.111655027319
2014:Q1,10/23/2013,7:30,0.46,0.49,0.373,2013-10-23,0.117,0.313672922252,38.56,-0.232618247609,0.051867219917,-0.0777403472402,-0.0259134490801,81244076,MOLX US,Cash,Industrial,38.68,-0.0777403472402,0.00311203319502,38.58,0.00259201658891,38.59,0.00233221041721,0.000779822777814,0.334370677732
2013:Q1,5/6/2013,,0.3448,-0.05,-0.144,2013-05-06,0.094,0.652777777778,16.68,-0.0601684717208,-0.419664268585,-0.477326968974,-0.894988066826,71545970,MMR US,Cash,Energy,14.75,-0.894988066826,-0.115707434053,16.61,-0.111980734497,16.76,-0.119928400955,0.00372669955547,-0.0322079526348
2012:Q4,1/18/2013,8:01,-0.0209,-0.24,-0.132,2013-01-18,-0.108,-0.818181818182,16.0,-0.125,-0.0625,0.0625390869293,0.0,71545970,MMR US,Cash,Energy,14.75,0.0625390869293,-0.078125,15.99,-0.0775484677924,15.99,-0.0775484677924,-0.00057653220763,0.00743447580645
2017:Q1,5/10/2017,17:30,-0.0437,-0.0512,-0.04,2017-05-10,-0.0112,-0.28,0.155,3.22580645161,3.22580645161,0.0,3.22580645161,143820539,MM CN,Cash,"Consumer, Cyclical",0.17,3.22580645161,0.0967741935484,0.16,0.0625,0.155,0.0967741935484,-0.0342741935484,-0.354166666667
2016:Q2,8/3/2016,16:05,-0.5418,0.0,-0.135,2016-08-03,0.135,1.0,35.14,-0.0284495021337,0.0,0.0,0.0,126286077,MKTO US,Cash,Communications,35.25,0.0,0.00313033579966,35.14,0.00313033579966,35.14,0.00313033579966,0.0,0.0
2017:Q1,4/27/2017,8:00,0.74,0.74,0.795,2017-04-27,-0.055,-0.0691823899371,88.75,-0.0563063063063,-0.0338028169014,-0.0337913944582,-0.0675827889164,139727326,MJN US,Cash,"Consumer, Non-cyclical",90.0,-0.0337913944582,0.0140845070423,88.72,0.014427412083,88.78,0.0137418337463,0.000342673295914,0.0249365042715
2011:Q4,3/2/2012,,-0.36,-0.27,-0.239,2012-03-02,-0.031,-0.129707112971,10.99,0.045516613564,0.0,-0.0909090909091,-0.0909090909091,61139012,MITI US,Cash,"Consumer, Non-cyclical",11.0,-0.0909090909091,0.00090991810737,10.99,0.00090991810737,11.0,0.0,0.0,0.0
2015:Q1,5/6/2015,,0.1487,0.14,0.133,2015-05-06,0.007,0.0526315789474,8.54,-0.233644859813,0.0,0.0,0.0,100784215,MIG US,Cash,Financial,8.65,0.0,0.0128805620609,8.54,0.0128805620609,8.54,0.0128805620609,0.0,0.0
2014:Q4,3/2/2015,16:20,0.1281,0.13,0.11,2015-03-02,0.02,0.181818181818,8.39,-0.354609929078,0.595947556615,0.358851674641,0.956937799043,100784215,MIG US,Cash,Financial,8.65,0.595947556615,0.030989272944,8.44,0.0248815165877,8.36,0.0346889952153,-0.0061077563563,-0.197092599344
2016:Q3,11/9/2016,,-0.3741,-0.3662,-0.33,2016-11-09,-0.0362,-0.109696969697,2.05,2.5,2.43902439024,-2.38095238095,0.0,125343982,MHGC US,Cash,"Consumer, Cyclical",2.25,0.0,0.0975609756098,2.1,0.0714285714286,2.1,0.0714285714286,-0.0261324041812,-0.267857142857
2016:Q2,8/8/2016,8:15,-0.2784,-0.2897,-0.3,2016-08-08,0.0103,0.0343333333333,2.39,-10.546875,-3.34728033473,-5.90551181102,-9.05511811024,125343982,MHGC US,Cash,"Consumer, Cyclical",2.25,-5.90551181102,-0.0585774058577,2.31,-0.025974025974,2.54,-0.114173228346,0.0555958224887,-0.486942721108
2014:Q4,11/12/2014,7:00,0.2607,0.12,0.293,2014-11-12,-0.173,-0.590443686007,35.36,0.369423131571,-0.735294117647,0.113250283126,-0.622876557191,95893280,MGAM US,Cash,"Consumer, Cyclical",36.5,0.113250283126,0.0322398190045,35.1,0.039886039886,35.32,0.0334088335221,-0.00116901451756,-0.0349911803052
2017:Q2,9/9/2016,7:30,0.5398,0.51,0.635,2016-09-09,-0.125,-0.196850393701,63.9,0.0156396621833,0.0312989045383,-0.0312891113892,0.0,130088777,MFRM US,Cash,"Consumer, Cyclical",64.0,-0.0312891113892,0.00156494522692,63.92,0.00125156445557,63.92,0.00125156445557,0.000313380771348,0.250391236307
2016:Q1,5/5/2016,16:30,-0.3271,-0.29,-0.003,2016-05-05,-0.287,-95.6666666667,22.9,-4.42324371206,-1.48471615721,-0.348128807659,-1.82767624021,120167220,MFLX US,Cash,Industrial,23.95,-1.48471615721,0.0458515283843,22.56,0.0616134751773,22.98,0.0422106179286,0.015761946793,0.343760553867
2010:Q4,2/8/2011,9:00,0.4547,0.67,0.693,2011-02-08,-0.023,-0.033189033189,47.92,-0.0834202294056,-0.0208681135225,0.0417536534447,0.0208768267223,47604485,MFE US,Cash,Communications,48.0,0.0417536534447,0.0016694490818,47.91,0.00187852222918,47.9,0.00208768267223,-0.000418233590431,-0.200333889816
2010:Q3,10/28/2010,16:05,0.3712,0.67,0.646,2010-10-28,0.024,0.0371517027864,47.33,-0.0845308537616,-0.0633847454046,0.0634249471459,0.0,47604485,MFE US,Cash,Communications,48.0,-0.0633847454046,0.0141559264737,47.3,0.014799154334,47.3,0.014799154334,0.000643227860343,0.0454387681045
2013:Q2,8/7/2013,8:00,0.34,0.34,0.399,2013-08-07,-0.059,-0.147869674185,23.36,-0.255972696246,0.0428082191781,-0.0855431993157,-0.0427715996578,79790714,MFB US,Cash,"Consumer, Cyclical",23.5,-0.0855431993157,0.00599315068493,23.37,0.00556268720582,23.38,0.00513259195894,0.000860558725992,0.167665525114
2017:Q1,6/27/2016,7:22,-0.7497,-0.6426,-0.26,2016-06-27,-0.3826,-1.47153846154,24.11,-0.36704730832,0.663625051846,-1.26945126945,-0.614250614251,124106523,MESG US,Cash,Technology,25.0,-1.26945126945,0.0369141435089,24.27,0.0300782859497,24.42,0.023751023751,0.0131631197579,0.554212731875
2017:Q4,3/2/2017,16:05,1.1063,1.21,1.03,2017-03-02,0.18,0.174757281553,37.13,-0.0539083557952,0.0269323996768,-0.0269251480883,0.0,133578022,MENT US,Cash,Technology,37.25,0.0269323996768,0.00323188796122,37.14,0.00296176628971,37.14,0.00296176628971,-0.000270121671503,-0.0835801471909
2017:Q3,11/22/2016,16:10,0.3806,0.5,0.418,2016-11-22,0.082,0.196172248804,36.53,0.739928747602,0.0821242814125,-0.0547195622435,0.0273597811218,133578022,MENT US,Cash,Technology,37.25,0.0821242814125,0.019709827539,36.56,0.0188730853392,36.55,0.0191518467852,-0.000836742199841,-0.0424530452225
2015:Q1,8/6/2014,16:00,0.2894,0.55,0.48,2014-08-06,0.07,0.145833333333,86.01,-0.104651162791,-0.0348796651552,0.0116279069768,-0.0232558139535,92640611,MEAS US,Cash,Industrial,86.0,-0.0348796651552,-0.000116265550517,85.98,0.000232612235404,86.0,0.0,0.000348877785921,-3.0006978367
2012:Q3,11/8/2012,,0.2,0.2,0.146,2012-11-08,0.054,0.369863013699,11.15,-0.0895255147717,0.0896860986547,0.0897666068223,0.179533213645,70476470,MDF US,Cash,"Consumer, Non-cyclical",11.25,0.179533213645,0.00896860986547,11.16,0.00806451612903,11.14,0.00987432675045,-0.000904093736439,-0.100806451613
2014:Q4,8/21/2014,16:02,0.7735,0.84,0.717,2014-08-21,0.123,0.171548117155,67.91,0.0589883498009,-0.117802974525,0.117941913608,0.0,92585590,MCRS US,Cash,Technology,68.0,-0.117802974525,0.00132528346341,67.83,0.00250626566416,67.83,0.00250626566416,0.00118098220075,0.89111668059
2010:Q3,11/8/2010,8:30,-0.06,-0.06,0.148,2010-11-08,-0.208,-1.40540540541,6.95,-0.851063829787,-0.863309352518,-1.13798008535,-1.99146514936,45737088,MCCC US,Cash,Communications,8.75,-1.13798008535,0.258992805755,6.89,0.269956458636,7.03,0.24466571835,0.0143270874055,0.0585578049189
2010:Q2,8/6/2010,8:31,-0.0482,-0.05,0.218,2010-08-06,-0.268,-1.22935779817,7.2,-2.71370420624,-0.138888888889,-0.689655172414,-0.827586206897,45737088,MCCC US,Cash,Communications,8.75,-0.689655172414,0.215277777778,7.19,0.216968011127,7.25,0.206896551724,0.00838122605364,0.0405092592593
2017:Q1,6/1/2017,7:00,0.1404,0.25,0.244,2017-06-01,0.006,0.0245901639344,61.92,-0.12936610608,-0.226098191214,0.032310177706,-0.193861066236,141893460,MBBYF US,Cash,"Consumer, Cyclical",63.54,0.032310177706,0.0261627906977,61.78,0.0284881838783,61.9,0.0264943457189,-0.000331555021227,-0.0125141803744
2013:Q4,3/5/2014,0:01,0.042,0.04,0.188,2014-03-05,-0.148,-0.787234042553,17.72,0.169491525424,0.0,0.0,0.0,87998948,MB CN,Cash,"Consumer, Cyclical",17.75,0.0,0.00169300225734,17.72,0.00169300225734,17.72,0.00169300225734,0.0,0.0
2014:Q3,11/28/2014,17:40,-0.0359,-0.034,-0.04,2014-11-28,0.006,0.15,0.265,-1.85185185185,0.0,0.0,0.0,94748911,MAS MK,Cash,"Consumer, Cyclical",0.27,0.0,0.0188679245283,0.265,0.0188679245283,0.265,0.0188679245283,0.0,0.0
2014:Q2,8/28/2014,19:00,-0.0177,-0.018,-0.02,2014-08-28,0.002,0.1,0.25,0.0,2.0,0.0,2.0,94748911,MAS MK,Cash,"Consumer, Cyclical",0.27,2.0,0.08,0.255,0.0588235294118,0.25,0.08,-0.0211764705882,-0.264705882353
2013:Q1,5/7/2013,,4.21,4.21,0.2,2013-05-07,4.01,20.05,754.0,-0.53050397878,-0.26525198939,0.0,-0.26525198939,76309857,MAKRO TB,Cash,"Consumer, Cyclical",787.0,-0.26525198939,0.0437665782493,752.0,0.0465425531915,754.0,0.0437665782493,0.00277597494215,0.0634268214055
