MMM US,
12/31/2015,1128.599
3/31/2016,1108.022
6/30/2016,1167.064
9/30/2016,1136.423
12/31/2016,1953
3/31/2017,1911
6/30/2017,1969
9/30/2017,2019
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
IRM US,
3/31/2010,776.506
6/30/2010,779.791
9/30/2010,782.574
12/31/2010,788.678
3/31/2011,798.954
6/30/2011,763
9/30/2011,772.082
12/31/2011,741.837
3/31/2012,746.498
6/30/2012,752.165
9/30/2012,748.125
12/31/2012,758.467
3/31/2013,747.031
6/30/2013,754.721
9/30/2013,755.639
12/31/2013,768.532
3/31/2014,770.126
6/30/2014,786.892
9/30/2014,782.697
12/31/2014,777.978
3/31/2015,749.286
6/30/2015,759.734
9/30/2015,746.529
12/31/2015,752.427
3/31/2016,750.69
6/30/2016,883.748
9/30/2016,942.822
12/31/2016,934.193
3/31/2017,938.876
6/30/2017,949.806
9/30/2017,965.661
,
,
,
,
,
,
,
,
,
,
JEC US,
1/1/2010,2477.785
4/2/2010,2586.974
7/2/2010,2507.725
10/1/2010,2343.033
12/31/2010,2356.175
3/30/2011,2558.016
6/30/2011,2744.178
9/30/2011,2723.295
12/30/2011,2631.768
3/30/2012,2702.851
6/29/2012,2772.874
9/28/2012,2786.285
12/28/2012,2759.641
3/29/2013,2835.084
6/28/2013,3080.995
9/27/2013,3142.656
12/27/2013,3068.891
3/28/2014,3176.033
6/27/2014,3231.791
9/26/2014,3218.442
12/26/2014,3187.005
3/27/2015,2903.332
6/26/2015,2907.541
10/2/2015,3116.954
1/1/2016,2847.934
4/1/2016,2781.763
7/1/2016,2693.873
9/30/2016,2640.587
12/30/2016,2551.604
3/31/2017,2302.567
6/30/2017,2514.751
9/29/2017,2653.865
,
,
,
,
,
,
,
,
,
JBHT US,
3/31/2010,844.673
6/30/2010,942.776
9/30/2010,986.024
12/31/2010,1020.012
3/31/2011,1000.78
6/30/2011,1149.855
9/30/2011,1171.27
12/31/2011,1204.937
3/31/2012,1165.922
6/30/2012,1255.13
9/30/2012,1295.792
12/31/2012,1338.136
3/31/2013,1291.587
6/30/2013,1382.858
9/30/2013,1435.85
12/31/2013,1474.276
3/31/2014,1406.908
6/30/2014,1547.867
9/30/2014,1601.156
12/31/2014,1609.511
3/31/2015,1440.18
6/30/2015,1539.957
9/30/2015,1586.494
12/31/2015,1621.015
3/31/2016,1528.712
6/30/2016,1615.026
9/30/2016,1690.659
12/31/2016,1721.062
3/31/2017,1629.158
6/30/2017,1726.915
9/30/2017,1843.334
,
,
,
,
,
,
,
,
,
,
SJM US,
1/31/2010,1205.939
4/30/2010,1069.079
7/31/2010,1047.312
10/31/2010,1278.913
1/31/2011,1312.351
4/30/2011,1187.167
7/31/2011,1188.883
10/31/2011,1513.905
1/31/2012,1467.641
4/30/2012,1355.353
7/31/2012,1369.703
10/31/2012,1628.746
1/31/2013,1559.558
4/30/2013,1339.647
7/31/2013,1350.9
10/31/2013,1559.9
1/31/2014,1465.5
4/30/2014,1234.3
7/31/2014,1323.8
10/31/2014,1481.8
1/31/2015,1440
4/30/2015,1447.1
7/31/2015,1952
10/31/2015,2077.7
1/31/2016,1973.9
4/30/2016,1807.6
7/31/2016,1815.8
10/31/2016,1913.9
1/31/2017,1878.8
4/30/2017,1783.8
7/31/2017,1748.9
10/31/2017,1923.6
,
,
,
,
,
,
,
,
,
JNJ US,
1/3/2010,16551
4/4/2010,15631
7/4/2010,15330
10/3/2010,14982
1/2/2011,15644
4/3/2011,16173
7/3/2011,16597
10/2/2011,16005
1/1/2012,16255
4/1/2012,16139
7/1/2012,16475
9/30/2012,17052
12/30/2012,17558
3/31/2013,17505
6/30/2013,17877
9/29/2013,17575
12/29/2013,18355
3/30/2014,18115
6/29/2014,19495
9/28/2014,18467
12/28/2014,18254
3/29/2015,17374
6/28/2015,17787
9/27/2015,17102
1/3/2016,17811
4/3/2016,17482
7/3/2016,18482
10/2/2016,17820
1/1/2017,18106
4/2/2017,17766
7/2/2017,18839
10/1/2017,19650
,
,
,
,
,
,
,
,
,
JCI US,
3/26/2010,4169
6/25/2010,4274
9/24/2010,4493
12/24/2010,4379
3/25/2011,3992
6/24/2011,4293
9/30/2011,4691
12/30/2011,4208
3/30/2012,4354
6/29/2012,4460
9/28/2012,2728
12/28/2012,2600
3/29/2013,2608
6/28/2013,2678
9/27/2013,2761
12/27/2013,2647
3/28/2014,2487
6/27/2014,2662
9/26/2014,2704
12/26/2014,2479
3/27/2015,2430
6/26/2015,2489
9/25/2015,2505
12/25/2015,2376
3/31/2016,2331
6/24/2016,2449
9/30/2016,10198
12/31/2016,7086
3/31/2017,7267
6/30/2017,7669
9/30/2017,8136
,
,
,
,
,
,
,
,
,
,
JPM US,
3/31/2010,27671
6/30/2010,25101
9/30/2010,23824
12/31/2010,26098
3/31/2011,25221
6/30/2011,26779
9/30/2011,23763
12/31/2011,21471
3/31/2012,26712
6/30/2012,22892
9/30/2012,25146
12/31/2012,24378
3/31/2013,25848
6/30/2013,25958
9/30/2013,23880
12/31/2013,24112
3/31/2014,23863
6/30/2014,25349
9/30/2014,25159
12/31/2014,23552
3/31/2015,24820
6/30/2015,24531
9/30/2015,23535
12/31/2015,23747
3/31/2016,24083
6/30/2016,25014
9/30/2016,25441
12/31/2016,24333
3/31/2017,25586
6/30/2017,25760
9/30/2017,26200
,
,
,
,
,
,
,
,
,
,
JNPR US,
3/31/2010,912.618
6/30/2010,978.3
9/30/2010,1012.407
12/31/2010,1189.941
3/31/2011,1101.612
6/30/2011,1120.544
9/30/2011,1105.796
12/31/2011,1120.757
3/31/2012,1032.498
6/30/2012,1073.759
9/30/2012,1118.311
12/31/2012,1140.8
3/31/2013,1059.2
6/30/2013,1150.7
9/30/2013,1185.6
12/31/2013,1273.6
3/31/2014,1170.1
6/30/2014,1229.5
9/30/2014,1125.9
12/31/2014,1101.6
3/31/2015,1067.4
6/30/2015,1222.2
9/30/2015,1248.6
12/31/2015,1319.6
3/31/2016,1097.9
6/30/2016,1221.3
9/30/2016,1285.3
12/31/2016,1385.6
3/31/2017,1221
6/30/2017,1308.9
9/30/2017,1257.8
,
,
,
,
,
,
,
,
,
,
KSU US,
3/31/2010,436.3
6/30/2010,461.6
9/30/2010,438.3
12/31/2010,478.6
3/31/2011,488.6
6/30/2011,534.9
9/30/2011,544.5
12/31/2011,530.3
3/31/2012,547.5
6/30/2012,545.3
9/30/2012,577.4
12/31/2012,568.4
3/31/2013,552.8
6/30/2013,579.3
9/30/2013,621.6
12/31/2013,615.6
3/31/2014,607.4
6/30/2014,649.7
9/30/2014,677.5
12/31/2014,642.5
3/31/2015,603.1
6/30/2015,585.8
9/30/2015,631.9
12/31/2015,598
3/31/2016,562.7
6/30/2016,568.5
9/30/2016,604.5
12/31/2016,598.5
3/31/2017,609.5
6/30/2017,656.4
9/30/2017,656.6
,
,
,
,
,
,
,
,
,
,
K US,
1/2/2010,2900
4/3/2010,3318
7/3/2010,3062
10/2/2010,3157
1/1/2011,2860
4/2/2011,3485
7/2/2011,3386
10/1/2011,3312
12/31/2011,3015
3/31/2012,3440
6/30/2012,3474
9/29/2012,3720
12/29/2012,3563
3/30/2013,3861
6/29/2013,3714
9/28/2013,3716
12/28/2013,3501
3/29/2014,3742
6/28/2014,3685
9/27/2014,3639
1/3/2015,3514
4/4/2015,3553
7/4/2015,3498
10/3/2015,3329
1/2/2016,3142
4/2/2016,3395
7/2/2016,3263
10/1/2016,3254
12/31/2016,3097
4/1/2017,3254
7/1/2017,3187
9/30/2017,3273
,
,
,
,
,
,
,
,
,
KEY US,
3/31/2010,1075
6/30/2010,1109
9/30/2010,1126
12/31/2010,1155
3/31/2011,1054
6/30/2011,1024
9/30/2011,1032
12/31/2011,971
3/31/2012,1025
6/30/2012,1023
9/30/2012,1116
12/31/2012,1067
3/31/2013,1014
6/30/2013,1015
9/30/2013,1043
12/31/2013,1042
3/31/2014,1004
6/30/2014,1034
9/30/2014,998
12/31/2014,1078
3/31/2015,1014
6/30/2015,1079
9/30/2015,1068
12/31/2015,1095
3/31/2016,1043
6/30/2016,1078
9/30/2016,1337
12/31/2016,1566
3/31/2017,1506
6/30/2017,1640
9/30/2017,1554
,
,
,
,
,
,
,
,
,
,
KMB US,
3/31/2010,4835
6/30/2010,4857
9/30/2010,4979
12/31/2010,5075
3/31/2011,5029
6/30/2011,5259
9/30/2011,5382
12/31/2011,5176
3/31/2012,5241
6/30/2012,5269
9/30/2012,5246
12/31/2012,5307
3/31/2013,5318
6/30/2013,5267
9/30/2013,5262
12/31/2013,5305
3/31/2014,5278
6/30/2014,5343
9/30/2014,5442
12/31/2014,4828
3/31/2015,4691
6/30/2015,4643
9/30/2015,4718
12/31/2015,4539
3/31/2016,4476
6/30/2016,4588
9/30/2016,4594
12/31/2016,4544
3/31/2017,4483
6/30/2017,4554
9/30/2017,4640
,
,
,
,
,
,
,
,
,
,
KIM US,
3/31/2010,227.004
6/30/2010,213.955
9/30/2010,210.52
12/31/2010,215.206
3/31/2011,224.021
6/30/2011,219.236
9/30/2011,216.078
12/31/2011,222.963
3/31/2012,231.356
6/30/2012,235.419
9/30/2012,231.878
12/31/2012,229.073
3/31/2013,232.785
6/30/2013,237.079
9/30/2013,232.074
12/31/2013,238.055
3/31/2014,237.837
6/30/2014,251.723
9/30/2014,253.367
12/31/2014,255.748
3/31/2015,275.506
6/30/2015,289.08
9/30/2015,283.387
12/31/2015,296.501
3/31/2016,293.091
6/30/2016,287.115
9/30/2016,279.286
12/31/2016,297.026
3/31/2017,289.391
6/30/2017,297.176
9/30/2017,294.845
,
,
,
,
,
,
,
,
,
,
KMI US,
3/31/2011,2008.1
6/30/2011,2033.5
9/30/2011,2206
12/31/2011,2017.3
3/31/2012,1857
6/30/2012,2166
9/30/2012,2870
12/31/2012,3079
3/31/2013,3060
6/30/2013,3382
9/30/2013,3654
12/31/2013,3872
3/31/2014,4047
6/30/2014,3937
9/30/2014,4291
12/31/2014,3951
3/31/2015,3597
6/30/2015,3463
9/30/2015,3707
12/31/2015,3636
3/31/2016,3195
6/30/2016,3144
9/30/2016,3330
12/31/2016,3389
3/31/2017,3424
6/30/2017,3368
9/30/2017,3281
,
,
,
,
,
,
,
,
,
,
,
,
,
,
KLAC US,
3/31/2010,478.299
6/30/2010,559.419
9/30/2010,682.342
12/31/2010,766.327
3/31/2011,834.059
6/30/2011,892.439
9/30/2011,796.476
12/31/2011,642.482
3/31/2012,840.521
6/30/2012,892.465
9/30/2012,720.709
12/31/2012,673.011
3/31/2013,729.029
6/30/2013,720.032
9/30/2013,658.337
12/31/2013,705.129
3/31/2014,831.599
6/30/2014,734.343
9/30/2014,642.901
12/31/2014,676.357
3/31/2015,738.459
6/30/2015,756.332
9/30/2015,642.644
12/31/2015,710.245
3/31/2016,712.433
6/30/2016,919.171
9/30/2016,750.673
12/31/2016,876.885
3/31/2017,913.809
6/30/2017,938.647
9/30/2017,969.581
,
,
,
,
,
,
,
,
,
,
KSS US,
1/30/2010,5682
5/1/2010,4035
7/31/2010,4100
10/30/2010,4218
1/29/2011,6038
4/30/2011,4162
7/30/2011,4248
10/29/2011,4376
1/28/2012,6018
4/28/2012,4243
7/28/2012,4205
10/27/2012,4490
2/2/2013,6342
5/4/2013,4199
8/3/2013,4289
11/2/2013,4444
2/1/2014,6099
5/3/2014,4070
8/2/2014,4242
11/1/2014,4374
1/31/2015,6337
5/2/2015,4123
8/1/2015,4267
10/31/2015,4427
1/30/2016,6387
4/30/2016,3972
7/30/2016,4182
10/29/2016,4327
1/28/2017,6205
4/29/2017,3843
7/29/2017,4144
10/28/2017,4332
,
,
,
,
,
,
,
,
,
KHC US,
6/28/2015,7130
9/27/2015,6363
1/3/2016,7124
4/3/2016,6570
7/3/2016,6793
9/30/2016,6267
12/31/2016,6857
4/1/2017,6364
7/1/2017,6677
9/30/2017,6314
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
KR US,
1/30/2010,18554.5
5/22/2010,24764.1
8/14/2010,18795.9
11/6/2010,18697.9
1/29/2011,19928.4
8/13/2011,20913.4
11/5/2011,20594.3
1/28/2012,21405.8
5/19/2012,29064.8
8/11/2012,21726.4
11/3/2012,21807
2/2/2013,24153.1
5/25/2013,30043
8/17/2013,22722
11/9/2013,22505
2/1/2014,23222
5/24/2014,32961
8/16/2014,25310
11/8/2014,24987
1/31/2015,25207
5/23/2015,33051
8/15/2015,25539
11/7/2015,25075
1/30/2016,26165
5/21/2016,34604
8/13/2016,26565
11/5/2016,26557
1/28/2017,27611
5/20/2017,36285
8/12/2017,27597
11/4/2017,27749
,
,
,
,
,
,
,
,
,
,
LB US,
1/30/2010,3063.352
5/1/2010,1931.536
7/31/2010,2242.51
10/30/2010,1983.372
1/29/2011,3455.86
4/30/2011,2217.017
7/30/2011,2458.135
10/29/2011,2173.42
1/28/2012,3515.426
4/28/2012,2153.784
7/28/2012,2399.095
10/27/2012,2050.189
2/2/2013,3855.583
5/4/2013,2268
8/3/2013,2515.953
11/2/2013,2171.087
2/1/2014,3818.202
5/3/2014,2391.2
8/2/2014,2675.311
11/1/2014,2318.851
1/31/2015,4069
5/2/2015,2511.939
8/1/2015,2765.237
10/31/2015,2481.575
1/30/2016,4395.039
4/30/2016,2613.815
7/30/2016,2889.744
10/29/2016,2580.979
1/28/2017,4489.483
4/29/2017,2436.523
7/29/2017,2755.02
10/28/2017,2617.784
,
,
,
,
,
,
,
,
,
LLL US,
3/26/2010,3624
6/25/2010,3966
9/24/2010,3835
12/31/2010,4255
4/1/2011,3601
7/1/2011,3766
9/30/2011,3787
12/31/2011,4015
3/30/2012,3588
6/29/2012,3558
9/28/2012,3283
12/31/2012,3560
3/29/2013,3185
6/28/2013,3192
9/27/2013,2996
12/31/2013,3256
3/28/2014,2971
6/27/2014,3015
9/26/2014,2940
12/31/2014,3208
3/27/2015,2713
6/26/2015,2793
9/25/2015,2817
12/31/2015,2871
3/25/2016,2353
6/24/2016,2664
9/23/2016,2505
12/31/2016,2989
3/31/2017,2669
6/30/2017,2732
9/29/2017,2646
,
,
,
,
,
,
,
,
,
,
LH US,
3/31/2010,1193.6
6/30/2010,1238.4
9/30/2010,1276.5
12/31/2010,1295.4
3/31/2011,1368.4
6/30/2011,1403.3
9/30/2011,1404.5
12/31/2011,1366.1
3/31/2012,1423.3
6/30/2012,1423.4
9/30/2012,1419.4
12/31/2012,1405.3
3/31/2013,1440.9
6/30/2013,1468.2
9/30/2013,1462.2
12/31/2013,1437
3/31/2014,1430.7
6/30/2014,1516.4
9/30/2014,1551.8
12/31/2014,1512.7
3/31/2015,1772.3
6/30/2015,2218.7
9/30/2015,2269.9
12/31/2015,2244.8
3/31/2016,2295.2
6/30/2016,2382
9/30/2016,2372.7
12/31/2016,2387.3
3/31/2017,2408.1
6/30/2017,2498.4
9/30/2017,2597.9
,
,
,
,
,
,
,
,
,
,
LRCX US,
3/28/2010,632.763
6/27/2010,695.289
9/26/2010,805.874
12/26/2010,870.714
3/27/2011,809.087
6/26/2011,752.018
9/25/2011,680.436
12/25/2011,583.981
3/25/2012,658.961
6/24/2012,741.814
9/23/2012,906.888
12/23/2012,860.886
3/31/2013,844.928
6/30/2013,986.214
9/29/2013,1015.059
12/29/2013,1116.061
3/30/2014,1227.392
6/29/2014,1248.797
9/28/2014,1152.368
12/28/2014,1232.241
3/29/2015,1393.333
6/28/2015,1481.37
9/27/2015,1600.043
12/27/2015,1425.534
3/27/2016,1314.055
6/26/2016,1546.261
9/25/2016,1632.419
12/25/2016,1882.299
3/26/2017,2153.995
6/25/2017,2344.907
9/24/2017,2478.14
,
,
,
,
,
,
,
,
,
,
LEG US,
3/31/2010,816.4
6/30/2010,874.3
9/30/2010,866.5
12/31/2010,801.9
3/31/2011,895.8
6/30/2011,945.2
9/30/2011,940.9
12/31/2011,854.1
3/31/2012,946.8
6/30/2012,938.8
9/30/2012,982.2
12/31/2012,853
3/31/2013,936
6/30/2013,958.8
9/30/2013,957.7
12/31/2013,896.8
3/31/2014,919.1
6/30/2014,1001.6
9/30/2014,997.4
12/31/2014,953.3
3/31/2015,966.2
6/30/2015,997.3
9/30/2015,1009.1
12/31/2015,944.6
3/31/2016,938.4
6/30/2016,958.9
9/30/2016,948.9
12/31/2016,903.7
3/31/2017,960.3
6/30/2017,989.3
9/30/2017,1009.7
,
,
,
,
,
,
,
,
,
,
LEN US,
2/28/2010,574.442
5/31/2010,814.481
8/31/2010,824.975
11/30/2010,860.124
2/28/2011,558.045
5/31/2011,764.493
8/31/2011,820.193
11/30/2011,952.654
2/29/2012,724.856
5/31/2012,930.155
8/31/2012,1099.758
11/30/2012,1349.937
2/28/2013,989.946
5/31/2013,1426.124
8/31/2013,1602.072
11/30/2013,1915.203
2/28/2014,1363.095
5/31/2014,1818.745
8/31/2014,2014.034
11/30/2014,2583.938
2/28/2015,1644.139
5/31/2015,2392.604
8/31/2015,2491.698
11/30/2015,2945.567
2/29/2016,1993.664
5/31/2016,2745.815
8/31/2016,2833.894
11/30/2016,3376.626
2/28/2017,2337.428
5/31/2017,3261.892
8/31/2017,3261.476
11/30/2017,3785.569
,
,
,
,
,
,
,
,
,
LUK US,
3/31/2014,2943.314
12/31/2015,2496.216
3/31/2016,2015.106
6/30/2016,2625.358
9/30/2016,2676.375
12/31/2016,2767.118
3/31/2017,2867.982
6/30/2017,2732.38
9/30/2017,2896.522
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
LLY US,
3/31/2010,5485.5
6/30/2010,5748.7
9/30/2010,5654.8
12/31/2010,6187
3/31/2011,5839.2
6/30/2011,6252.8
9/30/2011,6147.9
12/31/2011,6046.6
3/31/2012,5602
6/30/2012,5600.7
9/30/2012,5443.3
12/31/2012,5957.3
3/31/2013,5602
6/30/2013,5929.7
9/30/2013,5772.6
12/31/2013,5808.8
3/31/2014,4683.1
6/30/2014,4935.6
9/30/2014,4875.6
12/31/2014,5121.3
3/31/2015,4644.7
6/30/2015,4978.7
9/30/2015,4959.7
12/31/2015,5375.6
3/31/2016,4865.1
6/30/2016,5404.8
9/30/2016,5191.7
12/31/2016,5760.5
3/31/2017,5228.3
6/30/2017,5824.3
9/30/2017,5658
,
,
,
,
,
,
,
,
,
,
LNC US,
3/31/2010,2527.3999
6/30/2010,2604.5
9/30/2010,2612.8
12/31/2010,2661.8
3/31/2011,2713.8999
6/30/2011,2803.8
9/30/2011,2547.7
12/31/2011,2570.2
3/31/2012,2714.4
6/30/2012,2899
9/30/2012,2954
12/31/2012,2964
3/31/2013,2934
6/30/2013,3049
9/30/2013,3073
12/31/2013,3187
3/31/2014,3233
6/30/2014,3286
9/30/2014,3363
12/31/2014,3834
3/31/2015,3394
6/30/2015,3417
9/30/2015,3735
12/31/2015,3354
3/31/2016,3400
6/30/2016,3395
9/30/2016,3530
12/31/2016,3519
3/31/2017,3578
6/30/2017,3629
9/30/2017,3607
,
,
,
,
,
,
,
,
,
,
LKQ US,
3/31/2010,603.516
6/30/2010,584.681
9/30/2010,607.621
12/31/2010,674.063
3/31/2011,786.648
6/30/2011,759.684
9/30/2011,783.898
12/31/2011,939.632
3/31/2012,1031.777
6/30/2012,1006.531
9/30/2012,1016.707
12/31/2012,1067.915
3/31/2013,1195.997
6/30/2013,1251.748
9/30/2013,1298.094
12/31/2013,1316.689
3/31/2014,1625.777
6/30/2014,1709.132
9/30/2014,1721.024
12/31/2014,1684.131
3/31/2015,1773.912
6/30/2015,1838.07
9/30/2015,1831.732
12/31/2015,1748.919
3/31/2016,1921.476
6/30/2016,2450.693
9/30/2016,2386.83
12/31/2016,2150.406
3/31/2017,2342.843
6/30/2017,2458.411
9/30/2017,2465.8
,
,
,
,
,
,
,
,
,
,
LMT US,
3/28/2010,10637
6/27/2010,11442
9/26/2010,11375
12/31/2010,12794
3/27/2011,10633
6/26/2011,11551
9/25/2011,12119
12/31/2011,12211
3/25/2012,11293
6/24/2012,11921
9/30/2012,11869
12/31/2012,12099
3/31/2013,11070
6/30/2013,11408
9/29/2013,11347
12/31/2013,11533
3/31/2014,10650
6/29/2014,11306
9/28/2014,11114
12/31/2014,12530
3/29/2015,10111
6/28/2015,11643
9/27/2015,11461
12/31/2015,12917
3/27/2016,11702
6/26/2016,12914
9/25/2016,11551
12/31/2016,13752
3/26/2017,11057
6/25/2017,12685
9/24/2017,12169
,
,
,
,
,
,
,
,
,
,
L US,
3/31/2010,3713
6/30/2010,3486
9/30/2010,3701
12/31/2010,3715
3/31/2011,3668
6/30/2011,3542
9/30/2011,3438
12/31/2011,3479
3/31/2012,3744
6/30/2012,3388
9/30/2012,3715
12/31/2012,3705
3/31/2013,3734
6/30/2013,3725
9/30/2013,3704
12/31/2013,3890
3/31/2014,3743
6/30/2014,3593
9/30/2014,3523
12/31/2014,3521
3/31/2015,3478
6/30/2015,3435
9/30/2015,3169
12/31/2015,3333
3/31/2016,3173
6/30/2016,3307
9/30/2016,3287
12/31/2016,3338
3/31/2017,3300
6/30/2017,3359
9/30/2017,3521
,
,
,
,
,
,
,
,
,
,
LOW US,
1/29/2010,10168
4/30/2010,12388
7/30/2010,14361
10/29/2010,11587
1/28/2011,10480
4/29/2011,12185
7/29/2011,14543
10/28/2011,11852
2/3/2012,11629
5/4/2012,13153
7/29/2012,14249
11/2/2012,12073
2/1/2013,11046
5/3/2013,13088
8/2/2013,15711
11/1/2013,12957
1/31/2014,11660
5/3/2014,13403
8/1/2014,16599
10/31/2014,13681
1/30/2015,12540
5/1/2015,14129
7/31/2015,17348
10/30/2015,14360
1/29/2016,13236
4/29/2016,15234
7/29/2016,18260
10/28/2016,15739
2/3/2017,15784
5/5/2017,16860
8/4/2017,19495
11/3/2017,16770
,
,
,
,
,
,
,
,
,
LYB US,
6/30/2010,10484
9/30/2010,10302
12/31/2010,10610
3/31/2011,12252
6/30/2011,14042
9/30/2011,13297
12/31/2011,11444
3/31/2012,11879
6/30/2012,11248
9/30/2012,11273
12/31/2012,11097
3/31/2013,10669
6/30/2013,11103
9/30/2013,11152
12/31/2013,11138
3/31/2014,11135
6/30/2014,12117
9/30/2014,12066
12/31/2014,10290
3/31/2015,8185
6/30/2015,9145
9/30/2015,8334
12/31/2015,7071
3/31/2016,6743
6/30/2016,7328
9/30/2016,7365
12/31/2016,7747
3/31/2017,8430
6/30/2017,8403
9/30/2017,8516
,
,
,
,
,
,
,
,
,
,
,
MTB US,
3/31/2010,814.04
6/30/2010,840.784
9/30/2010,859.767
12/31/2010,861.035
3/31/2011,883.224
6/30/2011,1087.858
9/30/2011,985.101
12/31/2011,1016.485
3/31/2012,997.112
6/30/2012,1039.633
9/30/2012,1108.455
12/31/2012,1120.586
3/31/2013,1088.932
6/30/2013,1186.276
9/30/2013,1150.496
12/31/2013,1118.929
3/31/2014,1082.485
6/30/2014,1131.375
9/30/2014,1126.011
12/31/2014,1139.49
3/31/2015,1105.629
6/30/2015,1186.175
9/30/2015,1138.774
12/31/2015,1261.509
3/31/2016,1299.229
6/30/2016,1318.595
9/30/2016,1356.415
12/31/2016,1348.606
3/31/2017,1369.104
6/30/2017,1407.752
9/30/2017,1425.391
,
,
,
,
,
,
,
,
,
,
MAC US,
3/31/2010,182.11
6/30/2010,181.88
9/30/2010,190.682
12/31/2010,203.885
3/31/2011,118.687
6/30/2011,120.104
9/30/2011,202.683
12/31/2011,217.767
3/31/2012,214.729
6/30/2012,208.464
9/30/2012,215.672
12/31/2012,228.126
3/31/2013,262.782
6/30/2013,256.977
9/30/2013,269.08
12/31/2013,282.137
3/31/2014,264.512
6/30/2014,254.337
9/30/2014,263.492
12/31/2014,322.909
3/31/2015,318.335
6/30/2015,322.794
9/30/2015,326.262
12/31/2015,320.758
3/31/2016,256
6/30/2016,259.904
9/30/2016,253.367
12/31/2016,272
3/31/2017,247.045
6/30/2017,247.423
9/30/2017,242.451
,
,
,
,
,
,
,
,
,
,
M US,
1/30/2010,7849
5/1/2010,5574
7/31/2010,5537
10/30/2010,5623
1/29/2011,8269
4/30/2011,5889
7/30/2011,5939
10/29/2011,5853
1/28/2012,8724
4/28/2012,6143
7/28/2012,6118
2/2/2013,9350
5/4/2013,6387
8/3/2013,6066
11/2/2013,6276
2/1/2014,9202
5/3/2014,6279
8/2/2014,6267
11/1/2014,6195
1/31/2015,9364
5/2/2015,6232
8/1/2015,6104
10/31/2015,5874
1/30/2016,8869
4/30/2016,5771
7/30/2016,5866
10/29/2016,5626
1/28/2017,8515
4/29/2017,5338
7/29/2017,5552
10/28/2017,5281
,
,
,
,
,
,
,
,
,
,
MRO US,
3/31/2010,14657
6/30/2010,17141
9/30/2010,17092
12/31/2010,18787
3/31/2011,19695
6/30/2011,3680
9/30/2011,3649
12/31/2011,3649
3/31/2012,4040
6/30/2012,3784
9/30/2012,4161
12/31/2012,4132
3/31/2013,3870
6/30/2013,3918
9/30/2013,3787
12/31/2013,3179
3/31/2014,3529
6/30/2014,2941
9/30/2014,2971
12/31/2014,2497
3/31/2015,1532
6/30/2015,1531
9/30/2015,1323
12/31/2015,1475
3/31/2016,730
6/30/2016,1302
9/30/2016,1229
12/31/2016,1389
3/31/2017,1072
6/30/2017,1059
9/30/2017,1252
,
,
,
,
,
,
,
,
,
,
MPC US,
6/30/2011,19463
9/30/2011,19304
12/31/2011,18113
3/31/2012,18895
6/30/2012,18815
9/30/2012,19586
12/31/2012,19248
3/31/2013,21872
6/30/2013,24081
9/30/2013,26253
12/31/2013,23319
3/31/2014,21770
6/30/2014,26933
9/30/2014,25481
12/31/2014,22343
3/31/2015,17240
6/30/2015,20581
9/30/2015,18758
12/31/2015,15679
3/31/2016,12830
6/30/2016,16790
9/30/2016,16460
12/31/2016,17284
3/31/2017,16393
6/30/2017,18354
9/30/2017,19386
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
MAR US,
1/1/2010,3380
3/26/2010,2630
6/18/2010,2771
9/10/2010,2648
12/31/2010,3642
3/25/2011,2778
6/17/2011,2972
9/9/2011,2874
12/31/2011,3693
3/23/2012,2552
6/15/2012,2776
9/7/2012,2729
12/28/2012,3757
3/31/2013,3142
6/30/2013,3263
9/30/2013,3160
12/31/2013,3219
3/31/2014,3293
6/30/2014,3484
9/30/2014,3460
12/31/2014,3559
3/31/2015,3513
6/30/2015,3689
9/30/2015,3578
12/31/2015,3706
3/31/2016,3772
6/30/2016,3902
9/30/2016,3942
12/31/2016,5456
3/31/2017,5561
6/30/2017,5795
9/30/2017,5663
,
,
,
,
,
,
,
,
,
MMC US,
3/31/2010,2795
6/30/2010,2606
9/30/2010,2524
12/31/2010,2785
3/31/2011,2884
6/30/2011,2928
9/30/2011,2806
12/31/2011,2908
3/31/2012,3051
6/30/2012,3026
9/30/2012,2845
12/31/2012,3002
3/31/2013,3126
6/30/2013,3088
9/30/2013,2932
12/31/2013,3115
3/31/2014,3264
6/30/2014,3300
9/30/2014,3141
12/31/2014,3246
3/31/2015,3215
6/30/2015,3225
9/30/2015,3115
12/31/2015,3338
3/31/2016,3336
6/30/2016,3376
9/30/2016,3135
12/31/2016,3364
3/31/2017,3503
6/30/2017,3495
9/30/2017,3341
,
,
,
,
,
,
,
,
,
,
MLM US,
3/31/2010,340.9
6/30/2010,504.6
9/30/2010,509.3
12/31/2010,368.8
3/31/2011,356.5
6/30/2011,493
9/30/2011,534.8
12/31/2011,421.1
3/31/2012,394
6/30/2012,545.7
9/30/2012,593.9
12/31/2012,504.1
3/31/2013,385
6/30/2013,562.7
9/30/2013,665.3
12/31/2013,545
3/31/2014,428.7
6/30/2014,669.2
9/30/2014,1003.7
12/31/2014,856.3
3/31/2015,691.4
6/30/2015,850.2
