MMM US,
3/31/2010,6348
6/30/2010,6731
9/30/2010,6874
12/31/2010,6709
3/31/2011,7311
6/30/2011,7680
9/30/2011,7531
12/31/2011,7089
3/31/2012,7486
6/30/2012,7534
9/30/2012,7497
12/31/2012,7387
3/31/2013,7634
6/30/2013,7752
9/30/2013,7916
12/31/2013,7569
3/31/2014,7831
6/30/2014,8134
9/30/2014,8137
12/31/2014,7719
3/31/2015,7578
6/30/2015,7686
9/30/2015,7712
12/31/2015,7298
3/31/2016,7409
6/30/2016,7662
9/30/2016,7709
12/31/2016,7329
3/31/2017,7685
6/30/2017,7810
9/30/2017,8172
,
,
,
,
,
,
,
,
,
,
ABT US,
3/31/2010,7698
6/30/2010,8826
9/30/2010,8675
12/31/2010,9968
3/31/2011,9041
6/30/2011,9616
9/30/2011,9817
12/31/2011,10377
3/31/2012,9457
6/30/2012,9807
9/30/2012,9773
12/31/2012,10837
3/31/2013,5378
6/30/2013,5446
9/30/2013,5369
12/31/2013,5655
3/31/2014,5244
6/30/2014,5551
9/30/2014,5623
12/31/2014,5356
3/31/2015,4897
6/30/2015,5170
9/30/2015,5150
12/31/2015,5188
3/31/2016,4885
6/30/2016,5333
9/30/2016,5302
12/31/2016,5333
3/31/2017,6335
6/30/2017,6637
9/30/2017,6829
,
,
,
,
,
,
,
,
,
,
ABBV US,
3/31/2013,4329
6/30/2013,4692
9/30/2013,4658
12/31/2013,5111
3/31/2014,4563
6/30/2014,4926
9/30/2014,5019
12/31/2014,5371
3/31/2015,5040
6/30/2015,5475
9/30/2015,5944
12/31/2015,6360
3/31/2016,5958
6/30/2016,6432
9/30/2016,6386
12/31/2016,6784
3/31/2017,6538
6/30/2017,6944
9/30/2017,6995
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
ACN US,
2/28/2010,5176.438
5/31/2010,5571.017
8/31/2010,5420.581
11/30/2010,6045.65
2/28/2011,6053.621
5/31/2011,6720.115
8/31/2011,6687.65
11/30/2011,7074.497
2/29/2012,6797.25
5/31/2012,7154.69
8/31/2012,6835.893
11/30/2012,7219.961
2/28/2013,7058.042
5/31/2013,7198.14
8/31/2013,7086.667
11/30/2013,7358.749
2/28/2014,7130.667
5/31/2014,7735.638
8/31/2014,7777.34
11/30/2014,7895.715
2/28/2015,7493.329
5/31/2015,7770.382
8/31/2015,7888.505
11/30/2015,8013.163
2/29/2016,7945.565
5/31/2016,8434.757
8/31/2016,8489.238
11/30/2016,8515.517
2/28/2017,8317.671
5/31/2017,8867.036
8/31/2017,9149.958
11/30/2017,9523.222
,
,
,
,
,
,
,
,
,
ATVI US,
3/31/2010,1308
6/30/2010,967
9/30/2010,745
12/31/2010,1427
3/31/2011,1449
6/30/2011,1146
9/30/2011,627
12/31/2011,2408
3/31/2012,587
6/30/2012,1054
9/30/2012,751
12/31/2012,2595
3/31/2013,804
6/30/2013,608
9/30/2013,657
12/31/2013,2272
3/31/2014,772
6/30/2014,658
9/30/2014,1170
12/31/2014,2213
3/31/2015,703
6/30/2015,759
9/30/2015,1040
12/31/2015,2118
3/31/2016,908
6/30/2016,1609
9/30/2016,1630
12/31/2016,2452
3/31/2017,1196
6/30/2017,1418
9/30/2017,1902
,
,
,
,
,
,
,
,
,
,
AYI US,
2/28/2010,383.5
5/31/2010,407.6
8/31/2010,444.1
11/30/2010,425
2/28/2011,416.1
5/31/2011,458.3
8/31/2011,496.2
11/30/2011,474.3
2/29/2012,457.7
5/31/2012,487.5
8/31/2012,514.3
11/30/2012,481.1
2/28/2013,486.7
5/31/2013,541.5
8/31/2013,579.8
11/30/2013,574.7
2/28/2014,546.2
5/31/2014,603.9
8/31/2014,668.7
11/30/2014,647.4
2/28/2015,616.1
5/31/2015,683.7
8/31/2015,759.5
11/30/2015,736.6
2/29/2016,777.8
5/31/2016,851.5
8/31/2016,925.5
11/30/2016,851.2
2/28/2017,804.7
5/31/2017,891.6
8/31/2017,957.6
11/30/2017,842.8
,
,
,
,
,
,
,
,
,
ADBE US,
3/5/2010,858.7
6/4/2010,943.035
9/3/2010,990.319
12/3/2010,1007.946
3/4/2011,1027.706
6/3/2011,1023.179
9/2/2011,1013.212
12/2/2011,1152.161
3/2/2012,1045.22
6/1/2012,1124.449
8/31/2012,1080.58
11/30/2012,1153.428
3/1/2013,1007.873
5/31/2013,1010.549
8/30/2013,995.119
11/29/2013,1041.699
2/28/2014,1000.12
5/30/2014,1068.208
8/29/2014,1005.409
11/28/2014,1073.328
2/27/2015,1109.181
5/29/2015,1162.158
8/28/2015,1217.768
11/27/2015,1306.404
3/4/2016,1383.335
6/3/2016,1398.709
9/2/2016,1463.967
12/2/2016,1608.419
3/3/2017,1681.646
6/2/2017,1772.19
9/1/2017,1841.074
12/1/2017,2006.595
,
,
,
,
,
,
,
,
,
AMD US,
3/27/2010,1574
6/26/2010,1653
9/25/2010,1618
12/25/2010,1649
4/2/2011,1613
7/2/2011,1574
10/1/2011,1690
12/31/2011,1691
3/31/2012,1585
6/30/2012,1413
9/29/2012,1269
12/29/2012,1155
3/30/2013,1088
6/29/2013,1161
9/28/2013,1461
12/28/2013,1589
3/29/2014,1397
6/28/2014,1441
9/27/2014,1429
12/27/2014,1239
3/28/2015,1030
6/27/2015,942
9/26/2015,1061
12/26/2015,958
3/26/2016,832
6/25/2016,1027
9/24/2016,1307
12/31/2016,1106
4/1/2017,984
7/1/2017,1222
9/30/2017,1643
,
,
,
,
,
,
,
,
,
,
AAP US,
1/2/2010,1143.567
4/24/2010,1830.606
7/17/2010,1417.9561
10/9/2010,1406.511
1/1/2011,1270.13
4/23/2011,1898.063
7/16/2011,1479.839
10/8/2011,1464.988
12/31/2011,1327.572
4/21/2012,1957.292
7/14/2012,1460.983
10/6/2012,1457.527
12/29/2012,1329.201
4/20/2013,2015.304
7/13/2013,1549.553
10/5/2013,1520.144
12/28/2013,1408.813
4/19/2014,2969.499
7/12/2014,2347.697
10/4/2014,2289.456
1/3/2015,2237.209
4/25/2015,3038.233
7/18/2015,2370.037
10/10/2015,2295.203
1/2/2016,2033.545
4/23/2016,2979.778
7/16/2016,2256.155
10/8/2016,2248.855
12/31/2016,2082.891
4/22/2017,2890.838
7/15/2017,2263.727
10/7/2017,2182.233
,
,
,
,
,
,
,
,
,
AES US,
3/31/2010,4112
6/30/2010,4021
9/30/2010,4151
12/31/2010,4404
3/31/2011,4264
6/30/2011,4544
9/30/2011,4381
12/31/2011,4269
3/31/2012,4740
6/30/2012,4192
9/30/2012,4587
12/31/2012,4640
3/31/2013,4265
6/30/2013,4068
9/30/2013,4003
12/31/2013,3800
3/31/2014,4262
6/30/2014,4311
9/30/2014,4441
12/31/2014,4132
3/31/2015,3984
6/30/2015,3858
9/30/2015,3721
12/31/2015,3400
3/31/2016,3471
6/30/2016,3229
9/30/2016,3542
12/31/2016,3544
3/31/2017,3492
6/30/2017,3470
9/30/2017,3632
,
,
,
,
,
,
,
,
,
,
AET US,
3/31/2010,8621.5
6/30/2010,8545.7998
9/30/2010,8538.7998
12/31/2010,8539.9004
3/31/2011,8387.8
6/30/2011,8323
9/30/2011,8396.7
12/31/2011,8544.1
3/31/2012,8864.1
6/30/2012,8826.5
9/30/2012,8899.2
12/31/2012,9897.4
3/31/2013,9508.6
6/30/2013,11567.2
9/30/2013,13048.3
12/31/2013,13134.4
3/31/2014,13966.3
6/30/2014,14485.6
9/30/2014,14699.5
12/31/2014,14771.4
3/31/2015,15086
6/30/2015,15129.3
9/30/2015,14986.1
12/31/2015,15090
3/31/2016,15693.8
6/30/2016,15898.6
9/30/2016,15736.9
12/31/2016,15717
3/31/2017,15487
6/30/2017,15498
9/30/2017,14948
,
,
,
,
,
,
,
,
,
,
AMG US,
3/31/2010,251.021
6/30/2010,332.08
9/30/2010,354.372
12/31/2010,420.768
3/31/2011,426.3
6/30/2011,462.3
9/30/2011,413.8
12/31/2011,402.4
3/31/2012,417.7
6/30/2012,429.6
9/30/2012,467.3
12/31/2012,491
3/31/2013,502.2
6/30/2013,541
9/30/2013,551.6
12/31/2013,594
3/31/2014,593.1
6/30/2014,636.3
9/30/2014,640.3
12/31/2014,641.2
3/31/2015,635
6/30/2015,646.6
9/30/2015,613.1
12/31/2015,589.8
3/31/2016,545.4
6/30/2016,554.1
9/30/2016,544.7
12/31/2016,550.3
3/31/2017,544.3
6/30/2017,570.9
9/30/2017,585.7
,
,
,
,
,
,
,
,
,
,
AFL US,
3/31/2010,5065
6/30/2010,4980
9/30/2010,5394
12/31/2010,5294
3/31/2011,5117
6/30/2011,5088
9/30/2011,5987
12/31/2011,5979
3/31/2012,6240
6/30/2012,5902
9/30/2012,6847
12/31/2012,6375
3/31/2013,6208
6/30/2013,6044
9/30/2013,5886
12/31/2013,5801
3/31/2014,5640
6/30/2014,5838
9/30/2014,5736
12/31/2014,5514
3/31/2015,5226
6/30/2015,5287
9/30/2015,5040
12/31/2015,5319
3/31/2016,5451
6/30/2016,5437
9/30/2016,5716
12/31/2016,5955
3/31/2017,5309
6/30/2017,5428
9/30/2017,5506
,
,
,
,
,
,
,
,
,
,
A US,
1/31/2010,1213
4/30/2010,1271
7/31/2010,1384
10/31/2010,1576
1/31/2011,1519
4/30/2011,1677
7/31/2011,1691
10/31/2011,1728
1/31/2012,1635
4/30/2012,1733
7/31/2012,1723
10/31/2012,1767
1/31/2013,1680
4/30/2013,1732
7/31/2013,1652
10/31/2013,1718
1/31/2014,1679
4/30/2014,1731
7/31/2014,1766
10/31/2014,1805
1/31/2015,1026
4/30/2015,963
7/31/2015,1014
10/31/2015,1035
1/31/2016,1028
4/30/2016,1019
7/31/2016,1044
10/31/2016,1111
1/31/2017,1067
4/30/2017,1102
7/31/2017,1114
10/31/2017,1189
,
,
,
,
,
,
,
,
,
APD US,
3/31/2010,2249
6/30/2010,2252.3
9/30/2010,2351.2
12/31/2010,2391.7
3/31/2011,2501.3
6/30/2011,2577.8
9/30/2011,2611.2
12/31/2011,2423.1
3/31/2012,2344.3
6/30/2012,2340.1
9/30/2012,2605.8
12/31/2012,2562.4
3/31/2013,2484.2
6/30/2013,2547.3
9/30/2013,2586.5
12/31/2013,2545.5
3/31/2014,2581.9
6/30/2014,2634.6
9/30/2014,2677
12/31/2014,2560.8
3/31/2015,2414.5
6/30/2015,2470.2
9/30/2015,2449.4
12/31/2015,2355.8
3/31/2016,2271.2
6/30/2016,2434.4
9/30/2016,2463
12/31/2016,1882.5
3/31/2017,1980.1
6/30/2017,2121.9
9/30/2017,2203.1
,
,
,
,
,
,
,
,
,
,
AKAM US,
3/31/2010,240.029
6/30/2010,245.318
9/30/2010,253.551
12/31/2010,284.688
3/31/2011,275.953
6/30/2011,276.989
9/30/2011,281.856
12/31/2011,323.74
3/31/2012,319.448
6/30/2012,331.306
9/30/2012,345.321
12/31/2012,377.872
3/31/2013,368.046
6/30/2013,378.106
9/30/2013,395.79
12/31/2013,435.98
3/31/2014,453.502
6/30/2014,476.035
9/30/2014,498.042
12/31/2014,536.295
3/31/2015,526.536
6/30/2015,540.723
9/30/2015,551.03
12/31/2015,579.159
3/31/2016,567.725
6/30/2016,572.135
9/30/2016,584.065
12/31/2016,616.124
3/31/2017,609.237
6/30/2017,608.908
9/30/2017,621.399
,
,
,
,
,
,
,
,
,
,
ALK US,
3/31/2010,829.9
6/30/2010,976.4
9/30/2010,1067.5
12/31/2010,958.5
3/31/2011,965.2
6/30/2011,1110.2
9/30/2011,1198.1
12/31/2011,1044.3
3/31/2012,1039.3
6/30/2012,1213.2
9/30/2012,1272.2
12/31/2012,1132
3/31/2013,1133
6/30/2013,1256
9/30/2013,1365
12/31/2013,1210
3/31/2014,1222
6/30/2014,1375
9/30/2014,1465
12/31/2014,1306
3/31/2015,1269
6/30/2015,1437
9/30/2015,1515
12/31/2015,1377
3/31/2016,1347
6/30/2016,1494
9/30/2016,1566
12/31/2016,1524
3/31/2017,1749
6/30/2017,2102
9/30/2017,2120
,
,
,
,
,
,
,
,
,
,
ALB US,
3/31/2010,580.27
6/30/2010,592.483
9/30/2010,585.036
12/31/2010,604.975
3/31/2011,696.53
6/30/2011,742.108
9/30/2011,722.977
12/31/2011,707.39
3/31/2012,711.704
6/30/2012,684.894
9/30/2012,661.226
12/31/2012,687.596
3/31/2013,641.625
6/30/2013,634.197
9/30/2013,648.638
12/31/2013,691.956
3/31/2014,656.679
6/30/2014,604.721
9/30/2014,642.418
12/31/2014,598.566
3/31/2015,884.404
6/30/2015,931.485
9/30/2015,905.093
12/31/2015,930.353
3/31/2016,865.398
6/30/2016,888
9/30/2016,654.01
12/31/2016,696.655
3/31/2017,722.063
6/30/2017,737.258
9/30/2017,754.866
,
,
,
,
,
,
,
,
,
,
ARE US,
3/31/2010,116.487
6/30/2010,117.01
9/30/2010,121.629
12/31/2010,132.171
3/31/2011,140.309
6/30/2011,143.976
9/30/2011,143.427
12/31/2011,145.779
3/31/2012,144.966
6/30/2012,154.105
9/30/2012,145.455
12/31/2012,154.17
3/31/2013,150.38
6/30/2013,154.235
9/30/2013,158.63
12/31/2013,168.823
3/31/2014,176.186
6/30/2014,176.402
9/30/2014,185.615
12/31/2014,188.674
3/31/2015,196.753
6/30/2015,204.156
9/30/2015,218.61
12/31/2015,223.955
3/31/2016,216.089
6/30/2016,226.076
9/30/2016,230.379
12/31/2016,249.162
3/31/2017,270.877
6/30/2017,273.059
9/30/2017,285.37
,
,
,
,
,
,
,
,
,
,
ALXN US,
3/31/2010,117.578
6/30/2010,125.834
9/30/2010,141.569
12/31/2010,155.975
3/31/2011,166.126
6/30/2011,185.699
9/30/2011,204.047
12/31/2011,227.559
3/31/2012,244.733
6/30/2012,274.719
9/30/2012,294.136
12/31/2012,320.526
3/31/2013,338.941
6/30/2013,370.091
9/30/2013,400.405
12/31/2013,441.909
3/31/2014,566.616
6/30/2014,512.495
9/30/2014,555.146
12/31/2014,599.476
3/31/2015,600.333
6/30/2015,636.21
9/30/2015,666.637
12/31/2015,700.867
3/31/2016,701.038
6/30/2016,753.116
9/30/2016,799.106
12/31/2016,831
3/31/2017,870
6/30/2017,912
9/30/2017,859
,
,
,
,
,
,
,
,
,
,
ALGN US,
3/31/2010,90.09
6/30/2010,108.196
9/30/2010,95.947
12/31/2010,92.893
3/31/2011,104.856
6/30/2011,120.086
9/30/2011,125.894
12/31/2011,128.905
3/31/2012,135.079
6/30/2012,145.626
9/30/2012,136.496
12/31/2012,142.84
3/31/2013,153.58
6/30/2013,163.828
9/30/2013,164.506
12/31/2013,178.292
3/31/2014,180.646
6/30/2014,192.531
9/30/2014,189.876
12/31/2014,198.6
3/31/2015,198.086
6/30/2015,209.488
9/30/2015,207.636
12/31/2015,230.276
3/31/2016,238.72
6/30/2016,269.362
9/30/2016,278.589
12/31/2016,293.203
3/31/2017,310.341
6/30/2017,356.482
9/30/2017,385.267
,
,
,
,
,
,
,
,
,
,
ALLE US,
12/31/2013,550.6
3/31/2014,472.5
6/30/2014,531.5
9/30/2014,546.7
12/31/2014,573.5
3/31/2015,458.7
6/30/2015,519.5
9/30/2015,544.5
12/31/2015,545.4
3/31/2016,502.3
6/30/2016,584.9
9/30/2016,581.1
12/31/2016,569.7
3/31/2017,548.8
6/30/2017,627
9/30/2017,609.4
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
AGN US,
3/31/2010,856.5
6/30/2010,875.3
9/30/2010,882.4
12/31/2010,952.7
3/31/2011,876.5
6/30/2011,1081.7
9/30/2011,1081.6
12/31/2011,1544.6
3/31/2012,1524.3
6/30/2012,1355.2
9/30/2012,1285.2
12/31/2012,1750.2
3/31/2013,1895.5
6/30/2013,1989.8
9/30/2013,2013
12/31/2013,2779.3
3/31/2014,2655.1
6/30/2014,2667.2
9/30/2014,3653.6
12/31/2014,4014.9
3/31/2015,4202.7
6/30/2015,5731.5
9/30/2015,4085.2
12/31/2015,4197.5
3/31/2016,3795.9
6/30/2016,3684.8
9/30/2016,3622.2
12/31/2016,3864.3
3/31/2017,3572.9
6/30/2017,4007.4
9/30/2017,4034.3
,
,
,
,
,
,
,
,
,
,
ADS US,
3/31/2010,663.5
6/30/2010,669.8
9/30/2010,702.4
12/31/2010,755.7
3/31/2011,740.4
6/30/2011,740.5
9/30/2011,844.8
12/31/2011,847.6
3/31/2012,891.6
6/30/2012,866.5
9/30/2012,911.5
12/31/2012,971.9
3/31/2013,1053.4
6/30/2013,1028.1
9/30/2013,1096.4
12/31/2013,1141.1
3/31/2014,1232.9
6/30/2014,1265
9/30/2014,1319.1
12/31/2014,1485.8
3/31/2015,1601.2
6/30/2015,1501
9/30/2015,1589.1
12/31/2015,1748.9
3/31/2016,1676.1
6/30/2016,1748.8
9/30/2016,1885.6
12/31/2016,1827.6
3/31/2017,1879
6/30/2017,1821.8
9/30/2017,1912.4
,
,
,
,
,
,
,
,
,
,
LNT US,
3/31/2010,891.3
6/30/2010,741.6
9/30/2010,951.7
12/31/2010,832.6
3/31/2011,945
6/30/2011,819.5
9/30/2011,1021.6
12/31/2011,879.2
3/31/2012,765.7
6/30/2012,690.3
9/30/2012,887.6
12/31/2012,750.9
3/31/2013,859.6
6/30/2013,718
9/30/2013,866.6
12/31/2013,832.6
3/31/2014,952.8
6/30/2014,750.3
9/30/2014,843.1
12/31/2014,804.1
3/31/2015,897.4
6/30/2015,717.2
9/30/2015,898.9
12/31/2015,740.1
3/31/2016,843.8
6/30/2016,754.6
9/30/2016,924.6
12/31/2016,797
3/31/2017,853.9
6/30/2017,765.3
9/30/2017,906.9
,
,
,
,
,
,
,
,
,
,
ALL US,
3/31/2010,8097
6/30/2010,8107
9/30/2010,8052
12/31/2010,7971
3/31/2011,7999
6/30/2011,8024
9/30/2011,7978
12/31/2011,8150
3/31/2012,8194
6/30/2012,8251
9/30/2012,8200
12/31/2012,8343
3/31/2013,8332
6/30/2013,8425
9/30/2013,8506
12/31/2013,8650
3/31/2014,8684
6/30/2014,8620
9/30/2014,8642
12/31/2014,8653
3/31/2015,8813
6/30/2015,8874
9/30/2015,8995
12/31/2015,8941
3/31/2016,7787
6/30/2016,9140
9/30/2016,9185
12/31/2016,9268
3/31/2017,9300
6/30/2017,9506
9/30/2017,9606
,
,
,
,
,
,
,
,
,
,
GOOGL US,
3/31/2010,5060
6/30/2010,5090
9/30/2010,5476
12/31/2010,6370
3/31/2011,6535
6/30/2011,6920
9/30/2011,7510
12/31/2011,8134
3/31/2012,8140
6/30/2012,8360
9/30/2012,11330
12/31/2012,12160
3/31/2013,11010
6/30/2013,11100
9/30/2013,11920
12/31/2013,13550
3/31/2014,12190
6/30/2014,12670
9/30/2014,13170
12/31/2014,14483
3/31/2015,13913
6/30/2015,14350
9/30/2015,15109
12/31/2015,17274
3/31/2016,16469
6/30/2016,17525
9/30/2016,18269
12/31/2016,21216
3/31/2017,20121
6/30/2017,20919
9/30/2017,22270
,
,
,
,
,
,
,
,
,
,
GOOG US,
3/31/2010,5060
6/30/2010,5090
9/30/2010,5476
12/31/2010,6370
3/31/2011,6535
6/30/2011,6920
9/30/2011,7510
12/31/2011,8134
3/31/2012,8140
6/30/2012,8360
9/30/2012,11330
12/31/2012,12160
3/31/2013,11010
6/30/2013,11100
9/30/2013,11920
12/31/2013,13550
3/31/2014,12190
6/30/2014,12670
9/30/2014,13170
12/31/2014,14483
3/31/2015,13913
6/30/2015,14350
9/30/2015,15109
12/31/2015,17274
3/31/2016,16469
6/30/2016,17525
9/30/2016,18269
12/31/2016,21216
3/31/2017,20121
6/30/2017,20919
9/30/2017,22270
,
,
,
,
,
,
,
,
,
,
MO US,
3/31/2010,3951
6/30/2010,4341
9/30/2010,4461
12/31/2010,4139
3/31/2011,3943
6/30/2011,4002
9/30/2011,4328
12/31/2011,4346
3/31/2012,3994
6/30/2012,4580
9/30/2012,4466
12/31/2012,4460
3/31/2013,3973
6/30/2013,4526
9/30/2013,4760
12/31/2013,4404
3/31/2014,4008
6/30/2014,4571
9/30/2014,4753
12/31/2014,4613
3/31/2015,4272
6/30/2015,4875
9/30/2015,4978
12/31/2015,4729
3/31/2016,4530
6/30/2016,4881
9/30/2016,5193
12/31/2016,4733
3/31/2017,4589
6/30/2017,5068
9/30/2017,5123
,
,
,
,
,
,
,
,
,
,
AMZN US,
3/31/2010,7131
6/30/2010,6566
9/30/2010,7560
12/31/2010,12948
3/31/2011,9857
6/30/2011,9913
9/30/2011,10876
12/31/2011,17431
3/31/2012,13185
6/30/2012,12834
9/30/2012,13806
12/31/2012,21268
3/31/2013,16070
6/30/2013,15704
9/30/2013,17092
12/31/2013,25587
3/31/2014,19741
6/30/2014,19340
9/30/2014,20579
12/31/2014,29328
3/31/2015,22717
6/30/2015,23185
9/30/2015,25358
12/31/2015,35747
3/31/2016,29128
6/30/2016,30404
9/30/2016,32714
12/31/2016,43741
3/31/2017,35714
6/30/2017,37955
9/30/2017,43744
,
,
,
,
,
,
,
,
,
,
AEE US,
3/31/2010,1916
6/30/2010,1704
9/30/2010,2254
12/31/2010,1706
3/31/2011,1904
6/30/2011,1781
9/30/2011,2268
12/31/2011,1578
3/31/2012,1658
6/30/2012,1660
9/30/2012,2001
12/31/2012,1509
3/31/2013,1475
6/30/2013,1403
9/30/2013,1638
12/31/2013,1322
3/31/2014,1594
6/30/2014,1419
9/30/2014,1670
12/31/2014,1370
3/31/2015,1556
6/30/2015,1401
9/30/2015,1833
12/31/2015,1308
3/31/2016,1434
6/30/2016,1427
9/30/2016,1859
12/31/2016,1356
3/31/2017,1514
6/30/2017,1538
9/30/2017,1723
,
,
,
,
,
,
,
,
,
,
AAL US,
3/31/2010,5068
6/30/2010,5674
9/30/2010,5842
12/31/2010,5586
3/31/2011,5533
6/30/2011,6114
9/30/2011,6376
3/31/2012,6037
6/30/2012,6452
9/30/2012,6429
12/31/2012,5937
3/31/2013,6098
6/30/2013,6449
9/30/2013,6828
12/31/2013,9983
3/31/2014,9995
6/30/2014,11355
9/30/2014,11139
12/31/2014,10160
3/31/2015,9827
6/30/2015,10827
9/30/2015,10706
12/31/2015,9630
3/31/2016,9435
6/30/2016,10363
9/30/2016,10594
12/31/2016,9789
3/31/2017,9624
6/30/2017,11105
9/30/2017,10878
,
,
,
,
,
,
,
,
,
,
,
AEP US,
3/31/2010,3600
6/30/2010,3400
9/30/2010,4064
12/31/2010,3400
3/31/2011,3700
6/30/2011,3600
9/30/2011,4300
12/31/2011,3400
3/31/2012,3600
6/30/2012,3600
9/30/2012,4200
12/31/2012,3600
3/31/2013,3800
6/30/2013,3600
9/30/2013,4200
12/31/2013,3800
3/31/2014,4600
6/30/2014,4000
9/30/2014,4300
12/31/2014,4000
3/31/2015,4700
6/30/2015,3900
9/30/2015,4400
12/31/2015,3694
3/31/2016,4000
6/30/2016,3900
9/30/2016,4700
12/31/2016,3800
3/31/2017,3933.3
6/30/2017,3600
9/30/2017,4100
,
,
,
,
,
,
,
,
,
,
AXP US,
3/31/2010,6606
6/30/2010,6858
9/30/2010,7033
12/31/2010,7322
3/31/2011,7031
6/30/2011,7618
9/30/2011,7571
12/31/2011,7742
3/31/2012,7614
6/30/2012,7965
9/30/2012,7862
12/31/2012,8100
3/31/2013,7881
6/30/2013,8245
9/30/2013,8301
12/31/2013,8547
3/31/2014,8199
6/30/2014,8657
9/30/2014,8329
12/31/2014,8388
3/31/2015,7950
6/30/2015,8284
9/30/2015,8193
12/31/2015,8391
3/31/2016,8088
6/30/2016,8235
9/30/2016,7774
12/31/2016,8022
3/31/2017,7889
6/30/2017,8307
9/30/2017,8436
,
,
,
,
,
,
,
,
,
,
AIG US,
3/31/2010,16330
6/30/2010,19982
9/30/2010,19091
3/31/2011,17436
6/30/2011,16676
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
AMT US,
12/31/2011,653.199
3/31/2012,696.517
6/30/2012,697.734
9/30/2012,713.335
12/31/2012,768.374
3/31/2013,802.728
6/30/2013,808.83
9/30/2013,807.88
12/31/2013,941.969
3/31/2014,984.089
6/30/2014,1031.457
9/30/2014,1038.188
12/31/2014,1046.314
3/31/2015,1079.19
6/30/2015,1174.375
9/30/2015,1237.91
12/31/2015,1280.041
3/31/2016,1289.047
6/30/2016,1442.227
9/30/2016,1514.845
12/31/2016,1539.549
3/31/2017,1616
6/30/2017,1662.434
9/30/2017,1680.766
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
AWK US,
3/31/2010,588.053
6/30/2010,671.223
9/30/2010,786.946
12/31/2010,664.455
3/31/2011,610.936
6/30/2011,674.248
9/30/2011,766.45
12/31/2011,639.779
3/31/2012,618.554
6/30/2012,745.607
9/30/2012,831.815
12/31/2012,680.913
3/31/2013,636.137
6/30/2013,724.265
9/30/2013,829.196
12/31/2013,712.26
3/31/2014,681.946
6/30/2014,759.159
9/30/2014,846.169
12/31/2014,731.378
3/31/2015,698.078
6/30/2015,782.121
9/30/2015,896.206
12/31/2015,783
3/31/2016,743
6/30/2016,827
9/30/2016,930
12/31/2016,802
3/31/2017,756
6/30/2017,844
9/30/2017,936
,
,
,
,
,
,
,
,
,
,
AMP US,
3/31/2010,2160
6/30/2010,2379
9/30/2010,2431
12/31/2010,2632
3/31/2011,2654
6/30/2011,2623
9/30/2011,2455
12/31/2011,2455
3/31/2012,2511
6/30/2012,2518
9/30/2012,2517
12/31/2012,2597
3/31/2013,2608
6/30/2013,2738
9/30/2013,2695
12/31/2013,2816
3/31/2014,2812
6/30/2014,2915
9/30/2014,2899
12/31/2014,2965
3/31/2015,2898
6/30/2015,2983
9/30/2015,2875
12/31/2015,2978
3/31/2016,2788
6/30/2016,2856
9/30/2016,2954
12/31/2016,2937
3/31/2017,2860
6/30/2017,2950
9/30/2017,2967
,
,
,
,
,
,
,
,
,
,
ABC US,
3/31/2010,19300.627
6/30/2010,19602.12
9/30/2010,19715.373
12/31/2010,19888.609
3/31/2011,19760.257
6/30/2011,20161.022
9/30/2011,20407.67
12/31/2011,20360.645
3/31/2012,20071.271
6/30/2012,19769.384
9/30/2012,19452.974
12/31/2012,21466.314
3/31/2013,20523.668
6/30/2013,21906.648
9/30/2013,24469.04
12/31/2013,29176.362
3/31/2014,28455.903
6/30/2014,30348.154
9/30/2014,31588.708
12/31/2014,33588.602
3/31/2015,32669.267
6/30/2015,34233.556
9/30/2015,35470.378
12/31/2015,36709.046
3/31/2016,35698.357
6/30/2016,36881.68
9/30/2016,37560.603
12/31/2016,38169.265
3/31/2017,37147.402
6/30/2017,38707.144
9/30/2017,39120.015
,
,
,
,
,
,
,
,
,
,
AME US,
3/31/2010,556.662
6/30/2010,591.941
9/30/2010,644.374
12/31/2010,677.975
3/31/2011,717.783
6/30/2011,758.834
9/30/2011,750.546
12/31/2011,762.751
3/31/2012,827.152
6/30/2012,825.898
9/30/2012,839.373
12/31/2012,841.79
3/31/2013,882.853
6/30/2013,878.809
9/30/2013,890.006
12/31/2013,942.468
3/31/2014,975.292
6/30/2014,990.718
9/30/2014,1031.811
12/31/2014,1024.143
3/31/2015,984.059
6/30/2015,1003.726
9/30/2015,998.527
12/31/2015,987.983
3/31/2016,944.398
6/30/2016,977.706
9/30/2016,945.03
12/31/2016,972.953
3/31/2017,1007.682
6/30/2017,1064.604
9/30/2017,1084.799
,
,
,
,
,
,
,
,
,
,
AMGN US,
3/31/2010,3592
6/30/2010,3804
9/30/2010,3816
12/31/2010,3841
3/31/2011,3706
6/30/2011,3959
9/30/2011,3944
12/31/2011,3973
3/31/2012,4048
6/30/2012,4477
9/30/2012,4319
12/31/2012,4421
3/31/2013,4238
6/30/2013,4679
9/30/2013,4748
12/31/2013,5011
3/31/2014,4521
6/30/2014,5180
9/30/2014,5031
12/31/2014,5331
3/31/2015,5033
