MMM US,
2/26/2012,2147.704
5/27/2012,2109.652
8/26/2012,2031.222
11/25/2012,1949.8
2/24/2013,2261.615
5/26/2013,2265.222
8/25/2013,2195.36
11/24/2013,2065.565
2/23/2014,2251.24
5/25/2014,2332.45
8/24/2014,1594.19
11/23/2014,1547.3
2/22/2015,1724.368
5/31/2015,1871.095
8/30/2015,1673.857
11/29/2015,1620.429
2/28/2016,1845.579
5/29/2016,1818.15
8/28/2016,1718.857
11/27/2016,1648.4
2/26/2017,1863.474
5/28/2017,1899.2
8/27/2017,1931.211
11/26/2017,1855.727
,
,
,
,
,
,
,
,
,
DVA US,
3/31/2010,1549
6/30/2010,1607
9/30/2010,1623.333
12/31/2010,1656
3/31/2011,1597.133
6/30/2011,1668
9/30/2011,1786.692
12/31/2011,1851.308
3/31/2012,1847.667
6/30/2012,1917
9/30/2012,1990.231
12/31/2012,2313
3/31/2013,2786.909
6/30/2013,2880.727
9/30/2013,2908.7
12/31/2013,3013.273
3/31/2014,3022.154
6/30/2014,3094.429
9/30/2014,3198.455
12/31/2014,3261.583
3/31/2015,3239.3
6/30/2015,3367.5
9/30/2015,3463.364
12/31/2015,3499
3/31/2016,3501
6/30/2016,3658.333
9/30/2016,3722.889
12/31/2016,3740.75
3/31/2017,3685.25
6/30/2017,3817
9/30/2017,3922.6
,
,
,
,
,
,
,
,
,
,
DE US,
1/31/2010,4297.154
4/30/2010,6832
7/31/2010,6723.083
10/31/2010,6282.857
1/31/2011,5615.091
4/30/2011,8237.7
7/31/2011,7546
10/31/2011,7856.077
1/31/2012,6456.071
4/30/2012,9636.933
7/31/2012,9562.571
10/31/2012,8849.167
1/31/2013,6730.6
4/30/2013,9940.917
7/31/2013,9261.083
10/31/2013,8623.25
1/31/2014,6548.778
4/30/2014,9646.167
7/31/2014,8718.833
10/31/2014,7665
1/31/2015,5493.933
4/30/2015,7514.692
7/31/2015,7169
10/31/2015,6134.438
1/31/2016,4896.769
4/30/2016,6692.667
7/31/2016,6055.615
10/31/2016,5442.308
1/29/2017,4632.538
4/30/2017,7266.417
7/30/2017,6912.545
10/29/2017,6903.818
,
,
,
,
,
,
,
,
,
DAL US,
3/31/2010,7008.857
6/30/2010,8251.4
9/30/2010,8824.3
12/31/2010,7735.778
3/31/2011,7600.7
6/30/2011,9138.778
9/30/2011,9752.7
12/31/2011,8322.667
3/31/2012,8363
6/30/2012,9668.917
9/30/2012,9971.583
12/31/2012,8613.182
3/31/2013,8509
6/30/2013,9743.2
9/30/2013,10471.917
12/31/2013,9041.917
3/31/2014,8919.308
6/30/2014,10651.154
9/30/2014,11115.429
12/31/2014,9547.071
3/31/2015,9397.143
6/30/2015,10637.5
9/30/2015,11100.455
12/31/2015,9612
3/31/2016,9264.727
6/30/2016,10482.2
9/30/2016,10531.083
12/31/2016,9408.182
3/31/2017,9144.556
6/30/2017,10794.077
9/30/2017,11027.545
,
,
,
,
,
,
,
,
,
,
XRAY US,
3/31/2010,532.333
6/30/2010,573.714
9/30/2010,532.125
12/31/2010,571.833
3/31/2011,556
6/30/2011,577.3
9/30/2011,595.818
12/31/2011,723.375
3/31/2012,719.2
6/30/2012,749.444
9/30/2012,714.111
12/31/2012,742.727
3/31/2013,731.9
6/30/2013,783.091
9/30/2013,716.2
12/31/2013,767.8
3/31/2014,747.273
6/30/2014,782.909
9/30/2014,727.9
12/31/2014,751.091
3/31/2015,691.455
6/30/2015,715.455
9/30/2015,667
12/31/2015,687.444
3/31/2016,751.625
6/30/2016,1029.455
9/30/2016,972.75
12/31/2016,1008.308
3/31/2017,916.538
6/30/2017,1000.571
9/30/2017,980
,
,
,
,
,
,
,
,
,
,
DVN US,
3/31/2010,2282
6/30/2010,2249.111
9/30/2010,2190.9
12/31/2010,2195.727
3/31/2011,2199.231
6/30/2011,2379.615
9/30/2011,2350.75
12/31/2011,2374.455
3/31/2012,2393.733
6/30/2012,2158.467
9/30/2012,2318.8
12/31/2012,2229.111
3/31/2013,2378.5
6/30/2013,2446.5
9/30/2013,2858.455
12/31/2013,2851.5
3/31/2014,3052.2
6/30/2014,4040.875
9/30/2014,4452.4
12/31/2014,4435.909
3/31/2015,3798.3
6/30/2015,3633.636
9/30/2015,3911.273
12/31/2015,3607.3
3/31/2016,2577.923
6/30/2016,2312.857
9/30/2016,2661
12/31/2016,2838.667
3/31/2017,3044.917
6/30/2017,3258
9/30/2017,3154.286
,
,
,
,
,
,
,
,
,
,
DLR US,
3/31/2010,176
6/30/2010,196
9/30/2010,213.8
12/31/2010,242.75
3/31/2011,245.818
6/30/2011,254
9/30/2011,267.5
12/31/2011,274.889
3/31/2012,283.455
6/30/2012,295.333
9/30/2012,323.6
12/31/2012,350.75
3/31/2013,358.692
6/30/2013,365.636
9/30/2013,374.364
12/31/2013,375.333
3/31/2014,384.667
6/30/2014,395.4
9/30/2014,408.125
12/31/2014,416.222
3/31/2015,413.143
6/30/2015,411.25
9/30/2015,425.25
12/31/2015,506.286
3/31/2016,514.8
6/30/2016,514.333
9/30/2016,536.222
12/31/2016,550
3/31/2017,551.182
6/30/2017,559.769
9/30/2017,592.8
,
,
,
,
,
,
,
,
,
,
DFS US,
2/28/2010,1665.75
5/31/2010,1624.75
8/31/2010,1644.25
11/30/2010,1631.5
2/28/2011,1638.111
5/31/2011,1701.333
8/31/2011,1768.538
11/30/2011,1813.308
2/29/2012,1834.923
5/31/2012,1859.125
8/31/2012,1900.333
11/30/2012,1967.188
3/31/2013,1997
6/30/2013,2026.444
9/30/2013,2064.706
12/31/2013,2106.176
3/31/2014,2118.059
6/30/2014,2156.5
9/30/2014,2196.067
12/31/2014,2198.375
3/31/2015,2166.529
6/30/2015,2222.765
9/30/2015,2204.733
12/31/2015,2222.778
3/31/2016,2175.833
6/30/2016,2226.438
9/30/2016,2273.118
12/31/2016,2338.611
3/31/2017,2355.647
6/30/2017,2405.867
9/30/2017,2496.133
,
,
,
,
,
,
,
,
,
,
DISCA US,
3/31/2010,863.857
6/30/2010,941.923
9/30/2010,918.6
12/31/2010,1029.412
3/31/2011,937.789
6/30/2011,1048.889
9/30/2011,1014.5
12/31/2011,1108.9
3/31/2012,1058.857
6/30/2012,1155.409
9/30/2012,1093.609
12/31/2012,1197.667
3/31/2013,1152.571
6/30/2013,1482
9/30/2013,1391.9
12/31/2013,1548.409
3/31/2014,1430.35
6/30/2014,1598.619
9/30/2014,1589.048
12/31/2014,1698.917
3/31/2015,1544.136
6/30/2015,1673.13
9/30/2015,1575.174
12/31/2015,1668.391
3/31/2016,1562.609
6/30/2016,1709.227
9/30/2016,1573.864
12/31/2016,1686.565
3/31/2017,1628.087
6/30/2017,1761.875
9/30/2017,1637.85
,
,
,
,
,
,
,
,
,
,
DISCK US,
3/31/2010,863.857
6/30/2010,941.923
9/30/2010,918.6
12/31/2010,1029.412
3/31/2011,937.789
6/30/2011,1048.889
9/30/2011,1014.5
12/31/2011,1108.9
3/31/2012,1058.857
6/30/2012,1155.409
9/30/2012,1093.609
12/31/2012,1197.667
3/31/2013,1152.571
6/30/2013,1482
9/30/2013,1391.9
12/31/2013,1548.409
3/31/2014,1430.35
6/30/2014,1598.619
9/30/2014,1589.048
12/31/2014,1698.917
3/31/2015,1544.136
6/30/2015,1673.13
9/30/2015,1575.174
12/31/2015,1668.391
3/31/2016,1562.609
6/30/2016,1709.227
9/30/2016,1573.864
12/31/2016,1686.565
3/31/2017,1628.087
6/30/2017,1761.875
9/30/2017,1637.85
,
,
,
,
,
,
,
,
,
,
DISH US,
3/31/2010,3046.846
6/30/2010,3128.917
9/30/2010,3159.273
12/31/2010,3202.714
3/31/2011,3228.188
6/30/2011,3391.063
9/30/2011,3632.8
12/31/2011,3622.125
3/31/2012,3622.941
6/30/2012,3635.063
9/30/2012,3565.211
12/31/2012,3562.294
3/31/2013,3616.944
6/30/2013,3647.105
9/30/2013,3587.158
12/31/2013,3595.857
3/31/2014,3575.786
6/30/2014,3688.706
9/30/2014,3692.667
12/31/2014,3700
3/31/2015,3731.167
6/30/2015,3785.278
9/30/2015,3791.833
12/31/2015,3739.579
3/31/2016,3803
6/30/2016,3855.611
9/30/2016,3741.222
12/31/2016,3763.75
3/31/2017,3775
6/30/2017,3718.563
9/30/2017,3599.5
,
,
,
,
,
,
,
,
,
,
DG US,
1/29/2010,3181.636
4/30/2010,3031.4
7/30/2010,3219.786
10/29/2010,3229.938
1/28/2011,3523.846
4/29/2011,3416.067
7/29/2011,3538.5
10/28/2011,3572.294
2/3/2012,4100.714
5/4/2012,3826.286
8/3/2012,3958
11/2/2012,3961
2/1/2013,4258.636
5/3/2013,4238.095
8/2/2013,4354.885
11/1/2013,4416.542
1/31/2014,4615.217
5/2/2014,4559.773
8/1/2014,4765.87
10/31/2014,4756.458
1/30/2015,4950.957
5/1/2015,4938.591
7/31/2015,5133.955
10/30/2015,5089.391
1/29/2016,5283.333
4/29/2016,5281.783
7/29/2016,5497.619
10/28/2016,5364.364
2/3/2017,5962.542
5/5/2017,5583.708
8/4/2017,5801.913
11/3/2017,5804.478
,
,
,
,
,
,
,
,
,
DLTR US,
1/30/2010,1559.083
5/1/2010,1314.389
7/31/2010,1347.556
10/30/2010,1379.75
1/29/2011,1741.4
4/30/2011,1510.438
7/30/2011,1549.333
10/29/2011,1576.353
1/28/2012,1926.571
4/28/2012,1694.955
7/28/2012,1710.409
10/27/2012,1723.818
2/2/2013,2227.045
5/4/2013,1868.476
8/3/2013,1857.125
11/2/2013,1907.864
2/1/2014,2282.476
5/3/2014,2013.286
8/2/2014,2011.857
11/1/2014,2064.429
1/31/2015,2473.381
5/2/2015,2202.095
8/1/2015,3036.8
10/31/2015,4838.273
1/30/2016,5405.714
4/30/2016,5091.714
7/30/2016,5095.579
10/29/2016,5063.5
1/28/2017,5619.19
4/29/2017,5291.091
7/29/2017,5236.35
10/28/2017,5277.19
,
,
,
,
,
,
,
,
,
D US,
3/31/2010,4356.5
6/30/2010,3430.75
9/30/2010,3861.6
12/31/2010,3794.75
3/31/2011,4203
6/30/2011,3367.333
9/30/2011,3869
12/31/2011,3982.667
3/31/2012,3994
6/30/2012,3246.25
9/30/2012,3656.25
12/31/2012,3372
3/31/2013,3178.6
6/30/2013,2971.4
9/30/2013,2510
12/31/2013,2937.167
3/31/2014,3189.2
6/30/2014,2835
9/30/2014,3314.571
12/31/2014,3099.857
3/31/2015,3573.667
6/30/2015,3066.143
9/30/2015,3318
12/31/2015,3753.333
3/31/2016,3384
6/30/2016,2919
9/30/2016,3285.8
12/31/2016,3834.5
3/31/2017,3493.833
6/30/2017,2938.5
9/30/2017,3312.167
,
,
,
,
,
,
,
,
,
,
DOV US,
3/31/2010,1496.25
6/30/2010,1661.75
9/30/2010,1782
12/31/2010,1756.833
3/31/2011,1865
6/30/2011,2087.444
9/30/2011,2180.75
12/31/2011,2032.375
3/31/2012,2009.222
6/30/2012,2184.364
9/30/2012,2247.167
12/31/2012,2001
3/31/2013,2072.231
6/30/2013,2196.714
9/30/2013,2307.267
12/31/2013,2173.143
3/31/2014,1869.846
6/30/2014,2068.917
9/30/2014,2046.545
12/31/2014,2039.692
3/31/2015,1713.615
6/30/2015,1765.462
9/30/2015,1809.923
12/31/2015,1651.714
3/31/2016,1592
6/30/2016,1715.231
9/30/2016,1700.667
12/31/2016,1711.4
3/31/2017,1770.8
6/30/2017,1942.5
9/30/2017,1990.929
,
,
,
,
,
,
,
,
,
,
DWDP US,
3/31/2016,14181.5
6/30/2016,15230.5
9/30/2016,14736.5
12/31/2016,15377
3/31/2017,18324
6/30/2017,18685.167
9/30/2017,17979.462
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
DPS US,
3/31/2010,1280.857
6/30/2010,1532.857
9/30/2010,1466.444
12/31/2010,1406.375
3/31/2011,1306.111
6/30/2011,1593.333
9/30/2011,1530.7
12/31/2011,1446.125
3/31/2012,1358.3
6/30/2012,1627.3
9/30/2012,1564.5
12/31/2012,1494.7
3/31/2013,1384.7
6/30/2013,1645
9/30/2013,1561
12/31/2013,1472.417
3/31/2014,1378.333
6/30/2014,1623.571
9/30/2014,1541.188
12/31/2014,1478.063
3/31/2015,1416.625
6/30/2015,1654.25
9/30/2015,1596
12/31/2015,1529.6
3/31/2016,1467.4
6/30/2016,1682.667
9/30/2016,1654.133
12/31/2016,1571.308
3/31/2017,1550.8
6/30/2017,1768.267
9/30/2017,1767.857
,
,
,
,
,
,
,
,
,
,
DTE US,
3/31/2010,2489
6/30/2010,1739
9/30/2010,1969.333
12/31/2010,2354.333
3/31/2011,2138
6/30/2011,1930.333
9/30/2011,2238
12/31/2011,2021.75
3/31/2012,2406.5
6/30/2012,2160
9/30/2012,2366.667
12/31/2012,2482.667
3/31/2013,2446.25
6/30/2013,2078
9/30/2013,2423.833
12/31/2013,2607.4
3/31/2014,2690
6/30/2014,2215.5
9/30/2014,2524.333
12/31/2014,2560
3/31/2015,3424.857
6/30/2015,2403.333
9/30/2015,2683.429
12/31/2015,2869.2
3/31/2016,2908.8
6/30/2016,2193.6
9/30/2016,2777
12/31/2016,2877.333
3/31/2017,2932
6/30/2017,2363.75
9/30/2017,2729.333
,
,
,
,
,
,
,
,
,
,
DRE US,
3/31/2010,216
6/30/2010,219.25
9/30/2010,220.6
12/31/2010,233
3/31/2011,246.444
6/30/2011,237.571
9/30/2011,231
12/31/2011,230.667
3/31/2012,198.222
6/30/2012,206.571
9/30/2012,206.2
12/31/2012,232.667
3/31/2013,224.143
6/30/2013,225.857
9/30/2013,231
12/31/2013,229.429
3/31/2014,222
6/30/2014,237.5
9/30/2014,236.2
12/31/2014,232.25
3/31/2015,235.333
6/30/2015,204.25
9/30/2015,229
12/31/2015,231.5
3/31/2016,234
6/30/2016,237
9/30/2016,236.5
12/31/2016,230
3/31/2017,230
6/30/2017,228
9/30/2017,188
,
,
,
,
,
,
,
,
,
,
DUK US,
3/31/2010,3384.167
6/30/2010,3114.125
9/30/2010,3719.714
12/31/2010,3162
3/31/2011,3571.25
6/30/2011,3306.75
9/30/2011,4014.8
12/31/2011,3372.8
3/31/2012,3577.5
6/30/2012,4249.167
9/30/2012,7044.667
12/31/2012,5549.4
3/31/2013,5692.6
6/30/2013,5729.429
9/30/2013,7321.429
12/31/2013,6322.667
3/31/2014,6570.4
6/30/2014,6135.833
9/30/2014,7188
12/31/2014,6216.2
3/31/2015,6297.286
6/30/2015,5853.429
9/30/2015,6810.375
12/31/2015,6112
3/31/2016,6023.857
6/30/2016,5682
9/30/2016,6912.167
12/31/2016,5892.25
3/31/2017,5757
6/30/2017,5760.333
9/30/2017,6992.4
,
,
,
,
,
,
,
,
,
,
DXC US,
12/31/2016,1917
3/31/2017,1939.6
6/30/2017,5936.583
9/30/2017,5989.938
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
ETFC US,
3/31/2010,237.5
6/30/2010,405.25
9/30/2010,315.167
12/31/2010,329.75
3/31/2011,383.25
6/30/2011,514.875
9/30/2011,519.778
12/31/2011,489.111
3/31/2012,472.5
6/30/2012,465.5
9/30/2012,440.556
12/31/2012,473.273
3/31/2013,438.364
6/30/2013,420.9
9/30/2013,420.3
12/31/2013,424.091
3/31/2014,459.3
6/30/2014,430
9/30/2014,427.2
12/31/2014,448.7
3/31/2015,446.182
6/30/2015,447.615
9/30/2015,445.75
12/31/2015,454.5
3/31/2016,472.923
6/30/2016,470.231
9/30/2016,472.308
12/31/2016,508.231
3/31/2017,532.923
6/30/2017,553.75
9/30/2017,598.167
,
,
,
,
,
,
,
,
,
,
EMN US,
3/31/2010,1306.333
6/30/2010,1626.714
9/30/2010,1707.286
12/31/2010,1469.875
3/31/2011,1529.125
6/30/2011,1806.143
9/30/2011,1766.571
12/31/2011,1637.556
3/31/2012,1849.167
6/30/2012,1938.75
9/30/2012,2345.4
12/31/2012,2237.667
3/31/2013,2376
6/30/2013,2409.222
9/30/2013,2341.556
12/31/2013,2244.111
3/31/2014,2411.2
6/30/2014,2505.667
9/30/2014,2398.25
12/31/2014,2336.111
3/31/2015,2570.7
6/30/2015,2653.444
9/30/2015,2574.4
12/31/2015,2409.182
3/31/2016,2310.1
6/30/2016,2361.833
9/30/2016,2300.333
12/31/2016,2142.615
3/31/2017,2255.7
6/30/2017,2333.3
9/30/2017,2354.091
,
,
,
,
,
,
,
,
,
,
ETN US,
3/31/2010,3066.333
6/30/2010,3248.615
9/30/2010,3420.214
12/31/2010,3630.857
3/31/2011,3642.5
6/30/2011,4000.692
9/30/2011,4186.692
12/31/2011,4166.308
3/31/2012,4004.538
6/30/2012,4247.214
9/30/2012,4210.867
12/31/2012,4346.357
3/31/2013,5420.667
6/30/2013,5779.944
9/30/2013,5683.471
12/31/2013,5545.944
3/31/2014,5488.211
6/30/2014,5763.733
9/30/2014,5804.625
12/31/2014,5587.222
3/31/2015,5297
6/30/2015,5495.579
9/30/2015,5270.25
12/31/2015,5104.19
3/31/2016,4776.25
6/30/2016,5061.5
9/30/2016,5053.632
12/31/2016,4906.526
3/31/2017,4695.875
6/30/2017,5137.267
9/30/2017,5123.4
,
,
,
,
,
,
,
,
,
,
EBAY US,
3/31/2010,2188.522
6/30/2010,2160.636
9/30/2010,2184.636
12/31/2010,2488.5
3/31/2011,2482.28
6/30/2011,2605.25
9/30/2011,2909.261
12/31/2011,3322.393
3/31/2012,3155.259
6/30/2012,3361.2
9/30/2012,3408.971
12/31/2012,3977.677
3/31/2013,3765.618
6/30/2013,3892.333
9/30/2013,3904.861
12/31/2013,4552.514
3/31/2014,4228.314
6/30/2014,4389.324
9/30/2014,4365.794
12/31/2014,4927.182
3/31/2015,4419.933
6/30/2015,4493.912
9/30/2015,2180.207
12/31/2015,2315.138
3/31/2016,2083.357
6/30/2016,2173.103
9/30/2016,2186.161
12/31/2016,2398.097
3/31/2017,2207.069
6/30/2017,2309.346
9/30/2017,2370.69
,
,
,
,
,
,
,
,
,
,
ECL US,
3/31/2010,1418.727
6/30/2010,1508.727
9/30/2010,1592.083
12/31/2010,1594.7
3/31/2011,1486.727
6/30/2011,1648
9/30/2011,1741.583
12/31/2011,1908.625
3/31/2012,2708.273
6/30/2012,3018.5
9/30/2012,3072.333
12/31/2012,3039
3/31/2013,2885.538
6/30/2013,3389.857
9/30/2013,3538.231
12/31/2013,3542.533
3/31/2014,3316.067
6/30/2014,3554.714
9/30/2014,3729.267
12/31/2014,3721.857
3/31/2015,3354.929
6/30/2015,3484.438
9/30/2015,3551
12/31/2015,3487
3/31/2016,3119.25
6/30/2016,3324.333
9/30/2016,3491.063
12/31/2016,3462.313
3/31/2017,3159.938
6/30/2017,3400.933
9/30/2017,3545.5
,
,
,
,
,
,
,
,
,
,
EIX US,
3/31/2010,3084.8
6/30/2010,3203.6
9/30/2010,3950.667
12/31/2010,4464.25
3/31/2011,3144.75
6/30/2011,3024.75
9/30/2011,4276.8
12/31/2011,3226
3/31/2012,2858
6/30/2012,2858.8
9/30/2012,3789.8
12/31/2012,2919.75
3/31/2013,2825.25
6/30/2013,2669.857
9/30/2013,3546.667
12/31/2013,2947
3/31/2014,2799
6/30/2014,3062.5
9/30/2014,3912
12/31/2014,2556.429
3/31/2015,2995.667
6/30/2015,3126.25
9/30/2015,4198.125
12/31/2015,3399.857
3/31/2016,2844.833
6/30/2016,3158.667
9/30/2016,3896.2
12/31/2016,3490
3/31/2017,2711.75
6/30/2017,2919.25
9/30/2017,3448
,
,
,
,
,
,
,
,
,
,
EW US,
3/31/2010,347.381
6/30/2010,361.316
9/30/2010,353.19
12/31/2010,384.65
3/31/2011,383.857
6/30/2011,424.909
9/30/2011,404.19
12/31/2011,447.409
3/31/2012,449.526
6/30/2012,489
9/30/2012,448.167
12/31/2012,500.737
3/31/2013,518.9
6/30/2013,514.474
9/30/2013,492.294
12/31/2013,532.529
3/31/2014,525.889
6/30/2014,544.412
9/30/2014,545.588
12/31/2014,610.444
3/31/2015,584.625
6/30/2015,602.688
9/30/2015,600.222
12/31/2015,648.75
3/31/2016,663.8
6/30/2016,723.05
9/30/2016,749.053
12/31/2016,759.789
3/31/2017,775.833
6/30/2017,839.211
9/30/2017,833.471
,
,
,
,
,
,
,
,
,
,
EA US,
3/31/2010,837.833
6/30/2010,515.545
9/30/2010,811.571
12/31/2010,1413.136
3/31/2011,923.455
6/30/2011,506.737
9/30/2011,941.952
12/31/2011,1619.647
3/31/2012,958.353
6/30/2012,502.25
9/30/2012,1082.625
12/31/2012,1288.917
3/31/2013,1029.652
6/30/2013,453.773
9/30/2013,977.7
12/31/2013,1655.583
3/31/2014,812.043
6/30/2014,714.304
9/30/2014,1149.909
12/31/2014,1290
3/31/2015,851.588
6/30/2015,652.895
9/30/2015,1104.176
12/31/2015,1806.111
3/31/2016,888.85
6/30/2016,650.556
9/30/2016,1085.688
12/31/2016,2051.778
3/31/2017,1109.333
6/30/2017,770.368
9/30/2017,1183.5
,
,
,
,
,
,
,
,
,
,
EMR US,
3/31/2010,5224.833
6/30/2010,5541.833
9/30/2010,5882.462
12/31/2010,5576.846
3/31/2011,5827.083
6/30/2011,6358.714
9/30/2011,6589.667
12/31/2011,5278.938
3/31/2012,5990.533
6/30/2012,6600.875
9/30/2012,6693.824
12/31/2012,5423.294
3/31/2013,6028.368
6/30/2013,6443.95
9/30/2013,6758.381
12/31/2013,5554.682
3/31/2014,5891.789
6/30/2014,6459.059
9/30/2014,6810.95
12/31/2014,5578.429
3/31/2015,5420.45
6/30/2015,5626.455
9/30/2015,5834.955
12/31/2015,4627.421
3/31/2016,4892.75
6/30/2016,5320.526
9/30/2016,5442.444
12/31/2016,3148.188
3/31/2017,3496.8
6/30/2017,4003.4
9/30/2017,4452.714
,
,
,
,
,
,
,
,
,
,
ETR US,
3/31/2010,2709.4
6/30/2010,2852.571
9/30/2010,3441.714
12/31/2010,2437
3/31/2011,2775
6/30/2011,2928.5
9/30/2011,3730.2
12/31/2011,2724.5
3/31/2012,2501.75
6/30/2012,2935.25
9/30/2012,3418.75
12/31/2012,3129
3/31/2013,2597
6/30/2013,2619
9/30/2013,3120.75
12/31/2013,2485.8
3/31/2014,2829.2
6/30/2014,2940.2
9/30/2014,3399.4
12/31/2014,2704.4
3/31/2015,2993.5
6/30/2015,3071
9/30/2015,3558
12/31/2015,2991.667
3/31/2016,2933.8
6/30/2016,2885.286
9/30/2016,3535.667
12/31/2016,3120.429
3/31/2017,2747.4
6/30/2017,2667.75
9/30/2017,3117.4
,
,
,
,
,
,
,
,
,
,
EVHC US,
3/31/2010,176.571
6/30/2010,180.133
9/30/2010,181.813
12/31/2010,181.667
3/31/2011,179.143
6/30/2011,188.222
9/30/2011,198.125
12/31/2011,213.857
3/31/2012,218.889
6/30/2012,228.5
9/30/2012,226.143
12/31/2012,238.167
3/31/2013,261.571
6/30/2013,266.333
9/30/2013,264.286
12/31/2013,283.143
3/31/2014,272.143
6/30/2014,281.857
9/30/2014,515.111
12/31/2014,565.364
3/31/2015,575
6/30/2015,613.091
9/30/2015,633.25
12/31/2015,688.2
3/31/2016,702.167
6/30/2016,769.692
9/30/2016,769.273
12/31/2016,1407.364
3/31/2017,2525.706
6/30/2017,1955.067
9/30/2017,1992.857
,
,
,
,
,
,
,
,
,
,
EOG US,
3/31/2010,1209.538
6/30/2010,1219.462
9/30/2010,1346.727
12/31/2010,1444
3/31/2011,1622.25
6/30/2011,1898.643
9/30/2011,2329.75
12/31/2011,2159.6
3/31/2012,2223.421
6/30/2012,2666.6
9/30/2012,2828.833
12/31/2012,2881.333
3/31/2013,3122.3
6/30/2013,3532.111
9/30/2013,3721.455
12/31/2013,3649.182
3/31/2014,3936.8
6/30/2014,4233
9/30/2014,4310.727
12/31/2014,4286.167
3/31/2015,2858.556
6/30/2015,2658.167
9/30/2015,2444.125
12/31/2015,2181.3
3/31/2016,1613.9
6/30/2016,1588.667
9/30/2016,1904.889
12/31/2016,2232.889
3/31/2017,2437.714
6/30/2017,2578.857
9/30/2017,2588.714
,
,
,
,
,
,
,
,
,
,
EQT US,
3/31/2010,310.5
6/30/2010,241.143
9/30/2010,255
12/31/2010,326.667
3/31/2011,386.556
6/30/2011,318.75
9/30/2011,303.583
12/31/2011,382.6
3/31/2012,418
6/30/2012,349.333
9/30/2012,359.8
12/31/2012,450.4
3/31/2013,484.25
6/30/2013,507.286
9/30/2013,515.5
12/31/2013,607.75
3/31/2014,567.333
6/30/2014,597.909
9/30/2014,561.25
12/31/2014,586.857
3/31/2015,627.5
6/30/2015,507.286
9/30/2015,456
12/31/2015,506.333
3/31/2016,559.857
6/30/2016,440.182
9/30/2016,488
12/31/2016,565.375
3/31/2017,736.2
6/30/2017,644.571
9/30/2017,643.571
,
,
,
,
,
,
,
,
,
,
EFX US,
3/31/2010,463.833
6/30/2010,465.857
9/30/2010,458.222
12/31/2010,475.571
3/31/2011,473.154
6/30/2011,489.333
9/30/2011,483.455
12/31/2011,501.182
3/31/2012,501
6/30/2012,527.909
9/30/2012,540.167
12/31/2012,556.25
3/31/2013,568.818
6/30/2013,576.909
9/30/2013,574.6
12/31/2013,579.083
3/31/2014,583.8
6/30/2014,615
9/30/2014,621.833
12/31/2014,617.636
3/31/2015,635.364
6/30/2015,662
9/30/2015,664.5
12/31/2015,662.7
3/31/2016,696.636
6/30/2016,802.308
9/30/2016,801.462
12/31/2016,798.667
3/31/2017,825.231
6/30/2017,860.417
9/30/2017,847.231
,
,
,
,
,
,
,
,
,
,
EQIX US,
3/31/2010,246.85
6/30/2010,292.095
9/30/2010,330.348
12/31/2010,342
3/31/2011,354.96
6/30/2011,379.81
9/30/2011,416.368
12/31/2011,429.769
3/31/2012,444.842
6/30/2012,467.263
9/30/2012,493.75
12/31/2012,504.3
3/31/2013,521.579
6/30/2013,533.316
9/30/2013,539.632
12/31/2013,563.25
3/31/2014,574.846
6/30/2014,596.583
9/30/2014,615.833
12/31/2014,629.625
3/31/2015,636.059
6/30/2015,657.643
9/30/2015,684.071
12/31/2015,707.818
3/31/2016,841.231
6/30/2016,895.625
9/30/2016,920.286
12/31/2016,940.429
3/31/2017,947.143
6/30/2017,1028.813
9/30/2017,1137.412
,
,
,
,
,
,
,
,
,
,
EQR US,
3/31/2010,478.3
6/30/2010,493.846
9/30/2010,512.667
12/31/2010,524.231
3/31/2011,518.417
6/30/2011,526
9/30/2011,511.917
12/31/2011,523.571
3/31/2012,528.071
6/30/2012,542.111
9/30/2012,553.231
12/31/2012,552
3/31/2013,563.6
6/30/2013,605.167
9/30/2013,637.25
12/31/2013,628.143
3/31/2014,634.2
6/30/2014,645.333
9/30/2014,660.556
12/31/2014,665
3/31/2015,663.2
6/30/2015,677.667
9/30/2015,690.7
12/31/2015,705.308
3/31/2016,649.5
6/30/2016,610.182
9/30/2016,604.375
12/31/2016,609.1
3/31/2017,609
6/30/2017,606.667
9/30/2017,617.917
,
,
,
,
,
,
,
,
,
,
ESS US,
3/31/2010,95.671
6/30/2010,98.654
9/30/2010,101.517
12/31/2010,106
3/31/2011,109.875
6/30/2011,115.286
9/30/2011,119.333
12/31/2011,122.813
3/31/2012,125.733
6/30/2012,129.385
9/30/2012,134.786
12/31/2012,141.5
3/31/2013,145.857
6/30/2013,150.625
9/30/2013,153.455
12/31/2013,156.6
3/31/2014,156.5
6/30/2014,256
9/30/2014,264.6
12/31/2014,272.4
3/31/2015,278.545
6/30/2015,287.556
9/30/2015,302.667
12/31/2015,311
3/31/2016,313.667
6/30/2016,321.25
9/30/2016,328.2
12/31/2016,331.25
3/31/2017,329.333
6/30/2017,336
9/30/2017,342.333
,
,
,
,
,
,
,
,
,
,
EL US,
3/31/2010,1878.2
6/30/2010,1829.267
