MMM US,
9/30/2012,5341.3
12/31/2012,5193.083
3/31/2013,5269.417
6/30/2013,5334.909
9/30/2013,5224.846
12/31/2013,5273.25
3/31/2014,5318.462
6/30/2014,5326.769
9/30/2014,5356.308
12/31/2014,4917.167
3/31/2015,4611.333
6/30/2015,4643.455
9/30/2015,4678.273
12/31/2015,4573.364
3/31/2016,4544.6
6/30/2016,4564.444
9/30/2016,4726.667
12/31/2016,4545.444
3/31/2017,4500.455
6/30/2017,4561.4
9/30/2017,4654.444
,
,
,
,
,
,
,
,
,
,
KIM US,
3/31/2010,222.3
6/30/2010,224
9/30/2010,212
12/31/2010,213.222
3/31/2011,218
6/30/2011,225.2
9/30/2011,221.8
12/31/2011,228.111
3/31/2012,233.875
6/30/2012,224.2
9/30/2012,227
12/31/2012,229.222
3/31/2013,226.3
6/30/2013,233.2
9/30/2013,234.8
12/31/2013,238.4
3/31/2014,239.286
6/30/2014,243.571
9/30/2014,252.556
12/31/2014,257.286
3/31/2015,262.545
6/30/2015,281.714
9/30/2015,290
12/31/2015,287.286
3/31/2016,293.8
6/30/2016,294.143
9/30/2016,288.5
12/31/2016,284.167
3/31/2017,291
6/30/2017,291.429
9/30/2017,296
,
,
,
,
,
,
,
,
,
,
KMI US,
3/31/2011,2114
6/30/2011,#N/A N/A
9/30/2011,2250.25
12/31/2011,2317
3/31/2012,2310.25
6/30/2012,2289
9/30/2012,2695.25
12/31/2012,2862.5
3/31/2013,2759.75
6/30/2013,3167
9/30/2013,3625.4
12/31/2013,3771.167
3/31/2014,3864.2
6/30/2014,3779.833
9/30/2014,3979.714
12/31/2014,4234
3/31/2015,4552.9
6/30/2015,4029.167
9/30/2015,3781.1
12/31/2015,3908.364
3/31/2016,3760.167
6/30/2016,3414.818
9/30/2016,3402.909
12/31/2016,3527.8
3/31/2017,3345.111
6/30/2017,3142.857
9/30/2017,3245.833
,
,
,
,
,
,
,
,
,
,
,
,
,
,
KLAC US,
3/31/2010,472.714
6/30/2010,557.273
9/30/2010,645
12/31/2010,721.417
3/31/2011,809.182
6/30/2011,875
9/30/2011,791.286
12/31/2011,629.625
3/31/2012,801.6
6/30/2012,876.143
9/30/2012,739.286
12/31/2012,632.615
3/31/2013,726.857
6/30/2013,705.214
9/30/2013,655.867
12/31/2013,705.375
3/31/2014,822.75
6/30/2014,733
9/30/2014,620.706
12/31/2014,665.8
3/31/2015,732.111
6/30/2015,751.667
9/30/2015,625.471
12/31/2015,701.333
3/31/2016,725.545
6/30/2016,842.182
9/30/2016,733.846
12/31/2016,840.083
3/31/2017,895.615
6/30/2017,923.846
9/30/2017,947.455
,
,
,
,
,
,
,
,
,
,
KSS US,
1/30/2010,5682
5/1/2010,4035
7/31/2010,4100
10/30/2010,4218
1/29/2011,6038
4/30/2011,4162
7/30/2011,4248
10/29/2011,4375
1/28/2012,6018
4/28/2012,4243
7/28/2012,4205
10/27/2012,4490
2/2/2013,6345
5/4/2013,4267.529
8/3/2013,4289.222
11/2/2013,4553.474
2/1/2014,6106.8
5/3/2014,4227.947
8/2/2014,4287.19
11/1/2014,4391.579
1/31/2015,6336.8
5/2/2015,4186.65
8/1/2015,4312.857
10/31/2015,4399
1/30/2016,6388
4/30/2016,4131.111
7/30/2016,4163.158
10/29/2016,4326.8
1/28/2017,6214.105
4/29/2017,3905.833
7/29/2017,4126.211
10/28/2017,4298.765
,
,
,
,
,
,
,
,
,
KHC US,
6/28/2015,5918.5
9/27/2015,6644.714
1/3/2016,7004.071
4/3/2016,6484.769
7/3/2016,6796.846
9/30/2016,6301
12/31/2016,6732.333
4/1/2017,6459.462
7/1/2017,6728.267
9/30/2017,6327.533
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
KR US,
1/30/2010,17673
5/22/2010,24147.727
8/14/2010,18751.273
11/6/2010,18508.75
1/29/2011,19346
5/21/2011,26628.222
8/13/2011,20484
11/5/2011,20404.5
1/28/2012,21425
5/19/2012,29079.833
8/11/2012,21910.941
11/3/2012,21547.938
2/2/2013,23969.688
5/25/2013,30208.077
8/17/2013,22680.636
11/9/2013,22698.4
2/1/2014,23131.786
5/24/2014,32639.313
8/16/2014,24917.588
11/8/2014,24836.067
1/31/2015,25181.75
5/23/2015,33504
8/15/2015,25548
11/7/2015,25201.294
1/30/2016,26275.895
5/21/2016,34706.857
8/13/2016,26722
11/5/2016,26320
1/28/2017,27308.667
5/20/2017,35646.471
8/12/2017,27485.684
11/4/2017,27483.556
,
,
,
,
,
,
,
,
,
LB US,
1/30/2010,3063
5/1/2010,1932
7/31/2010,2242.889
10/30/2010,1983
1/29/2011,3456
4/30/2011,2217
7/30/2011,2458
10/29/2011,2169.563
1/28/2012,3515
4/28/2012,2154
7/28/2012,2395.048
10/27/2012,2045.364
2/2/2013,3841.667
5/4/2013,2268
8/3/2013,2516
11/2/2013,2171
2/1/2014,3818
5/3/2014,2391
8/2/2014,2675
11/1/2014,2319
1/31/2015,4069
5/2/2015,2512
8/1/2015,2765
10/31/2015,2482
1/30/2016,4395
4/30/2016,2614.077
7/30/2016,2890
10/29/2016,2581
1/28/2017,4489.818
4/29/2017,2437.72
7/29/2017,2755
10/28/2017,2618
,
,
,
,
,
,
,
,
,
LLL US,
3/26/2010,3720.083
6/25/2010,4029.083
9/24/2010,4026.692
12/31/2010,4254.533
4/1/2011,3657.154
7/1/2011,3841.333
9/30/2011,3845.067
12/31/2011,4180.154
3/30/2012,3437.182
6/29/2012,3209.714
9/28/2012,3247
12/31/2012,3462.071
3/29/2013,3032
6/28/2013,3051.923
9/27/2013,3072.214
12/31/2013,3156.357
3/28/2014,2962.077
6/27/2014,2986.154
9/26/2014,2989.077
12/31/2014,3156.1
3/27/2015,2786.7
6/26/2015,2883.182
9/25/2015,2916.909
12/31/2015,3083.429
3/25/2016,2357.909
6/24/2016,2492.6
9/23/2016,2545
12/31/2016,2780.083
3/31/2017,2446.167
6/30/2017,2693.667
9/29/2017,2672.769
,
,
,
,
,
,
,
,
,
,
LH US,
3/31/2010,1191.4
6/30/2010,1227.471
9/30/2010,1244.667
12/31/2010,1247.6
3/31/2011,1326.737
6/30/2011,1396.5
9/30/2011,1407.35
12/31/2011,1376.905
3/31/2012,1404.5
6/30/2012,1439.632
9/30/2012,1438.65
12/31/2012,1393.909
3/31/2013,1448.263
6/30/2013,1459.9
9/30/2013,1450.053
12/31/2013,1449.565
3/31/2014,1444.6
6/30/2014,1501.348
9/30/2014,1503.476
12/31/2014,1494.75
3/31/2015,1787
6/30/2015,2223.588
9/30/2015,2245
12/31/2015,2221.267
3/31/2016,2184.867
6/30/2016,2334.333
9/30/2016,2376.933
12/31/2016,2349.294
3/31/2017,2409.444
6/30/2017,2466.529
9/30/2017,2541.556
,
,
,
,
,
,
,
,
,
,
LRCX US,
3/28/2010,623.364
6/27/2010,656.273
9/26/2010,793.917
12/26/2010,830.1
3/27/2011,804.9
6/26/2011,749
9/25/2011,671
12/25/2011,572.214
3/25/2012,643.071
6/24/2012,785.154
9/23/2012,903.857
12/23/2012,851.462
3/31/2013,838.385
6/30/2013,#N/A N/A
9/29/2013,1012.5
12/29/2013,1104
3/30/2014,1220
6/29/2014,1241.188
9/28/2014,1149.824
12/28/2014,1233.882
3/29/2015,1369.5
6/28/2015,1461.444
9/27/2015,1602.118
12/27/2015,1411.5
3/27/2016,1313.563
6/26/2016,1530.8
9/25/2016,1631.25
12/25/2016,1846.2
3/26/2017,2130.438
6/25/2017,2315.688
9/24/2017,2465.714
,
,
,
,
,
,
,
,
,
,
LEG US,
3/31/2010,707
6/30/2010,833
9/30/2010,884.2
12/31/2010,784
3/31/2011,834.2
6/30/2011,926.8
9/30/2011,927
12/31/2011,831.5
3/31/2012,917.4
6/30/2012,978.6
9/30/2012,980.8
12/31/2012,872.8
3/31/2013,963.333
6/30/2013,982.667
9/30/2013,990.167
12/31/2013,890
3/31/2014,972.833
6/30/2014,990
9/30/2014,1031.5
12/31/2014,946
3/31/2015,951
6/30/2015,1029
9/30/2015,1048.333
12/31/2015,997
3/31/2016,960.5
6/30/2016,1003.667
9/30/2016,1009
12/31/2016,919.167
3/31/2017,959
6/30/2017,1003
9/30/2017,1010.5
,
,
,
,
,
,
,
,
,
,
LEN US,
2/28/2010,569
5/31/2010,835.8
8/31/2010,731.267
11/30/2010,753.231
2/28/2011,507.267
5/31/2011,644.6
8/31/2011,790.692
11/30/2011,874.727
2/29/2012,699.643
5/31/2012,899.769
8/31/2012,1054.75
11/30/2012,1317.333
2/28/2013,933
5/31/2013,1310.143
8/31/2013,1559.385
11/30/2013,1880.125
2/28/2014,1253.385
5/31/2014,1679.5
8/31/2014,1963.385
11/30/2014,2584
2/28/2015,1498.818
5/31/2015,2031.429
8/31/2015,2422
11/30/2015,2974.333
2/29/2016,1868
5/31/2016,2576.167
8/31/2016,2682.143
11/30/2016,3297.5
2/28/2017,2217.571
5/31/2017,2902.25
8/31/2017,3262.889
11/30/2017,3597.2
,
,
,
,
,
,
,
,
,
LUK US,
12/31/2015,2558
3/31/2016,2030
6/30/2016,2528
9/30/2016,2552
12/31/2016,2565
3/31/2017,2993
6/30/2017,2650
9/30/2017,2655
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
LLY US,
3/31/2010,5588.667
6/30/2010,5558.385
9/30/2010,5775.429
12/31/2010,5998.857
3/31/2011,5679.308
6/30/2011,6006.917
9/30/2011,6053
12/31/2011,5880.071
3/31/2012,5391.8
6/30/2012,5580.643
9/30/2012,5624.214
12/31/2012,5799.643
3/31/2013,5662.786
6/30/2013,5818.25
9/30/2013,5753.846
12/31/2013,5469.727
3/31/2014,4798.083
6/30/2014,4900.154
9/30/2014,4837.786
12/31/2014,5186.8
3/31/2015,4659.462
6/30/2015,4907.333
9/30/2015,4979.071
12/31/2015,5325.688
3/31/2016,4837.933
6/30/2016,5156.857
9/30/2016,5278.857
12/31/2016,5539.824
3/31/2017,5215.188
6/30/2017,5593.143
9/30/2017,5512.214
,
,
,
,
,
,
,
,
,
,
LNC US,
3/31/2010,2564.5
6/30/2010,2588.4
9/30/2010,2572.6
12/31/2010,2666.5
3/31/2011,2734.5
6/30/2011,2761.833
9/30/2011,2748.2
12/31/2011,2759.8
3/31/2012,2766.167
6/30/2012,2856.833
9/30/2012,2823.4
12/31/2012,2874
3/31/2013,2949.286
6/30/2013,3004.571
9/30/2013,3070
12/31/2013,3097.25
3/31/2014,3162.5
6/30/2014,3247.857
9/30/2014,3282
12/31/2014,3312.571
3/31/2015,3391.667
6/30/2015,3401.875
9/30/2015,3365.125
12/31/2015,3380.7
3/31/2016,3451.375
6/30/2016,3437.5
9/30/2016,3436.333
12/31/2016,3500.2
3/31/2017,3510.2
6/30/2017,3546.25
9/30/2017,3594.25
,
,
,
,
,
,
,
,
,
,
LKQ US,
3/31/2010,589.1
6/30/2010,567.6
9/30/2010,569.273
12/31/2010,641.286
3/31/2011,725.2
6/30/2011,727.273
9/30/2011,756.727
12/31/2011,932.5
3/31/2012,1005.25
6/30/2012,988.75
9/30/2012,1007.125
12/31/2012,1082.111
3/31/2013,1161.7
6/30/2013,1205.2
9/30/2013,1278.3
12/31/2013,1332.273
3/31/2014,1569.909
6/30/2014,1634.75
9/30/2014,1680.091
12/31/2014,1692.273
3/31/2015,1776.182
6/30/2015,1850.222
9/30/2015,1835.5
12/31/2015,1791.818
3/31/2016,1907.333
6/30/2016,2413.25
9/30/2016,2459.182
12/31/2016,2267.385
3/31/2017,2305.692
6/30/2017,2411.538
9/30/2017,2352.769
,
,
,
,
,
,
,
,
,
,
LMT US,
3/28/2010,10614
6/27/2010,11492.133
9/26/2010,11591.222
12/31/2010,12459.176
3/27/2011,10592.882
6/26/2011,11444.588
9/25/2011,11736.5
12/31/2011,12312.65
3/25/2012,10562.353
6/24/2012,11292.421
9/30/2012,11203
12/31/2012,11154.889
3/31/2013,10306.824
6/30/2013,11128.294
9/29/2013,11148.833
12/31/2013,11336.833
3/31/2014,10892.667
6/29/2014,11142.412
9/28/2014,11273.824
12/31/2014,11889.533
3/29/2015,10258.714
6/28/2015,10993.467
9/27/2015,11122.4
12/31/2015,12393.375
3/27/2016,11361.824
6/26/2016,12582.071
9/25/2016,11451.2
12/31/2016,13032.125
3/26/2017,11211.882
6/25/2017,12419.333
9/24/2017,12805.625
,
,
,
,
,
,
,
,
,
,
L US,
3/31/2010,3390
6/30/2010,#N/A N/A
9/30/2010,#N/A N/A
12/31/2010,#N/A N/A
3/31/2011,#N/A N/A
6/30/2011,#N/A N/A
9/30/2011,#N/A N/A
12/31/2011,#N/A N/A
3/31/2012,#N/A N/A
6/30/2012,#N/A N/A
9/30/2012,#N/A N/A
12/31/2012,#N/A N/A
3/31/2013,#N/A N/A
6/30/2013,#N/A N/A
9/30/2013,#N/A N/A
12/31/2013,#N/A N/A
3/31/2014,#N/A N/A
6/30/2014,#N/A N/A
9/30/2014,#N/A N/A
12/31/2014,#N/A N/A
3/31/2015,#N/A N/A
6/30/2015,#N/A N/A
9/30/2015,#N/A N/A
12/31/2015,#N/A N/A
3/31/2016,#N/A N/A
6/30/2016,#N/A N/A
9/30/2016,#N/A N/A
12/31/2016,#N/A N/A
3/31/2017,#N/A N/A
6/30/2017,#N/A N/A
9/30/2017,#N/A N/A
,
,
,
,
,
,
,
,
,
,
LOW US,
1/29/2010,10006.905
4/30/2010,12247.238
7/30/2010,14518.3
10/29/2010,11735
1/28/2011,10454.625
4/29/2011,12518.778
7/29/2011,14710.889
10/28/2011,11672.444
2/3/2012,11343.211
5/4/2012,13004.19
7/29/2012,14435.619
11/2/2012,11927.591
2/1/2013,10843.524
5/3/2013,13446.636
8/2/2013,15072.429
11/1/2013,12717.4
1/31/2014,11671.526
5/3/2014,13886.333
8/1/2014,16557.95
10/31/2014,13546.238
1/30/2015,12305.095
5/1/2015,14254.714
7/31/2015,17270.286
10/30/2015,14314.909
1/29/2016,13061.429
4/29/2016,14871.476
7/29/2016,18435.609
10/28/2016,15836
2/3/2017,15368.72
5/5/2017,16946.375
8/4/2017,19545.478
11/3/2017,16569.64
,
,
,
,
,
,
,
,
,
LYB US,
9/30/2010,10481.857
12/31/2010,10179.9
3/31/2011,10607.889
6/30/2011,13058.125
9/30/2011,13137.182
12/31/2011,12024.7
3/31/2012,11876.909
6/30/2012,12532.636
9/30/2012,11139.385
12/31/2012,11037.857
3/31/2013,11161.615
6/30/2013,11325.923
9/30/2013,11402.5
12/31/2013,10920.364
3/31/2014,11215.929
6/30/2014,11471.429
9/30/2014,11868
12/31/2014,10827.25
3/31/2015,9387.813
6/30/2015,9062.214
9/30/2015,8924.118
12/31/2015,7522.067
3/31/2016,7078.154
6/30/2016,7417.231
9/30/2016,7393.5
12/31/2016,7312.643
3/31/2017,7585.857
6/30/2017,8523
9/30/2017,8135.929
,
,
,
,
,
,
,
,
,
,
,
,
MTB US,
3/31/2010,843.333
6/30/2010,846.2
9/30/2010,844.9
12/31/2010,850.167
3/31/2011,842.154
6/30/2011,905.143
9/30/2011,1006.333
12/31/2011,990.533
3/31/2012,992.714
6/30/2012,1022.125
9/30/2012,1067.933
12/31/2012,1120.357
3/31/2013,1113.833
6/30/2013,1104.769
9/30/2013,1119.583
12/31/2013,1105.615
3/31/2014,1103.692
6/30/2014,1120.667
9/30/2014,1133.333
12/31/2014,1133.167
3/31/2015,1117.733
6/30/2015,1134.786
9/30/2015,1149.176
12/31/2015,1240.389
3/31/2016,1296.263
6/30/2016,1323.647
9/30/2016,1322.947
12/31/2016,1324.611
3/31/2017,1333.688
6/30/2017,1403.929
9/30/2017,1427.063
,
,
,
,
,
,
,
,
,
,
MAC US,
3/31/2010,148.444
6/30/2010,149.111
9/30/2010,149.6
12/31/2010,188.8
3/31/2011,186.25
6/30/2011,176.333
9/30/2011,189.25
12/31/2011,208
3/31/2012,186.2
6/30/2012,199.143
9/30/2012,207
12/31/2012,211.8
3/31/2013,230.875
6/30/2013,249
9/30/2013,255.5
12/31/2013,266
3/31/2014,261.5
6/30/2014,262.5
9/30/2014,271
12/31/2014,288
3/31/2015,321
6/30/2015,327
9/30/2015,329
12/31/2015,344
3/31/2016,280
6/30/2016,255
9/30/2016,262
12/31/2016,269
3/31/2017,242
6/30/2017,239
9/30/2017,252.667
,
,
,
,
,
,
,
,
,
,
M US,
1/30/2010,7851.1
5/1/2010,5578
7/31/2010,5541.2
10/30/2010,5624
1/29/2011,8270
4/30/2011,5893.167
7/30/2011,5940
10/29/2011,5853
1/28/2012,8723
4/28/2012,6147
7/28/2012,6119
10/29/2012,6076
2/2/2013,9350
5/4/2013,6386.231
8/3/2013,6250.8
11/2/2013,6192.882
2/1/2014,9272.882
5/3/2014,6466
8/2/2014,6299.056
11/1/2014,6340.647
1/31/2015,9395.316
5/2/2015,6313.059
8/1/2015,6222.263
10/31/2015,6104.056
1/30/2016,8831.941
4/30/2016,5932.882
7/30/2016,5757.529
10/29/2016,5634.176
1/28/2017,8619.316
4/29/2017,5450.25
7/29/2017,5513.778
10/28/2017,5306.824
,
,
,
,
,
,
,
,
,
MRO US,
3/31/2010,15734.75
6/30/2010,19248.4
9/30/2010,17292.5
12/31/2010,17645
3/31/2011,21259.8
6/30/2011,19689.25
9/30/2011,2505.4
12/31/2011,3300.667
3/31/2012,3448.286
6/30/2012,3691.6
9/30/2012,3523.25
12/31/2012,3933.75
3/31/2013,4543.833
6/30/2013,3727.091
9/30/2013,3820.091
12/31/2013,3653.889
3/31/2014,3562
6/30/2014,3660.5
9/30/2014,2984.25
12/31/2014,2408.2
3/31/2015,1601.286
6/30/2015,1679.5
9/30/2015,1426.4
12/31/2015,1215
3/31/2016,873.4
6/30/2016,1079.222
9/30/2016,1094.1
12/31/2016,1192.556
3/31/2017,965.25
6/30/2017,1038.667
9/30/2017,1050.833
,
,
,
,
,
,
,
,
,
,
MPC US,
3/31/2011,17842
6/30/2011,18612.25
9/30/2011,19916.6
12/31/2011,14639.8
3/31/2012,17678.2
6/30/2012,18973.8
9/30/2012,19592.5
12/31/2012,19069.4
3/31/2013,19797.667
6/30/2013,23853.2
9/30/2013,26630
12/31/2013,19825
3/31/2014,22436
6/30/2014,24491.333
9/30/2014,26832
12/31/2014,18629
3/31/2015,19552.25
6/30/2015,19988.2
9/30/2015,21270
12/31/2015,16347.5
3/31/2016,12496.667
6/30/2016,16443.833
9/30/2016,16789.667
12/31/2016,15865.167
3/31/2017,17339.4
6/30/2017,19137.857
9/30/2017,22482.833
,
,
,
,
,
,
,
,
,
,
,
,
,
,
MAR US,
3/26/2010,2469.3
6/18/2010,2758
9/10/2010,2647.727
12/31/2010,3542.667
3/25/2011,2860.462
6/17/2011,2998.846
9/9/2011,2822.938
12/31/2011,3714.455
3/23/2012,2600
6/15/2012,2788.125
9/7/2012,2655.133
12/28/2012,3608.313
3/31/2013,2932.941
6/30/2013,3195.118
9/30/2013,3035.471
12/31/2013,3323.643
3/31/2014,3301.143
6/30/2014,3512.929
9/30/2014,3428.667
12/31/2014,3474.083
3/31/2015,3584.538
6/30/2015,3719.933
9/30/2015,3591.2
12/31/2015,3716.8
3/31/2016,3705.846
6/30/2016,3896.417
9/30/2016,3841.091
12/31/2016,4979.154
3/31/2017,5284.385
6/30/2017,5648.222
9/30/2017,5569
,
,
,
,
,
,
,
,
,
,
MMC US,
3/31/2010,2732
6/30/2010,2721
9/30/2010,2482.6
12/31/2010,2739.3
3/31/2011,2830.455
6/30/2011,2811
9/30/2011,2724.923
12/31/2011,2950.25
3/31/2012,3031.818
6/30/2012,3081.333
9/30/2012,2923.769
12/31/2012,3013.75
3/31/2013,3189.538
6/30/2013,3139.571
9/30/2013,2955.462
12/31/2013,3131.267
3/31/2014,3271.929
6/30/2014,3227.692
9/30/2014,3081.867
12/31/2014,3296
3/31/2015,3334.563
6/30/2015,3354.733
9/30/2015,3147.75
12/31/2015,3260.5
3/31/2016,3303.813
6/30/2016,3378.167
9/30/2016,3244.364
12/31/2016,3458.231
3/31/2017,3448.364
6/30/2017,3554.9
9/30/2017,3312.2
,
,
,
,
,
,
,
,
,
,
MLM US,
3/31/2010,322.071
6/30/2010,497.231
9/30/2010,497.071
12/31/2010,388.5
3/31/2011,347.75
6/30/2011,509.846
9/30/2011,525.333
12/31/2011,438
3/31/2012,364.25
6/30/2012,513.714
9/30/2012,566.231
12/31/2012,461.857
3/31/2013,389.583
6/30/2013,577.308
9/30/2013,639.7
12/31/2013,528.25
3/31/2014,398.231
6/30/2014,603.385
9/30/2014,974.154
12/31/2014,820.071
3/31/2015,668.667
6/30/2015,929.091
9/30/2015,1041.3
12/31/2015,826.444
3/31/2016,649.667
6/30/2016,935
9/30/2016,1051.25
12/31/2016,895
3/31/2017,726
6/30/2017,1009.286
9/30/2017,1067.571
,
,
,
,
,
,
,
,
,
,
MAS US,
3/31/2010,1818.5
6/30/2010,2121.8
9/30/2010,2057.583
12/31/2010,1763.9
3/31/2011,1755.333
6/30/2011,1973.833
9/30/2011,1974.167
12/31/2011,1776.636
3/31/2012,1831.692
6/30/2012,2087.571
9/30/2012,2024.692
12/31/2012,1801.357
3/31/2013,1963.786
6/30/2013,2099.214
9/30/2013,2097.529
12/31/2013,1985.389
3/31/2014,1997.824
6/30/2014,2262.737
9/30/2014,2265
12/31/2014,2095.294
3/31/2015,2040.6
6/30/2015,2124.375
9/30/2015,1893.353
12/31/2015,1703.588
3/31/2016,1724.765
6/30/2016,1997
9/30/2016,1919.706
12/31/2016,1752.75
3/31/2017,1755.389
6/30/2017,2065.842
9/30/2017,1960.056
,
,
,
,
,
,
,
,
,
,
MA US,
3/31/2010,1269.556
6/30/2010,1382.846
9/30/2010,1404.087
12/31/2010,1425.208
3/31/2011,1454.4
6/30/2011,1561.792
9/30/2011,1706.4
12/31/2011,1723.607
3/31/2012,1731.769
6/30/2012,1877.897
9/30/2012,1935.452
12/31/2012,1890.516
3/31/2013,1932.517
6/30/2013,2001.133
9/30/2013,2132.75
12/31/2013,2142.577
3/31/2014,2140.111
6/30/2014,2313.593
9/30/2014,2448.4
12/31/2014,2390.633
3/31/2015,2284.433
6/30/2015,2414.379
9/30/2015,2545.241
12/31/2015,2552.143
3/31/2016,2383.75
6/30/2016,2589.346
9/30/2016,2746.185
12/31/2016,2785.731
3/31/2017,2653.593
6/30/2017,2977.63
9/30/2017,3282.897
,
,
,
,
,
,
,
,
,
,
MAT US,
3/31/2010,859.917
6/30/2010,1017.538
9/30/2010,1939.455
12/31/2010,2068.75
3/31/2011,905.154
6/30/2011,1109.714
9/30/2011,1968.538
12/31/2011,2218.182
3/31/2012,984.7
6/30/2012,1127.5
9/30/2012,2073.333
12/31/2012,2295.6
3/31/2013,985.667
6/30/2013,1221.4
9/30/2013,2176.273
12/31/2013,2367.364
3/31/2014,950.4
6/30/2014,1190.2
9/30/2014,2171.1
12/31/2014,2104
3/31/2015,900.5
6/30/2015,991.889
9/30/2015,1888.455
12/31/2015,1906.727
3/31/2016,861.462
6/30/2016,936.7
9/30/2016,1777.9
12/31/2016,1961.6
3/31/2017,790.5
6/30/2017,972.25
9/30/2017,1805.1
,
,
,
,
,
,
,
,
,
,
MKC US,
2/28/2010,763.75
5/31/2010,789.75
8/31/2010,808.714
11/30/2010,936.75
2/28/2011,804.833
5/31/2011,855.333
8/31/2011,871.5
11/30/2011,1089.2
2/29/2012,870.4
5/31/2012,969.778
8/31/2012,990.2
11/30/2012,1170.636
2/28/2013,922.8
5/31/2013,1007
8/31/2013,1032.909
11/30/2013,1219
2/28/2014,973.111
5/31/2014,1042.857
8/31/2014,1031.714
11/30/2014,1207.333
2/28/2015,985
5/31/2015,1034.833
8/31/2015,1058.167
11/30/2015,1192.714
2/29/2016,1028.375
5/31/2016,1062.25
8/31/2016,1087.429
11/30/2016,1235.556
2/28/2017,1055.889
5/31/2017,1095.778
8/31/2017,1165.5
11/30/2017,1483.8
,
,
,
,
,
,
,
,
,
MCD US,
3/31/2010,5503.6
6/30/2010,5905.824
9/30/2010,6225
12/31/2010,6195.944
3/31/2011,6004.111
6/30/2011,6648.579
9/30/2011,7042.952
12/31/2011,6817.905
3/31/2012,6544.13
6/30/2012,6959.565
9/30/2012,7168.609
12/31/2012,6897.84
3/31/2013,6588.038
6/30/2013,7088.391
9/30/2013,7337.818
12/31/2013,7110.043
3/31/2014,6717
6/30/2014,7286.105
9/30/2014,7187.412
12/31/2014,6667.941
3/31/2015,5952.789
6/30/2015,6428.143
9/30/2015,6406.048
12/31/2015,6235.857
3/31/2016,5813.25
6/30/2016,6266.875
9/30/2016,6277.538
12/31/2016,5997.423
3/31/2017,5529.24
6/30/2017,5960.077
9/30/2017,5752.963
,
,
,
,
,
,
,
,
,
,
MCK US,
3/31/2010,27432.133
6/30/2010,27376.588
9/30/2010,27980.824
12/31/2010,28362.938
3/31/2011,28383.938
6/30/2011,29098.063
9/30/2011,29454.2
12/31/2011,30187.333
3/31/2012,30409.308
6/30/2012,31062.833
9/30/2012,30911.692
12/31/2012,30804.833
3/31/2013,32012.231
6/30/2013,32600
9/30/2013,32083.615
12/31/2013,33563.733
3/31/2014,35860.867
6/30/2014,40652.286
9/30/2014,42986.071
12/31/2014,44806.714
3/31/2015,44946.583
6/30/2015,45930.923
9/30/2015,47800.615
12/31/2015,48915.167
3/31/2016,46813.538
6/30/2016,50359.462
9/30/2016,51208.462
12/31/2016,50498.077
3/31/2017,49500.833
6/30/2017,51228.231
9/30/2017,51727.909
,
,
,
,
,
,
,
,
,
,
MDT US,
1/29/2010,3875.286
4/30/2010,4188.3
7/30/2010,3954
10/29/2010,3896.13
1/28/2011,3964.909
4/29/2011,4289.81
7/29/2011,3983.174
10/28/2011,4084.421
1/27/2012,4009.478
4/27/2012,4232.333
7/27/2012,3999.526
10/26/2012,4048.1
1/25/2013,4034.19
4/26/2013,4383.1
7/26/2013,4116.875
10/25/2013,4176.6
1/24/2014,4147.933
4/25/2014,4577.353
7/25/2014,4248.2
10/24/2014,4368.667
1/23/2015,4398.722
4/24/2015,7301.778
7/31/2015,7063.053
10/30/2015,7055.842
1/29/2016,6983.842
4/29/2016,7486.444
7/29/2016,7180
10/28/2016,7463.059
1/27/2017,7222
4/28/2017,7859.895
7/28/2017,7432.929
10/27/2017,7049.636
,
,
,
,
,
,
,
,
,
MRK US,
3/31/2010,11244.7
6/30/2010,11416.583
9/30/2010,11222.75
12/31/2010,11515.923
3/31/2011,11345.917
6/30/2011,11800.5
9/30/2011,11639.667
12/31/2011,12506.467
3/31/2012,11828
6/30/2012,12137.188
9/30/2012,11582.8
12/31/2012,11489.615
3/31/2013,11105.385
6/30/2013,11242.333
9/30/2013,11133.583
12/31/2013,11344.333
3/31/2014,10443.667
6/30/2014,10607.333
9/30/2014,10647.643
12/31/2014,10461.75
3/31/2015,9079.429
6/30/2015,9797.714
9/30/2015,10079.667
12/31/2015,10346.375
3/31/2016,9499.231
6/30/2016,9786.375
9/30/2016,10162.286
12/31/2016,10225.8
3/31/2017,9248.692
6/30/2017,9746.385
9/30/2017,10541.846
,
,
,
,
,
,
,
,
,
,
MET US,
3/31/2010,12746.25
6/30/2010,13049.667
9/30/2010,13044.5
12/31/2010,13539
3/31/2011,15762
6/30/2011,16075.833
9/30/2011,16546.286
12/31/2011,16799
3/31/2012,16587
6/30/2012,16806.714
9/30/2012,16856.667
12/31/2012,17344.429
3/31/2013,17179.286
6/30/2013,17159.75
9/30/2013,17146.25
12/31/2013,17294.143
3/31/2014,17541.143
6/30/2014,17351.25
9/30/2014,17528.286
12/31/2014,18150.5
3/31/2015,17527.375
6/30/2015,17668
9/30/2015,17769.778
12/31/2015,17578
3/31/2016,17152
6/30/2016,17266.4
